Campus: [Itajubá],Campus: [Itabira],Modalidade do Programa de Bolsa:,Vigência,Órgão de financiamento,Nome completo do orientador,E-mail do orientador,id_discente,Curso,Instituto,Título do projeto registrado,Área do conhecimento do projeto (CNPq),Data de implementação,Observação
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Adinele Gomes Guimarães,,10595,Engenharia Hidrica,,ANÁLISE DA PERMEABILIDADE DE SOLOS ARGILOSOS COM ADIÇÃO DE FIBRAS DE CANA-DE-AÇÚCAR ,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Gilbert Silva,,5966,Engenharia de Materiais,,Produção e desenvolvimento do aço inoxidável duplex UNS S31803 nano estruturado obtido por moagem de alta energia com adição de carbetos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Jesus Antonio García Sánchez,,17215,Engenharia Mecânica Aeronáutica,,Simulação do Contínuo Utilizando Estruturas Tipo Treliças Via Método dos Elementos Finitos.,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Sandro José de Andrade,,9684,Química Bacharelado,,Determinação e remoção de contaminantes emergentes em mattrizes aquosas,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Flavio Soares Silva,,5790,Engenharia de Materiais ,,Determinação de hidrocarbonetos policíclicos aromáticos em matrizes ambientais,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Daniela Sachs,,22941,Química Bacharelado,,AVALIAÇÃO DA ATIVIDADE ANTIINFLAMATÓRIA DE FÁRMACOS ASSOCIADOS A POLÍMEROS BIODEGRADÁVEIS FUNCIONALIZADOS COM LIGANTE DA SELECTINA-E EM MODELO DE ARTRITE INDUZIDA POR ANTÍGENO,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Roberto Akira Yamachita,,5154,Engenharia Elétrica,,Análise do impacto da geração de energia fotovoltaica conectada à rede elétrica considerando uma empresa pública municipal,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Janaina Roberta dos Santos,,19605,Ciências Biológicas Licenciatura,,A FORMAÇÃO DE PROFESSORES E  A TEMÁTICA AMBIENTAL:  ATUAÇÃO DOCENTE NAS  DISCIPLINAS DE CIÊNCIAS  NATURAIS E BIOLOGIA,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Hisaias de Souza Almeida,,8561,Ciências Biológicas,,Permanência de Handroanthus  chrysotrichus (Mart. ex A.DC.)  Mattos no banco de sementes em  floresta estacional ,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Antonio Carlos Zambroni de Souza,,16231,Engenharia Elétrica,,Estudo de Estabilidade de Tensão considerando novos Cenários Operativos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Hugo Perazzini,,18814,Engenharia Química,,Secagem intermitente de fertilizante em leito fixo: estudos experimentais visando novas tecnologias,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Thiago Vaz da Costa,,5174,Engenharia Química,,Desenvolvimento e Análise de Algoritmos para Tratamento de Falhas no Controle de Processos Químicos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Alexandre Carlos Brandão Ramos,,19542,Ciência da Computação,,Programa Santos Dumont Participação da UNIFEI na Micro Air Vehicle Competition - IMAV,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Josiane Palma Lima,,11045,Engenharia Civil,,Estudos de Mobilidade e Gestão Urbana por meio de Multiplos Critérios com vista ao Desenvolvimento Sustentável,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Paloma Alinne Alves Rodrigues Ruas,,8028,Matemática Licenciatura ,,ESTUDO SOBRE A FORMAÇÃO INICIAL E CONTINUADA DE PROFESSORES DE CIÊNCIAS PARA UMA PRÁTICA PEDAGÓGICA INCLUSIVA,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Maisa Tonon Bitti Perazzini,,10201,Engenharia Química,,Secagem de Resíduos Sólidos Orgânicos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Karina Arruda Almeida,,4403,Engenharia Quimica,,Influência do Método de Síntese nas Propriedades de Catalisadores de Cu-Pt Suportados em Céria para Reação de Preferencial de CO,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rafael de Carvalho Miranda,,16403,Engenharia da Computação,,Utilização de métodos de metamodelagem para resolução de problemas complexos em otimização via simulação,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Felipe de Souza Eloy,,20620,Engenharia Civil,,Materiais e Processos Aeronáuticos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Christian Jeremi Coronado Rodriguez,,14143,Engenharia de Energia,,Dimensionamento de sistemas híbridos eólico-fotovoltáicos. Análise técnica e econômica,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Mariana Feiteiro Cavalari,,7127,Licenciatura em Matemática,,A História da Matemática na Formação de Professores de Matemáticas nas Universidades Federais Brasileiras,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rogério José da Silva,,6987,Engenharia de Materiais,,Monitoramento e Diagnóstico de Centrais Nucleares com Reatores PWR com a Utilização da Ferramenta de Análise Exergética dos Sistemas de Operação.,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,José Carlos Escobar Palacio,,20567,Engenharia Hídrica,,Avaliação Técnico, Econômica e de Sustentabilidade de Diferentes Tecnologias Avançadas de Conversão,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Ricardo Iván Medina Bascur,,7470,Bacharelado em Física,,Uso de transséries resurgentes em Mecânica Quântica e Teoria de Cordas,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Angelo José Junkeira Rezek,,14219,Engenharia Elétrica,,CHOPPER TRANSISTORIZADO PARA ACIONAMENTO DE CARRINHO TRANSPORTADOR, UTILIZANDO MOTOR DE CORRENTE CONTÍNUA DE ÍMÃ PERMANENTE,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rodrigo Maximiano Antunes de Almeida,,13882,Engenharia de Computação,,Desenvolvimento de plataforma embarcada para ensino,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Ana Lúcia Fernandes de Lima e Silva,,9980,Engenharia Mecânica,,Desenvolvimento de Técnicas para Análise Experimental e Numérica em Transferência de Calor,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,VANESSA SILVEIRA BARRETO CARVALHO,,15490,ENGENHARIA AMBIENTAL,,Tendências e Evolução da Qualidade do Ar na Região Metropolitana de Belo Horizonte: Perspectivas para o atendimento dos valores recomendados pela organização mundial de saúde,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Ricardo Risso Chaves,,12705,Engenharia Mecânica,,5 ESTUDO DE VIABILIDADE PARA A DIMINUIÇÃO DO FUNDO DE ESCALA DA MÁQUINA DE FADIGA ROTATIVA RBF-200,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Gilbert Silva,,5092,Engenharia Mecanica,,Produção e desenvolvimento do aço inoxidável duplex UNS S31803 nano estruturado obtido por moagem de alta energia com adição de carbetos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rodrigo Maximiano Antunes De Almeida,,11274,Engenharia de Controle e Automação,,Desenvolvimento de plataforma embarcada para ensino,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Fabrina Bolzan Martins,,17361,Ciências Atmosféricas,,IMPACTOS DAS MUDANÇAS CLIMÁTICAS PARA AS PRINCIPAIS FRUTÍFERAS DE CLIMA TEMPERADO NA REGIÃO SUDESTE DO BRASIL,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Maisa Tonon Bitti Perazzini,,17373,Engenharia Química,,Secagem de Resíduos Orgânicos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Antônio Augusto Araújo Pinto da Silva,,11398,Engenharia de Materiais,,Equilíbrio de fases a 1050 °C do sistema ternário Ni-Nb-Ta,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Osvaldo José Venturini,,14118,Engenharia de Energia,,Desenvolvimento Teórico-Experimental de Tecnologias Para a Geração Heliotérmica de Eletricidade,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Sandro Metrevelle Marcondes de Lima e Silva,,11609,Engenharia Eletrônica,,Análise Experimental e Numérica de Problemas de Engenharia envolvendo Transferência de Calor,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rogério Melloni,,20967,Engenharia Ambiental,,Potencial biotecnológico de microrganismos do solo na olivicultura,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Regina Mabeli Barros,,20972,Engenharia Ambiental,,Estudo do potencial de geração de energia eletrica a partir dde biogás de digestão anaerobia de residuos solidos diversos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Fabio Favaretto,,8246,Administração,,Proposta de melhoria da qualidade da informação na gestão de estoques,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Vanessa Silveira Barreto Carvalho ,,19583,Ciências Atmosféricas,,Tendências e evolução da qualidade do ar na região metropolitana de Belo Horizonte: Perspectivas para o atendimento dos valores recomendados pela organização mundial de saúde,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rita de Cássia M. T. Stano,,22563,Ciências Biológicas - Licenciatura ,,Projetos de formação continuada docente sob a perspectiva dialógica: Mobilizando saberes pedagógicos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Carlos Henrique Pereira Mello,,9235,Engenhaira de Produção,,Proposta de modelo de referencia para implementação da abordagem de inovação aberta no processo de gestão da inovação de empresas brasileiras,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Michelle Simões Reboita,,16576,Ciências Atmosféricas,,Amigos do Clima,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Mariza Stefanello Simsen,,20345,Matemática Bacharelado,,Semicontinuidade Superior de Atratores para Problemas Parabólicos envolvendo o Operador p(x)-Laplaciano,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Paulo Pereira Junior,,14430,Engenharia Mecânica Aeronáutica,,SIMULAÇÃO DE PROPAGAÇÃO DE ONDAS ULTRASSÔNICAS APLICADAS EM ENSAIOS NÃO DESTRUTIVOS,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Mírian de Lourdes Noronha Motta Melo,,4855,engenharia de materiais,,Simulação integrada da solidificação e de tratamentos térmicos visando a previsão de propriedades mecânicas de ligas de alumínio,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rossano Gimenes,,14989,Química Bacharelado ,,Desenvolvimento de compósitos colágeno/hidroxiapatita/titanato de bário associados a peptídeos OGP para suportes de crescimento celular.,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Carlos Alberto Máximo Pimenta,,10313,Administração,,Observatório de Desenvolvimento e Cultura no Sul de Minas Gerais,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Arcilan Trevenzoli Assireu,,17633,Ciências Atmosféricas,,Uso de veículos aéreos não tripulados (VANTS) para prospecção eólica,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Hisaias de Souza Almeida,,18987,Ciências Biológicas Licenciatura,,Permanência de Handroanthus chrysotrichus (Mart. ex A.DC.) Mattos no banco de sementes em floresta estacional,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Ricardo Iván Medina Bascur,,17488,Engenharia de Controle e Automação ,,Correções de ordem superior em teorias supersimétricas de cordas,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Eliane Guimarães Pereira Melloni,,21383,Engenharia ambiental,,Proposição de um programa de gestão e manejo do solo e água para fins de mitigação de eventos de estiagem na bacia do rio Sapucaí,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Alexandre Carlos Brandão Ramos,,21164,Ciência da Computação,,Programa Santos Dumont Participação da UNIFEI na Micro Air Vehicle Competition - IMAV,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,André Aguiar Mendes,,19719,Engenharia de Bioprocessos,,EFEITO DE BIOMOLÉCULAS NA  DEGRADAÇÃO DE CORANTES POR  PROCESSOS FENTON (Fe/H2O2),,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Sâmia Regina Garcia Calheiros,,7124,Ciências Atmosféricas,,Início e fim da estação chuvosa na região tropical da América do Sul: condições atuais e projeções futuras,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Paulo Pereira Junior,,19650,Engenharia Ambiental,,SIMULAÇÃO DE PROPAGAÇÃO DE ONDAS ULTRASSÔNICAS APLICADAS EM ENSAIOS NÃO DESTRUTIVOS,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Regina Mambeli Barros,,6920,Engenharia Ambiental,,Estudo do potencial de geração de energia elétrica a partir de biogás de digestão anaeróbia de resíduos sólidos diversos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rossano Gimenes,,20259,Engenharia Química,,Desenvolvimento de compósitos colágeno/hidroxiapatita/titanato de bário associados a peptídeos OGP para suportes de cresimentos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Antonio Augusto Araújo Pinto da Silva ,,9473,Engenharia de Materiais,,Equilíbrio de fases a 1500 °C do sistema ternário Ni-Nb-Ta,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rafael de Carvalho Miranda ,,23021,Engenharia de Produção,,Utilização de métodos de metamodelagem para resolução de problemas complexos em otimização via simulação,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rogério Melloni,,20969,Engenharia Ambiental,,Potencial biotecnológico de microrganismos do solo na olivicultura,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Rita de Cássia M. T. Stano,,6682,Química Licenciatura,,PROJETOS DE FORMAÇÃO CONTINUADA DOCENTE SOB A PERSPECTIVA DIALÓGICA: MOBILIZANDO SABERES PEDAGÓGICOS,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Geovani Rodrigues,,18588,Engenharia de Materiais,,OBTENÇÃO DE CAMADAS À BASE DE SILICETOS COM ALTA RESISTÊNCIA À OXIDAÇÃO, EM LIGAS NB-SI-B, UTILIZANDO O PROCESSO “HALIDE ACTIVATED PACK CEMENTATION” (HAPC),
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Marcelo Chuei Matsudo,,12429,Engenharia de Bioprocessos,,Uso de microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bioenergia e nutrição animal,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,José Arnaldo Barra Montevechi,,10988,Engenharia de Produção,,Simulação a Eventos Discretos e sua integração a outras técnicas para melhorias no processo de tomada de decisões,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Antonio Carlos Zambroni de Souza,,6353,Engenharia Elétrica,,Estudos de Estabilidade de Tensao visando novos cenarios operativos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Thiago Vaz da Costa,,6931,Engenharia Química,,Desenvolvimento e análise de algoritmos para tratamento de falhas no controle de processos químicos,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Wilton da Silva Dias,,15101,Física Bacharelado,,Aglomerados abertos e a estrutura do disco galáctico,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Eder do Couto Tavares,,12554,Engenharia de Materiais,,Síntese e caracterização de novos complexos heterolépticos de In(III) e Ga(III) com ligantes sulfonilditiocarbimatos e tiosemicarbazonas ,,,
Sim,Não,PIBIC,03/2017 a 02/2018,FAPEMIG,Hugo Perazzini,,5512,Engenharia Química,,Determinação de propriedades térmicas de solos contaminados,,,
