Campus: [Itajubá],Campus: [Itabira],Modalidade do Programa de Bolsa:,Vigência,Órgão de financiamento,Nome completo do orientador,E-mail do orientador,id_discente,Curso,Instituto,Título do projeto registrado,Área do conhecimento do projeto (CNPq),Data de implementação,Observação
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Carlos Augusto de Souza Oliveira,,11542,EMT,,Análise da performance do desempenho mecânico de concreto estrutural a partir de misturas de agregados miúdos de pneu inservível, decorrentes de modificação superficial e funcionalização da interface agregado/massa,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Fabrício Vieira de Andrade,,25507,EMT,,Obtenção de niobatos de metais de transição,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Rafael Emilio Lopes,,18061,EEL,,Estudo do comportamento de uma maquina síncrona, operando como motor em exitação independente, como carga dinâmica para ensaios de geradores.,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Ernesto Soares de Freitas Neto,,14313,EMT,,Estudo das propriedades de pontos quânticos de CdSe crescidos em uma matriz vítrea pelo método de fusão-nucleação,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Carlos Henrique da Silveira,,23193,ECO,,Ranqueamento de ligantes da Ricina de acordo com a Afinidade de Ligação,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Washington Batista Vieira,,11927,EMB,,Estudo do comportamento estrutural de vigas casteladas de aço em padrão Anglo-Saxão para diferentes tipos de carregamento,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Mercês Coelho da Silva,,6511,EMT,,Estudo de biodegradabilidade de copolímeros híbridos de amido-g-poliestireno e caracterização termo-mecânica,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Rogério Fernandes Brito,,22487,EME,,Análise Térmica de Processos de Usinagem Variando os Tipos de Revestimentos da Ferramenta de Corte,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Ernesto Soares de Freitas Neto,,11617,EMT,,Síntese pontos quânticos semicondutores e caracterizações das suas propriedades ópticas e vibracionais,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Fabrício Vieira de Andrade,,24762,EMT,,Síntese e caracterização de óxido de nióbio dopado com metais de transição,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Daniel Crístian Ferreira Soares,,11962,EMT,,Lipossomas multifuncionais: estratégia terapêutica seletiva do câncer através da técnica de hipertermia magnética fluida,,,
Não,Sim,PIBIC,08/2017 a 07/2018,CNPq,Daniel Crístian Ferreira Soares,,17095,EMT,,Lipossomas multifuncionais: estratégia terapêutica seletiva do câncer através da técnica de hipertermia magnética fluida,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Janaina Roberta dos Santos,,19603,Ciências Biológicas Licenciatura,,A FORMAÇÃO DE PROFESSORES E A TEMÁTICA AMBIENTAL: ATUAÇÃO DOCENTE NAS DISCIPLINAS DE CIÊNCIAS NATURAIS E BIOLOGIA,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Henrique Pereira Mello,,22209,Engenharia de Produção,,Proposta de modelo de referência para o processo de desenvolvimento de equipamentos médicos considerando fatores humanos e usabilidade,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Danilo Henrique Spadoti,,23802,Engenharia de Controle e Automação,,Desenvolvimento de arranjos de antenas banda-larga assistidos por lentes dieletricas,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Antonio José Faria Bombard,,27390,Engenharia Química,,Fluídos Magnetoreológicos Dilatantes (Shear Thickening Magnetorheological Fluids),,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Milady Renata Apolinário da Silva,,5790,Engenharia de Materiais,,TRATAMENTO DE EFLUENTES APLICANDO COMBINAÇÕES DE PROCESSOS CONVENCIONAIS E PROCESSOS OXIDATIVOS AVANÇADOS,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Maurício Silva dos Santos,,22941,Química Bacharelado,,SÍNTESE, CARACTERIZAÇÃO FÍSICO-QUÍMICA E TESTES DE ATIVIDADE ANTILEISHMANIA DE NOVOS DERIVADOS AMIDÍNICOS,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rogério Melloni,,13796,Ciências Biológicas Licenciatura,,Potencial biotecnológico de microrganismos do solo na olivicultura ,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Márcia Regina Baldissera Rodrigues,,21123,Engenharia de Materiais,,"Utilização do Processo ""Halide Activated Pack Cemetation"" (HAPC), para recobrimento de ligas de Mo-Si-B visando o aumento da resistência à oxidação",,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Angelo josé Junqueira rezeck,,9766,Engenharia de Energia,,Chopper Transistorizado para Acionamente de Carinho Transportador, utilizando motor de corrente contínua de imã permanente,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Maisa Tonon Bitti Perazzini,,16515,Engenharia Química,,Secagem de Resíduos Sólidos Orgânicos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,ANDRE LUIZ MEDEIROS,,23028,Engenharia de Produção,,DENARIUS App: Pesquisa e Desenvolvimento de Aplicação Mobile para Implantação de Índice de Educação Financeira,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Paulo Cesar Gonçalves,,21146,Engenharia Civil,,Concreto Auto Adensável: Métodos de dosagem, sem e com adição de resíduos e caracterização de propriedades.,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Alexandre Carlos Brandão Ramos,,19542,Ciência da Computação,,Aeronaves remotamente pilotadas em inspeção de linhas de transmissão,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rafael de Carvalho Miranda,,7882,Engenharia de Produção,,MÉTODOS DE OTIMIZAÇÃO  APLICADOS A PROBLEMAS DE  ORÇAMENTO DE CAPITAL,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Ana Lúcia Fonseca,,9912,Licenciatura em Ciências Biológicas,, Seleção de Protozoários Como Potenciais Organismos Indicadores de Qualidade da Água,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Regina Mambeli Barros,,23718,Engenharia de Bioprocessos,,Potencial de aproveitamento energético de resíduos sólidos orgânicos no contexto da redução de emissões líquidas de gases de efeito estufa,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Milady Renata Apolinário da Silva,,8783,Engenharia Ambiental,,TRATAMENTO DE EFLUENTES APLICANDO COMBINAÇÕES DE PROCESSOS CONVENCIONAIS E PROCESSOS OXIDATIVOS AVANÇADOS ,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Vanessa Cristina Oliveira de Souza,,24463,Sistemas de Informação,,Técnicas de descoberta de conhecimento aplicadas a dados espectrais para o monitoramento do status hídrico em áreas cafeeiras de Minas Gerais,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Maria Elena Leyva González,,17298,Engenharia de Bioprocessos,,Biossensor hierárquico baseado em Quitosana/Polianilina e nanopartículas de prata,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Robson Luiz Moreno,,8894,Engenharia da Computação,,Desenvolvimento de Dispositivos Implantáveis de CMOS de Baixo Consumo e Baixa Potência para Aplicações Médicas,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rogério José da Silva,,6987,Engenharia de Materiais,,Monitoramento e diagnóstico de centrais nucleares com reatores PWR com a utilização da Ferramenta de análise exergética dos Sistemas de Operação.,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Sandro Metrevelle Marcondes de Lima e Silva,,4701,ENGENHARIA MECÂNICA/IEM,,Análise de Problemas em Transferência de Calor Usando Problemas Inversos - FAPEMIG,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Maurício Silva dos Santos,,24405,Química Bacharelado,,SÍNTESE, CARACTERIZAÇÃO FÍSICO-QUÍMICA E TESTES DE ATIVIDADE ANTILEISHMANIA DE NOVOS DERIVADOS AMIDÍNICOS,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Maria Elena Leyva González,,21300,Engenharia de Energia,,Célula fotovoltaica hierárquica baseada em Polianilina/TiO2 e nanopartículas de prata,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Geise Ribeiro,,17174,Licenciatura em Química,,Estudo da adsorção de contaminantes ambientais em redes metalorgânicas baseadas em carboxilatos metálicos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,André Aguiar Mendes,,19708,Engenharia de Bioprocessos,,Efeito de biomoléculas com propriedades redutoras na degradação de corantes e de efluente têxtil por processos Fenton,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Marcelo Chuei Matsudo,,20715,Engenharia de Bioprocessos,,Produção de biocombustível de terceira geração à partir de microalga cultivada em efluente industrial,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rodrigo Maximiano Antunes de Almeida,,19805,Engenharia de Controle e Automação,,Desenvolvimento de plataforma embarcada para ensino,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Sandro Metrevelle Marcondes de Lima e Silva,,11609,Engenharia Eletrônica,,Análise de Problemas em Transferência de Calor Usando Problemas Inversos - FAPEMIG,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Henrique Pereira Mello,,19932,Engenharia de Produção,,Proposta de modelo de referência para o processo de desenvolvimento de equipamentos médicos considerando fatores humanos e usabilidade,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Michelle Simões Reboita,,19583,Ciências Atmosféricas,,Estudo e previsão de precipitação e vazão ao longo do Rio Sapucaí que impactam o município de Itajubá - MG,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Arcilan Trevenzoli Assireu,,23594,Ciências Atmosféricas,,Estudo Observacional da camada limite planetária na região de transição terra-água: Implicações para o aproveitamento eólico,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Fabrina Bolzan Martins,,19586,Ciências Atmosféricas,,Impacto das mudanças climáticas nas culturas de clima temperado para Minas Gerais,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Eduardo Sanches da Silva,,27386,Ciência da Computação,,Metodologia de Projeto do Lean Office para Instituição de Ensino Superior Federal - Edital Universal CNPq 2016,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Marcelo Chuei Matsudo,,7283,Engenharia de Bioprocessos,,Produção de Biocombustível de terceira geração a partir de microalga cultivada em efluente industrial,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Geovani Rodrigues,,9456,Engenharia de Materiais,,Recobrimento de ligas metálicas utilizando o processo de cementação em caixa, com haleto ativado.,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Alberto Máximo Pimenta,,10313,Administração,,Observatório de Desenvolvimento e Cultura no Sul de Minas,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Nívea Adriana Dias Pons,,21651,Engenharia Ambiental,,APLICAÇÃO DO NDVI PARA ANÁLISE MULTITEMPORAL DA COBERTURA VEGETAL NO MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAÚ,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,MICHELLE SIMÕES REBOITA,,15885,CIÊNCIAS ATMOSFÉRICAS,,Estudo e previsão de precipitação e vazão ao longo do Rio Sapucaí que impactam o município de Itajubá - MG,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Patricia da Silva Lopes Alexandrino,,21657,Engenharia Mecânica Aeronáutica,,Análise e formulação de problema inverso robusto para a detecção de danos em estruturas por meio de técnicas de identificação de parâmetros, otimização e tomada de decisão Fuzzy,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Cláudia Eliane da Matta,,10685,Engenharia de Computação,,Gestão do conhecimento de conteúdos digitais educacionais da Unifei,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Nívea Adriana Dias Pons,,18127,EHD,,APLICAÇÃO DO NDVI PARA ANÁLISE MULTITEMPORAL DA COBERTURA VEGETAL NO MONUMENTO NATURAL (MONA) ESTADUAL DA PEDRA DO BAÚ,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Estácio Tavares Wanderley Neto,,9059,Engenharia Elétrica,,Aplicação da Ferramenta de Aproximação Vetorial na Modelagem de Transformadores de Distribuição,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rondineli Rodrigues Pereira,,22956,Engenharia Elétrica,,Filtro Ativo de Potência Para Compensação Distrinuída,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Diego Mauricio Yepes Maya,,25375,Engenharia Mecânica,,PROJETO DE REATORES PARA GASEIFICAÇÃO EM LEITO FIXO CO-CORRENTE UTILIZANDO FERRAMENTAS DE DESENHO ASSISTIDO POR COMPUTADOR E DINÂMICA DOS FLUIDOS COMPUTACIONAL (CAD & CFD,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,André Aguiar Mendes,,19719,Engenharia de Bioprocessos,,Efeito de biomoléculas com propriedades redutoras na degradação de corantes e de efluente têxtil por processos Fenton,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Geise Ribeiro,,26087,Química Licenciatura,,Estudo da adsorção de contaminantes ambientais em redes metalorgânicas baseadas em carboxilatos metálicos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Paulo Pereira Junior,,26060,Engenharia Mecânica Aeronáutica,,SIMULAÇÃO DE PROPAGAÇÃO DE ONDAS ULTRASSÔNICAS APLICADAS EM ENSAIOS NÃO DESTRUTIVOS,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Frederico Barros de Sousa,,24421,Química Bacharelado,,Estudo termodinâmico dos processos de inclusão de fármacos em ciclodextrinas e o efeito competitivo de excipientes,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Helcio Francisco Villa Nova,,14993,Engenharia Mecânica-Aeronáutica,,Modelagem Numérica da Equação de Kuramoto-Sivashinsky,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rodrigo Maximiano Antunes de Almeida,,20082,Engenharia Eletrônica,,Desenvolvimento de plataforma embarcada para ensino,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Roger Rodrigues Torres,,19597,Ciências Atmosféricas,,PROJEÇÕES E INCERTEZAS SOBRE MUDANÇAS DE EXTREMOS CLIMÁTICOS NA AMÉRICA DO SUL PARA O FINAL DO SÉCULO XXI,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Antônio Carlos Ancelotti Júnior ,,12347,Engenharia de Materiais ,,Desenvolvimento de ensaios laboratoriais - Análises Térmicas e Reológicas de prepreg aeronáuticos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Marcelo de Paula Corrêa,,19598,Ciências Atmosféricas,,Radiação UV biologicamente ativa: Novas perspectivas no conhecimento de sua interação com componentes da atmosfera a partir de medidas espectrais,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Antonio Carlos Zambroni de Souza,,20043,Engenharia Elétrica,,Estudos de Estabilidade de tensão considerando a inserção de Energias Renováveis,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Fabio Scalco Dias,,20377,Matemática Licenciatura,,Crosscap em Espaço Minkowski e Equações Diferenciais Ordinárias,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Geovani Rodrigues,,9366,Engenharia de Materiais,,Recobrimento de ligas metálicas utilizando o processo de cementação em caixa,  com haleto ativado,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Patricia da Silva Lopes Alexandrino,,20191,Engenharia Mecânica,,Análise e formulação de problema inverso robusto para a detecção de danos em estruturas por meio de técnicas de identificação de parâmetros, otimização e tomada de decisão Fuzzy,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Luiz Antonio Alcântara Pereira,,10753,Engenharia Mecânica,,Modelagem e Simulação Numérica do Movimento de Partículas Utilizando uma Descrição Puramente Lagrangeana: Aplicação em Escoamentos Bifásicos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Renata Neves Penha,,9929,Engenharia de Materiais,,Avaliação da vida em fadiga de um aço avançado de alta resistência submetido ao tratamento de têmpera e partição,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Danilo Henrique Spadoti,,15819,Engenharia Eletrônica,,Desenvolvimento de arranjo de antenas banda-larga assistido por lentes dielétricas,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,HERLANE COSTA CALHEIROS,,5894,engenharia hídrica,,Controle de odores em sistema de esgotamento sanitário,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Daniela Sachs,,6029,Quimica Licenciatura,,Avaliação da aderência microbiana e biofilme formada Candida Albicans e Staphylococcus aureus sobre a liga Ti-30Ta,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Jesús Antonio García Sánchez,,16292,Engenharia Mecânica Aeronáutica,,Simulação do contínuo utilizando estruturas tipo treliças via método dos elementos finitos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Maisa Tonon Bitti Perazzini,,20264,Engenharia Química,,Secagem de Resíduos Sólidos Orgânicos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Isabela Neves Drummond,,24501,Sistemas de Informação,,APRENDIZADO DE MÁQUINA VIA APRENDIZAGEM PROFUNDA (DEEP LEARNING),,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rick Antonio Rischter,,24302,FÍSICA BACHARELADO,,Aplicações da Geometria Algébrica à Filogênese,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Luiz Antonio Alcântara Pereira,,17988,Engenharia Mecânica,,Modelagem e Simulação Numérica do Movimento de Partículas Utilizando uma Descrição Puramente Lagrangeana,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG, Arcilan Trevenzoli Assireu,,26362,Ciências Atmosféricas,,Avaliação de recursos eólicos em sistemas aquácos por plataformas ?utuantes estabilizadas ,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rafael de Carvalho Miranda,,11419,Engenharia de Computação,,Utilização de Métodos de Metamodelagem para resolução de Problemas Complexos em Otimização via Simulação,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Paloma Alinne Alves Rodrigues Ruas,,15839,Ciências Biológicas Licenciatura,,Ensino de ciência inclusivo na formação de professores,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Angelo José Junqueira Rezek,,15667,Engenharia Hídrica,,Chopper Transistorizado para Acionamento de Carrinho Transportador, utilizando Motor de Corrente Contínua de Imã Permanente,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Ana Lúcia Fernandes de Lima e Silva,,18209,Engenharia Mecânica,,Modelagem Numérica da Transfer~encia de Calor em Dissipadores e de Sistemas Bifásicos Microfluídicos,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Rogério José da Silva,,20204,Engenharia Mecânica,,Monitoramento e Diagnóstico de Centrais Nucleares com Reatores PWR com a utilização da Ferramenta de Análise Exergética dos Sistemas de Operação,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Ana Lúcia Fernandes de Lima e Silva,,11361,Engenharia mecânica,,MODELAGEM NUMÉRICA DA TRANSFERÊNCIA DE CALOR EM DISSIPADORES E DE SISTEMAS BIFÁSICOS MICROFLUÍDICOS,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Eduardo Henrique Silva Bittencourt,,21546,Física Bacharelado,,Proposta experimental de um buraco de minhoca dinâmico análogo em meios materiais não-lineares,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Antonio Augusto Araújo Pinto da Silva,,22935,Engenharia Mecânica,,Estudo experimental e modelagem termodinâmica dos sistemas ternários: Nb-V-Zr e Ti-V-Zr,,,
Sim,Não,PIBIC,03/2018 a 02/2019,FAPEMIG,Anderson Paulo de Paiva,,2016001059,Engenharia Mecânica Bacharelado,,Método de Otimização por interseção normal à fronteira para escores fatoriais rotacionados ,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,MARLI LUIZA TEBALDI,,19249,EMT,,Estudos in vitro de sistemas poliméricos remotamente ativados,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Fabrício Vieira de Andrade,,19252,EMT,,Preparação e caracterização de semicondutores de óxido de nióbio dopados com metais de transição, para aplicação em fotocatálise ambiental,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Henrique da Silveira,,8957,ECO,,Projeto - 02/2015 - Bioinformática estrutural de proteínas: modelos algoritmos e aplicações biotecnológicas,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Daniel Crístian Ferreira Soares,,19355,ESS,,LIPOSSOMAS MULTIFUNCIONAIS: ESTRATÉGIA TERAPÊUTICA SELETIVA DO CANCER ATRAVÉS DA TÉCNICA DE HIPERTERMIA MAGNÉTICA FLUIDA,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,SÉRGIO PACÍFICO SONCIM,,7279,EMB,,Estudo da viabilidade técnica de utilização do rejeito de flotação de minério de ferro em pavimentos rodoviários,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Fabrício Vieira de Andrade,,23367,ESS,,Preparação e caracterização de semicondutores de óxido de nióbio dopados com metais de transição, para aplicação em fotocatálise ambiental.,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Rubén Alexis Miranda Carillo,,13192,EME,,Estudo mecânico e dimensionamento de turbinas hidráulicas tipo bulbo.,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Dalton Martini Colombo,,18894,ECA,,Transmissão de Energia sem fio: Caso de estudo com projeto de chip,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Eliane Maria Vieira,,18858,EAM,,Análise da fragilidade ambiental da Bacia do Rio Piracicaba, com foco na susceptibilidade à desertificação.,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Leonardo Ferreira Reis,,14355,ESS,,Análise das condições de trabalho no processo de produção de algodão baseado na agricultura familiar na região norte de Minas Gerais,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Fernanda Rodrigues da Silva,,18329,EEL,,Estudo da influência de metasuperfícies para a melhoria do desempenho de antenas de microfitas.,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Guilherme Oliveira Siqueira,,12844,EMT,,Estudo da influência das variáveis de síntese via precipitação e hidrotérmica sobre as propriedades dos semicondutores nanoparticulados ZnS, TiO2 e Nb2O5 visando aplicação ambiental,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,SÉRGIO PACÍFICO SONCIM,,18647,EMB,,Estudo da viabilidade técnica de utilização do rejeito de flotação de minério de ferro em pavimentos rodoviários,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Henrique da Silveira,,17129,ECO,,Projeto - 02/2015 - Bioinformática estrutural de proteínas: modelos algoritmos e aplicações biotecnológicas,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Ricardo Luiz Perez Teixeira,,19267,EMT,,Estudo da substituição parcial de agregado por PET em concreto para fabricação de pisos intertravados,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Rogério Fernandes Brito,,7033,EME,,ANALISE NUMERICA DA INFLUENCIA TERMICA DOS REVESTIMENTOS EM FERRAMENTAS DE CORTE USANDO PROBLEMAS INVERSOS,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Cláudio Ernani Martins Oliveira,,20772,EMB,,Análise e otimização do sistema de caronas utilizado na UNIFEI Campus Itabira,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Sandro Carvalho Izidoro,,11456,EEL,,GASS-WEB 2.0,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Francisco Moura Filho,,13467,EMT,,Desenvolvimento de filmes Finos de CaCuTi3O12 modificados com Zr/Nb visando aplicação em memorias resistivas de acesso Aleatório,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Daniel Crístian Ferreira Soares,,22494,ESS,,LIPOSSOMAS MULTIFUNCIONAIS: ESTRATÉGIA TERAPÊUTICA SELETIVA DO CANCER ATRAVÉS DA TÉCNICA DE HIPERTERMIA MAGNÉTICA FLUIDA,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,José Carlos de Lacerda,,9482,EMT,,Concepção e desenvolvimento de dispositivo para realização de ensaios de corrosão sob tensão,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Aurélio Luiz Magalhães Coelho,,18429,EEL,,Avaliação dos efeitos da inserção de dispositivos FACTS em estudos de estabilidade e proteção de geradores síncronos,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Juliano de Almeida Monte-Mor,,25583,ECO,,Cidades do Futuro,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Carlos Eymel Campos Rodriguez,,23000,EME,,Recuperação de Calor Residual na Indústria do Cimento para co-geração a partir do Ciclo Kalina,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Giovani Bernardes Vitor,,24871,EMB,,Automação Inteligente no processo de produção do Café,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Andreza de Sousa Andrada,,14589,EME,,Padronização de ensaios mecânicos necessários para obtenção de parâmetros a serem utilizados em análise de confiabilidade estrutural de materiais compósitos laminados.,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Diogo Leonardo Ferreira da Silva,,13561,ECA,,Uma investigação e comparação entre estratégias de controle robusto aplicadas a sistemas não lineares.,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,José Carlos de Lacerda,,24771,EMT,,Concepção e desenvolvimento de dispositivo para realização de ensaios de corrosão sob tensão,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Raoni Rocha Simões,,13076,ESS,,Ergonomia e Gestão do Conhecimento no Projeto BAJA,,,
Não,Sim,PIBIC,03/2018 a 02/2019,FAPEMIG,Urbano Miguel Tafur Tanta,,25113,EEL,,Propriedades de dióxido de titânio dopados com ions magnéticos.,,,
Não,Sim,PIBIC,03/2018 a 12/2018,FAPEMIG,Ernesto Soares de Freitas Neto,,5905,EMT,,Nanocristais semicondutores aplicados na construção de células solares e biossensores de antígenos de hepatite tipo B e C,,,
Não,Sim,PIBIC,03/2018 a 11/2018,FAPEMIG,Ariel Rodrigues Arias,,6997,EMB,,Avaliação do comportamento a fadiga de soldas da alma de vigas casteladas sob carregamento cisalhante.,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Daniel Thomazini,,21895,Engenharia de Materiais,,Cera?micas termoele?tricas de Ca3Co4O9 sinterizadas a? frio,,,
Sim,Não,PIBIC,08/2018 a 07/2019,CNPq,Danilo Henrique Spadoti,,22358,Eng. Elétrica,,Desenvolvimento de arranjos de antenas banda larga assistida por lentes dielétricas,,,
