Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
23088.017507/2019-01;2019;Certificação e ensaios de produtos de tecnologia da Informação e Telecomunicação;JOSE CARLOS GRILO RODRIGUES;ISEE;01/09/19;31/08/20;Não;R$ 143.619,54;
23088.004131/2016-14;2016;A formação de Professor (a)es em serviço e a Educação Financeira para Aluno (a)s do ensino médio em escolas públicas de Itajubá/MG;JOSÉ GILBERTO DA SILVA;IESTI;15/03/16;15/03/17;Sim;R$ 0,00;R$ 0,00
23088.012334/2019-27;2019;Projeto EcoVeículo;JOSE HAMILTON CHAVES GORGULHO JUNIOR;IEPG;01/01/19;31/12/19;Não;R$ 0,00;R$ 0,00
23088.001206/2016-13;2016;Eco-Veículo;JOSÉ HAMILTON CHAVES GORGULHO JÚNIOR;IEPG;01/01/16;31/12/16;Sim;R$ 0,00;R$ 0,00
23088.003437/2017-34;2017;Ecoveículo;JOSÉ HAMILTON CHAVES GORGULHO JÚNIOR;IEPG;01/01/17;31/12/17;Sim;R$ 73.500,00;R$ 56.500,00
23088.024393/2017-86;2018;Ecoveículo;JOSÉ HAMILTON CHAVES GORGULHO JÚNIOR;IEPG;01/01/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23088.012830/2019-81;2019;Semana de Engenharia de Produção - SEMEPRO;JOSÉ LEONARDO NORONHA;IEPG;01/07/19;30/10/19;Não;R$ 1.379,30;
23088.018803/2018-31;2018;Semana de Engenharia de Produção - SEMEPRO;JOSÉ LEONARDO NORONHA;IEPG;20/08/18;30/09/18;Sim;R$ 0,00;R$ 0,00
23088.015051/2017-75;2017;Participação no curso de curta durtação - QPSE - Qualidade de Energia Elétrica;JOSÉ MARIA DE CARVALHO FILHO;ISEE;13/03/17;17/03/17;Sim;R$ 12.995,66;R$ 51.865,00
23088.017375/2016-67;2016;Prestação de Consultoria em Qualidade de Energia Elétrica;JOSÉ MARIA DE CARVALHO FILHO;ISEE;26/09/16;22/12/17;Sim;R$ 32.731,50;R$ 32.731,50
23088.018660/2016-03;2016;Consultoria em Engenharia Elétrica na Área de Subestações de Distribuição.;JOSÉ MARIA DE CARVALHO FILHO;ISEE;20/10/16;23/03/17;Sim;R$ 48.300,00;R$ 51.865,00
23088.025245/2018-60;2018;Participação no curso de Curta Duração em Seletividade e Coordenação de Proteção em Sistemas Industriais ;JOSÉ MARIA DE CARVALHO FILHO;ISEE;03/12/18;02/12/19;Não;R$ 10.862,02;
23088.026064/2018-51;2019;Estudo experimental sobre a transferência de calor por ebulição convectiva interna em tubos de aço durante o processo de têmpera;JUAN JOSE GARCIA PABON;IEM;01/04/19;30/03/20;Não;R$ 21.195,00;
23088.002223/2018-21;2018;PROJETO CHEETAH E-RACING DE FÓRMULA SAE ELÉTRICO;JULIANA CAMINHA NORONHA;IEPG;30/01/18;29/01/19;Sim;R$ 0,00;R$ 0,00
23088.003333/2017-20;2017;PROJETO CHEETAH E-RACING DE FÓRMULA SAE ELÉTRICO;JULIANA CAMINHA NORONHA;IEPG;23/02/17;30/01/18;Sim;R$ 0,00;
23088.003435/2017-45;2017;Ex Machina;JULIANA CAMINHA NORONHA;IEPG;01/01/17;31/12/17;Sim;R$ 0,00;
23088.006112/2019-75;2019;Cheetah e-Racing;JULIANA CAMINHA NORONHA;IEPG;30/01/19;30/01/20;Não;R$ 10.000,00;
23088.006945/2018-55;2018;Coleta Seletiva - Campanha de Conscientização e Enganjamento do cidadão Itajubense;JULIANA CAMINHA NORONHA;IEPG;19/03/18;20/12/18;Sim;R$ 0,00;R$ 0,00
23088.007758/2018-99;2018;Curso de Google Apps;JULIANA CAMINHA NORONHA;IEPG;29/03/18;29/03/18;Sim;R$ 0,00;R$ 0,00
23088.010253/2019-92;2019;Maker Hacklab;JULIANA CAMINHA NORONHA;IEPG;25/05/19;02/06/19;Não;R$ 5.742,80;
23088.013484/2019-58;2019;Startup Weekend Maker;JULIANA CAMINHA NORONHA;IEPG;30/08/19;01/09/19;Não;R$ 41.000,00;
23088.015273/2019-50;2019;Projeto de Pré-Aceleração Impulso;JULIANA CAMINHA NORONHA;IEPG;31/08/19;29/05/20;Não;R$ 0,00;R$ 0,00
23088.015274/2019-02;2019;Projeto Pré-Aceleração LAB001;JULIANA CAMINHA NORONHA;IEPG;31/08/19;30/05/20;Não;R$ 0,00;R$ 0,00
23088.019978/2019-46;2019;Space Apps Challange - Hackathon Nasa;JULIANA CAMINHA NORONHA;IEPG;18/10/19;20/10/19;Não;R$ 0,00;R$ 0,00
CR009-2018;2018;Formação para Busca de Anterioridade;JULIANA CAMINHA NORONHA;IEPG;13/11/18;13/11/18;Sim;R$ 0,00;R$ 0,00
CR010-2018;2018;Propriedade Intelectual for Noobs;JULIANA CAMINHA NORONHA;IEPG;13/11/18;13/11/18;Sim;R$ 0,00;R$ 0,00
EV001-2018;2018;"Seminário ""Propriedade Intelectual for Noobs""";JULIANA CAMINHA NORONHA;IEPG;02/04/18;04/04/18;Sim;R$ 0,00;R$ 0,00
EV006-2018;2018;Maker Hacklab;JULIANA CAMINHA NORONHA;IEPG;19/05/18;27/05/18;Sim;R$ 0,00;R$ 0,00
EV013-2018;2018;Startup Weekend Maker UNIFEI;JULIANA CAMINHA NORONHA;IEPG;31/08/18;02/09/18;Sim;R$ 0,00;R$ 0,00
23088.005037/2019-25;2019;Conexão dos Saberes;JULIANA ESTACIO RIOS;IEPG;12/03/19;31/12/19;Não;R$ 10.000,00;
EV001-2019;2019;Feedback;JULIANA ESTACIO RIOS;IEPG;12/02/19;12/02/19;Sim;R$ 0,00;R$ 0,00
EV006-2019;2019;I Workshop IEPG - Metodologias Inovadoras no Ensino-Aprendizagem;JULIANA ESTACIO RIOS;IEPG;01/08/19;02/08/19;Sim;R$ 0,00;R$ 0,00
PJ005-2018;2018;A satisfação no trabalho dos colaboradores do IEPG;JULIANA ESTACIO RIOS;IEPG;13/11/18;20/12/18;Sim;R$ 0,00;R$ 0,00
PJ006-2018;2018;A satisfação no trabalho dos Trabalhadores em Educação da Universidade Federal de Itajubá;JULIANA ESTACIO RIOS;IEPG;14/11/18;16/11/18;Sim;R$ 0,00;R$ 0,00
PJ007-2019;2019;Prática em Recrutamento e Seleção;JULIANA ESTACIO RIOS;IEPG;21/05/19;13/06/19;Sim;R$ 0,00;R$ 0,00
CR005-2019;2019;Planejamento de Carreira;JULIANA ESTÁCIO RIOS;IEPG;08/05/19;08/05/19;Não;R$ 0,00;R$ 0,00
EV001-2019;2019;Feedback;JULIANA ESTÁCIO RIOS;IEPG;12/02/19;12/02/19;Sim;R$ 0,00;R$ 0,00
23088.005994/2019-51;2019;Ciência Aberta: Eventos científicos para a comunidade;JULIANA FEDOCE LOPES;IFQ;06/03/19;31/12/19;Não;R$ 8.200,00;
23088.006406/2018-16;2018;Pint of Science Festival da Ciência;JULIANA FEDOCE LOPES;IFQ;19/03/18;31/12/18;Sim;R$ 8.500,00;
23088.006911/2019-41;2019;Tecnologias Emergentes a serviço da aprendizagem;JULIANA MARIA SAMPAIO FURLANI;IFQ;01/05/19;30/12/19;Não;R$ 9.600,00;
23499.000539/2017-66;2018;Equipe de desenvolvimento de jogos eletronicos;juliano de almeida monte mor ;Itabira;25/04/17;24/04/18;Sim;R$ 0,00;R$ 0,00
23499.000280/2019-15;2019;Equipe de Robótica Drumonsters;JULIANO DE ALMEIDA MONTE-MOR;ICT;15/02/19;14/02/20;Não;R$ 0,00;R$ 0,00
23499.000281/2017-06;2017;Equipe de Robótica Drumonsters;JULIANO DE ALMEIDA MONTE-MOR;ICT;01/01/17;31/12/18;Sim;R$ 10.000,00;R$ 10.000,00
23499.000528/2019-48;2019;Batuca Bethânia;JULIANO DE ALMEIDA MONTE-MOR;ICT;28/03/19;31/12/19;Não;R$ 10.000,00;
23499.000954/2017-10;2018;4º Arte - Festival de Inverno de Itabira;JULIANO DE ALMEIDA MONTE-MOR;Itabira;16/07/17;30/07/17;Sim;R$ 0,00;R$ 0,00
23499.001346/2018-11;2018;Bateria Calangodum;JULIANO DE ALMEIDA MONTE-MOR;Itabira;01/10/18;30/09/19;Não;R$ 0,00;R$ 0,00
23499.001347/2018-58;2018;Escalango - Montanhismo UNIFEI;JULIANO DE ALMEIDA MONTE-MOR;Itabira;01/10/18;30/09/19;Não;R$ 0,00;R$ 0,00
23499.001449/2016-10;2018;Montanhismo Unifei;JULIANO DE ALMEIDA MONTE-MOR;Itabira;01/04/17;31/12/17;Sim;R$ 0,00;R$ 0,00
23088.012104/2018-87;2018;XIII Encontro Regional de Catálise: Minas Gerais, Paraná e São Paulo;KARINA ARRUDA ALMEIDA;IRN;14/06/18;14/11/18;Não;R$ 0,00;R$ 0,00
23088.001094/2018-54;2018;BENEFÍCIOS E POTENCIAIS RISCOS DE PLANTAS ORNAMENTAIS EM AMBIENTES ESCOLARES;KATIÚCIA DIAS FERNANDES;IRN;01/06/16;23/10/17;Sim;R$ 0,00;R$ 0,00
23088.001666/2016-33;2016;Exercícios de reabilitação labiríntica;KLEBER GONÇALVES LEÃO;Aposentado;02/03/16;29/06/16;Sim;R$ 0,00;R$ 0,00
23088.001684/2016-15;2016;Escolinha de Futebol;KLEBER GONÇALVES LEÃO;Aposentado;12/03/16;25/06/16;Sim;R$ 0,00;R$ 0,00
23088.001688/2016-01;2016;Temas esportivos para universitários da Unifei;KLEBER GONÇALVES LEÃO;Aposentado;02/03/16;29/06/16;Sim;R$ 0,00;R$ 0,00
23088.001689/2016-48;2016;Alongamento e Ginastica Geral;KLEBER GONÇALVES LEÃO;Aposentado;02/03/16;29/06/16;Sim;R$ 0,00;R$ 0,00
23088.011566/2019-68;2019;XIV Job Shop;LAUREN FERREIRA COLVARA;IEPG;22/08/19;23/08/19;Não;R$ 0,00;R$ 0,00
CR008-2018;2018;ANÁLISE BIBLIOMÉTRICA: A PRODUÇÃO CIENTÍFICA DE PERIÓDICO DA ÁREA INTERDISCIPLINAR;LAUREN FERREIRA COLVARA;IEPG;16/08/18;16/08/18;Sim;R$ 0,00;R$ 0,00
EV010-2018;2018;XIII Job Shop - feira de carreira e recrutamento da UNIFEI;LAUREN FERREIRA COLVARA;IEPG;16/08/18;24/08/18;Sim;R$ 0,00;R$ 0,00
23088.004292/2016-16;2016;Seminarios GIFT;LEANDRO GUSTAVO GOMES;IMC;16/03/16;09/11/16;Sim;R$ 0,00;R$ 0,00
23088.004308/2016-82;2016;Seminarios GIFT;LEANDRO GUSTAVO GOMES;IMC;07/03/16;30/05/16;Sim;R$ 0,00;R$ 0,00
23088.005949/2017-35;2017;Minicursos PMAT 2017;LEANDRO GUSTAVO GOMES;IMC;24/04/17;27/10/17;Sim;R$ 0,00;
23088.012216/2016-76;2016;Seminários GMAT2016/2;LEANDRO GUSTAVO GOMES;IMC;04/08/16;31/11/16;Sim;R$ 0,00;R$ 0,00
23088.004829/2019-82;2019;"Projeto ""Intervindo para incluir: Alfabetização Digital de Jovens e Adultos (EJA)";LEANDRO LOPES TRINDADE;IEPG;05/04/19;27/09/19;Não;R$ 0,00;R$ 0,00
23499.000811/2019-70;2019;Iron Racers de Fórmula SAE 2019;LEONARDO ALBERGARIA OLIVEIRA;IEI;14/05/19;31/12/19;Não;R$ 10.000,00;
23088.007973/2019-71;2019;Fundação Asimo;LEONARDO BRESEGHELLO ZOCCAL;IESTI;17/04/19;31/12/19;Não;R$ 6.797,49;
23088.021972/2017-77;2017;Fundação Robok;LEONARDO BRESEGHELLO ZOCCAL;IESTI;30/10/17;30/10/18;Sim;R$ 0,00;R$ 0,00
23088.025393/2018-84;2018;Fundação Asimo;LEONARDO BRESEGHELLO ZOCCAL;IESTI;30/12/18;30/12/19;Não;R$ 0,00;R$ 0,00
23499.000259/2018-39;2018;Curso de Prevenção Respiratória;LEONARDO FERREIRA REIS;Itabira;26/02/18;08/03/18;Sim;R$ 0,00;R$ 0,00
23499.000404/2018-81;2018;Observatório de conflitos rurais do alto e médio Rio Doce (MG);LEONARDO FERREIRA REIS;Itabira;27/03/18;29/02/19;Sim;R$ 0,00;R$ 0,00
23499.000761/2018-40;2018;Análise das condições de trabalho na produção de algodão em Catuti MG;LEONARDO FERREIRA REIS;Itabira;11/06/18;15/06/18;Sim;R$ 0,00;R$ 0,00
23499.000981/2017-92;2018;Liga Estudantil de Empreendedorismo & Negócios;LILIAM CAMPOS;Itabira;21/07/17;01/12/17;Sim;R$ 0,00;R$ 0,00
23499.000376/2018-01;2018;Star Up Weekend Maker 2018;LILIAN BARROS PEREIRA CAMPOS;Itabira;01/12/18;15/04/19;Sim;R$ 0,00;R$ 0,00
23499.000670/2019-95;2019;TEDxItabira;LILIAN BARROS PEREIRA CAMPOS;ITABIRA;15/02/19;15/04/19;Não;R$ 0,00;R$ 0,00
23499.001750/2018-87;2018;Programa de fomento ao empreendedorismo - Belmont Lab;LILIAN BARROS PEREIRA CAMPOS;Itabira;19/10/18;19/10/19;Não;R$ 0,00;R$ 0,00
23499.000381/2018-13;2018;Liga Estudantil de Empreendedorismo & negócios (LESTE&Negócios);LILIAN CAMPOS;Itabira;19/03/18;30/06/18;Sim;R$ 0,00;R$ 0,00
23499.001202/2018-57;2018;Liga Estudantil de Empreendedorismo & Negócios (Leste & Negócios);LILIAN CAMPOS;Itabira;10/08/18;03/12/18;Não;R$ 0,00;R$ 0,00
23499.000568/2017-28;2019;VI Seminário de Saúde e Segurança - VI SEMSSEG;LINDOMAR MATIAS GONÇALVES;Itabira;15/05/17;15/09/17;Sim;R$ 0,00;R$ 0,00
23499.000855/2019-08;2019;Forró do Lindo;LINDOMAR MATIAS GONÇALVES;ICPA;01/05/19;01/12/19;Não;R$ 0,00;R$ 0,00
23088.0010826/2017-16;2017;Projetos de Engenharia de Produção;LOURIVAL J MENDES NETO;IEM;20/02/17;14/07/17;Sim;R$ 0,00;
23088.008929/2018-05;2018;Projetos de Engenharia de Produção;LOURIVAL JORGE MENDES NETO;IEM;26/02/18;29/06/18;Sim;R$ 0,00;R$ 0,00
23088.018544/2017-67;2017;Projetos de Engenharia de Produção;LOURIVAL JORGE MENDES NETO;IEM;31/07/17;01/12/17;Sim;R$ 0,00;R$ 0,00
23088.019391/2017-75;2017;Workshop Projeto Semestral 2017;LOURIVAL JORGE MENDES NETO;IEM;15/10/17;04/12/17;Não;R$ 2.000,00;
23088.023239/2018-78;2018;WorkShop Projeto Semestral unifei 2018;LOURIVAL JORGE MENDES NETO;IEM;20/10/18;20/11/18;Sim;R$ 0,00;R$ 0,00
23499.001401/2018-65;2018;Saúde e Segurança para todos;LUCIANA DE MELO GOMIDES;Itabira;30/10/18;30/10/19;Não;R$ 0,00;R$ 0,00
23088.008473/2016-11;2016;III Semana dos Recursos Energéticos;LUCILENE DE OLIVEIRA RODRIGUES;IEM;31/05/16;03/06/16;Sim;R$ 0,00;R$ 0,00
23088.008628/2018-73;2018;Tecnicas de Deep Learning;LUIZ EDUARDO BORGES DA SILVA;IESTI;21/05/18;13/06/18;Sim;R$ 0,00;R$ 0,00
23088.016082/2018-24;2018;Técnicas de Deep Learning - DL 101;LUIZ EDUARDO BORGES DA SILVA;IESTI;20/08/18;24/08/18;Sim;R$ 0,00;R$ 0,00
23088.016875/2017-62;2017;Desenvolvimento de uma estrutura para testes no Sistemas de controle de um equipamento multinível para mitigação harmônica;LUIZ EDUARDO BORGES DA SILVA;IESTI;01/09/17;30/04/18;Sim;R$ 57.600,00;R$ 50.400,00
23088.016914/2017-21;2017;Simulação da Introdução de um equipamento Série em Sistemas de Distribuição;LUIZ EDUARDO BORGES DA SILVA;IESTI;01/09/17;30/04/18;Sim;R$ 57.600,00;R$ 50.400,00
23088.004242/2017-10;2017;Centro de Estudantes Voluntários Amigos de Itajubá;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;01/03/17;30/12/17;Sim;R$ 0,00;
23088.004807/2017-51;2017;Time ENACTUS - Entrepreneurial ACTion Us;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;20/03/17;31/12/17;Sim;R$ 0,00;
23088.005254/2016-72;2016;Empreendedorismo e educação financeira aos Aluno (a)s (ensino médio) da rede publica no municipio de Itajubá;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;01/03/16;31/12/16;Sim;R$ 0,00;R$ 0,00
23088.005962/2019-56;2019;Time Enactus Unifei Itajubá;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;22/03/19;30/12/19;Não;R$ 10.000,00;
23088.006782/2019-91;2019;Centro de Estudantes Voluntários Amigos de Itajubá;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;11/02/19;30/12/19;Não;R$ 0,00;R$ 0,00
23088.007656/2018-73;2018;Time Enactus - Entrepreneurial Action Us;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;05/02/18;30/12/18;Sim;R$ 0,00;R$ 0,00
23088.007657/2018-18;2018;EMPREENDEDORISMO SOCIOAMBIENTAL E DESENVOLVIMENTO REGIONAL SUSTENTÁVEL COM BASE NA PRODUÇÃO DE PRODUTOS ORGÂNICOS;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;05/02/18;30/12/18;Sim;R$ 0,00;R$ 0,00
23088.007963/2017-73;2017;Empreendedorismo socioambiental e desenvolvimento regional sustentável com base na produção de produtos orgânicos;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;01/03/17;30/12/17;Sim;R$ 0,00;
23088.010038/2019-91;2019;Semana de investimento ao voluntário ;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;20/05/19;25/05/19;Não;R$ 0,00;R$ 0,00
23088.011423/2019-56;2019;Revitalizar - CIEM Desembargador Francisco Pereira Rosa;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;08/06/19;09/06/19;Não;R$ 0,00;R$ 0,00
23088.011427/2019-34;2019;T.R.E.M IV - Treinamento Regional das Enactus Mineiras;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;26/10/19;27/10/19;Não;R$ 0,00;R$ 0,00
23088.012097/2016-51;2016;Centro de Estudantes Voluntários Amigos de Itajubá - CEVAI;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;01/03/16;30/12/16;Sim;R$ 0,00;R$ 0,00
23088.012345/2018-26;2018;Centro de Estudantes voluntários Amigos de Itajubá;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;01/02/18;30/12/18;Sim;R$ 0,00;R$ 0,00
23088.012557/2019-94;2019;Excel minicurso - Aplicado à administração;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;08/06/19;09/06/19;Sim;R$ 0,00;R$ 0,00
23088.015043/2018-18;2018;"I Simpósio do Mestrado Profissional em Administração - MPA ""Oportunidades e Tendências para o mestrado profissional""";LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;30/07/18;31/07/18;Sim;R$ 3.544,80;R$ 3.544,80
23088.017967/2016-89;2016;Empreendedorismo socioambiental e desenvolvimento regional sustentável com base na produção de produtos orgânicos;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;01/02/16;30/12/16;Sim;R$ 0,00;R$ 0,00
23088.017969/2016-78;2016;Empreendedor Social - Novas Tendências;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;20/10/16;20/10/16;Sim;R$ 0,00;R$ 0,00
23088.017972/2016-91;2016;Inovação e Tendencias de Mercado - Oportunidades no Agronegócio Brasileiro;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;21/10/16;21/10/16;Sim;R$ 0,00;R$ 0,00
23088.018999/2019-44;2019;TreinaMembros - ENACTUS - Noções básicas de planilha eletrônica;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;21/09/19;21/09/19;Não;R$ 0,00;R$ 0,00
23088.019159/2018-18;2018;TreinaMembros - Entrepreneurial ACTion Us;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;25/08/18;25/08/18;Sim;R$ 0,00;R$ 0,00
23088.024883/2018-63;2019;Semana de investimento ao voluntário ;LUIZ EUGÊNIO VENEZIANI PASIN;IEPG;17/09/18;22/09/18;Sim;R$ 0,00;R$ 0,00
23499.000323/2019-62;2019;VI Semana da Engenharia Elétrica, Automação e Controle (VI SEEAC);LUIZ FELIPE PUGLIESE ;ICT;08/04/19;09/09/19;Sim;R$ 0,00;R$ 0,00
23088.005780/2019-85;2019;Plano diretor e Promoção da Sáude: Intersecções e interações;LUIZ FELIPE SILVA;IRN;06/03/19;31/12/19;Não;R$ 10.000,00;
23088.006945/2017-74;2017;II Jornada Universitária em Defesa da Reforma Agrária (JURA);LUIZ FELIPE SILVA;IRN;03/05/17;03/05/17;Sim;R$ 0,00;
23088.007751/2016-13;2016;1ª Jornada Universitária em defesa da Reforma Agrária;LUIZ FELIPE SILVA;IRN;11/05/16;11/05/16;Sim;R$ 0,00;R$ 0,00
23088.007829/2017-40;2017;Semeadura do diálogo entre engenharia e agroecologia: Escola Livre de Agroecologia e Sociedade (ELAS) em Pedralva;LUIZ FELIPE SILVA;IRN;05/05/17;31/12/17;Sim;R$ 10.000,00;
23088.008428/2019-00;2019;III Jornada Universitária em Defesa da Reforma Agrária;LUIZ FELIPE SILVA;IRN;08/05/19;08/05/19;Não;R$ 0,00;R$ 0,00
23088.010850/2017-55;2017;ENEDS -  Encontro Nacional de Engenharia e Desenvolvimento Social;LUIZ FELIPE SILVA;IRN;17/10/17;20/10/17;Sim;R$ 56.127,00;R$ 0,00
23088.017444/2016-32;2016;Projeto de Conservação Auditiva em Escola Publicas Municipais para a Prevenção da Perda Auditiva Induzida pelo ruído;LUIZ FELIPE SILVA;IRN;26/09/16;31/03/16;Sim;R$ 0,00;R$ 0,00
23088.002107/2016-41;2016;Equipe Robok - Projeto Acadêmico de Robótica Autônoma;LUIZ LENARTH GABRIEL VERMAAS;IESTI;01/01/16;31/12/16;Sim;R$ 0,00;R$ 0,00
23088.003385/2017-04;2017;ROBOK – Futebol de Robôs;LUIZ LENARTH GABRIEL VERMAAS;IESTI;01/01/17;31/12/17;Sim;R$ 10.000,00;R$ 0,00
23088.005942/2019-85;2019;Robok - Futebol de Robôs Autônomos;LUIZ LENARTH GABRIEL VERMAAS;IESTI;01/01/19;31/12/19;Não;R$ 10.000,00;
23088.006812/2018-89;2018;Robok - Futebol de Robos;LUIZ LENARTH GABRIEL VERMAAS;IESTI;01/01/18;31/12/18;Sim;R$ 0,00;R$ 0,00
23499.001317/2018-41;2018;Setembro Amarelo na UNIFEI - Campus Itabira;MARCELLE NUNES ARAÚJO;Itabira;13/09/18;30/10/18;Sim;R$ 0,00;R$ 0,00
23499.002186/2018-10;2019;Oficinas Temáticas: Desafios do Cotidiano;MARCELLE NUNES ARAÚJO;CGP;01/02/19;30/06/19;Não;R$ 0,00;R$ 0,00
23088.021104/2017-97;2017;Vivência em laboratório de microbiologia voltada para estudantes de nível técnico;MARCELO CHUEI MATSUDO;IRN;01/11/17;10/11/17;Sim;R$ 0,00;R$ 0,00
23088.006489/2017-62;2017;IV Seminário de Recursos Naturais;MARCELO DE PAULA CORRÊA;IRN;07/08/17;11/08/17;Sim;R$ 0,00;
23088.008224/2019-61;2019;Entendendo fatores climáticos e sua relação com a proteção solar;MARCELO DE PAULA CORRÊA;IRN;23/04/19;25/04/19;Sim;R$ 0,00;R$ 0,00
23088.008417/2018-31;2018;Mídia em Meteorologia;MARCELO DE PAULA CORRÊA;IRN;01/03/18;30/06/18;Sim;R$ 0,00;R$ 0,00
23088.014473/2019-95;2019;Simpósio AEHA - Acuvue Eye Health Advisor 2019;MARCELO DE PAULA CORRÊA;IRN;01/08/19;30/08/19;Não;R$ 3.500,00;
23088.014474/2019-30;2019;Palestra sobre o artigo de proteção UV e visão no Advisory Board J&J Vision Care 2019;MARCELO DE PAULA CORRÊA;IRN;25/07/19;25/08/19;Não;R$ 4.000,00;
23088.014807/2018-40;2018;Participação no comitê de avaliação dos projetos PIPE-FAPESP;MARCELO DE PAULA CORRÊA;IRN;26/07/18;26/07/18;Sim;R$ 555,00;R$ 850,00
23088.015440/2019-62;2019;"Palestra ""Radiação solar no Brasil e seus impactos sobre a saúde da pele e dos cabelos"" no II Seminário sobre Proteção Indoor e Outdoor";MARCELO DE PAULA CORRÊA;IRN;15/08/19;15/08/19;Sim;R$ 0,00;R$ 0,00
23088.015782/2018-00;2018;Um panorama da radiação ultravioleta no Brasil e seus impactor sobre a população;MARCELO DE PAULA CORRÊA;IRN;30/08/18;30/08/18;Sim;R$ 4.500,00;R$ 4.744,44
23088.016250/2018-81;2018;V Seminário de Recursos Naturais;MARCELO DE PAULA CORRÊA;IRN;06/08/18;10/08/18;Sim;R$ 0,00;R$ 0,00
23088.016350/2018-16;2018;Por que Precisamos de fotoproteção diferenciada no Brasil e na América Latina?;MARCELO DE PAULA CORRÊA;IRN;19/09/18;19/09/18;Sim;R$ 0,00;R$ 0,00
23088.017269/2019-26;2019;Elaboração de material/artigo didático sobre radiação UV no Brasil;MARCELO DE PAULA CORRÊA;IRN;26/08/19;26/09/19;Não;R$ 3.400,00;
23088.017273/2019-94;2019;Palestra Luz ultravioleta e luz azul: um mal necessário;MARCELO DE PAULA CORRÊA;IRN;21/09/19;21/09/19;Não;R$ 3.800,00;
23088.018485/2018-16;2018;"Debate-Meio Ambiente e ações globais sobre os problemas gerados pela urbanização; o lixo plástico nos oceanos";MARCELO DE PAULA CORRÊA;IRN;05/09/18;05/09/18;Sim;R$ 0,00;R$ 0,00
23088.018487/2018-05;2018;Fotoproteção com ênfase em luz visível;MARCELO DE PAULA CORRÊA;IRN;25/09/18;25/09/18;Sim;R$ 3.950,00;R$ 4.014,72
23088.018488/2018-41;2018;A Temperatura está aumentando! Por que a defesa de um clima seguro é essencial para a saúde da criança?;MARCELO DE PAULA CORRÊA;IRN;14/09/18;14/09/18;Sim;R$ 0,00;R$ 0,00
23088.019186/2019-71;2019;"Palestra "" A proteção da pele além da Radiação UV: Caracterização de um exposssoma Brasileiro""";MARCELO DE PAULA CORRÊA;IRN;28/09/19;28/09/19;Não;R$ 5.000,00;
23088.020419/2019-89;2019;A importância da fotoproteção em crianças e adolescentes - 39º Congresso Brasileiro de Pediatria;MARCELO DE PAULA CORRÊA;IRN;12/10/19;12/10/19;Não;R$ 0,00;R$ 0,00
23088.023645/2018-31;2018;Palestra sobre efeitos da radiação UV sobre a pela e suas implicações ambientais no evento Scientific Suncare Day;MARCELO DE PAULA CORRÊA;IRN;09/11/18;09/11/18;Sim;R$ 4.400,00;R$ 4.400,00
23088.026940/2018-49;2018;Elaboração de material/artigo didático sobre radiação UV e efeito sobre os olhos;MARCELO DE PAULA CORRÊA;IRN;09/11/19;09/11/18;Sim;R$ 3.450,00;R$ 3.450,00
23088.002662/2019-15;2019;Termogeração Centralizada;MARCELO JOSÉ PIRANI;IEM;11/02/19;10/04/19;Sim;R$ 9.648,00;R$ 13.040,32
23088.025567/2018-17;2018;Termogeração Centralizada;MARCELO JOSÉ PIRANI;IEM;03/12/18;03/03/19;Sim;R$ 19.400,00;R$ 10.126,36
23088.0026553/2018-11;2018;Krakens AUVs;MARCELO SANTIAGO DE SOUSA;IEM;15/12/18;15/12/19;Não;R$ 0,00;R$ 0,00
23088.016604/2016-26;2016;Aplicação da metodologia STAMP para o desenvolvimento de sistemas complexis;MARCELO SANTIAGO DE SOUSA;IEM;09/01/17;27/01/17;Sim;R$ 3.370,00;R$ 0,00
23088.012164/2019-81;2019;I Workshop em Física Experimental da Unifei - I WFEU;MARCELOS LIMA PERES;IFQ;24/06/19;20/09/19;Não;R$ 0,00;R$ 0,00
