Número doprocesso - SIPAC/SIGAA,Ano do registro,Título da atividade,Nome do (a) Coordenador (a),Local de lotação do (a) Coordenador (a),Data de início da atividade,Data de termino da atividade,Relatório Final,Receita (Prevista),Receita (Realizada)
23088.024409/2017-51,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - INSTRUMENTACAO INSDUSTRIAL,EDSON DA COSTA BORTONI,ISEE,16/10/2017,20/10/2017,SIM, R$ -   ," R$ 10.322,56 "
23499.001360/2016-45,2016,CLUBE DE XADREZ,GILBERTO DUARTE CUZZUOL,ICPA,5/10/2016,10/12/2016,SIM, R$ -   , R$ -   
23088.002063/2018-11,2018,BEYOND ROCKET DESING,ANTONIO AUGUSTO ARAUJO PINTO DA SILVA,IRN,1/1/2018,31/12/2018,SIM, R$ -   ," R$ 10.000,00 "
23088.002223/2018-21,2018,PROJETO CHEETAH E-RACING DE FORMULA SAE ELETRICO,JULIANA CAMINHA NORONHA,IEPG,30/1/2018,29/1/2019,SIM, R$ -   , R$ -   
23088.002318/2018-45,2018,DESENVOLVIMENTO DE PESQUISA APLICADA PARA A ELABORACAO DOS ESTUDOS PARA IMPLANTACAO DE UMA NOVA POLICLINICA MUNICIPAL,GERALDO LUCIO TIAGO FILHO,IRN,26/1/2018,26/4/2018,SIM," R$ 45.767,14 "," R$ 41.100,00 "
23088.001813/2018-37,2018,EQUIPE UIRA - PROJETO SAE AERODESING,YOHAN ALI DIAZ MENDEZ,IEM,21/11/2018,30/1/2019,SIM, R$ -   ," R$ 10.000,00 "
23088.023618/2017-87,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE 2017 - GERACAO TERMICA II,OSVALDO JOSE VENTURINI,IEM,6/3/2017,10/3/2017,SIM," R$ 10.158,35 "," R$ 10.158,36 "
23088.024868/2017-34,2017,TESTE DE USABILIDADE PARA EQUIPAMENTO DE TERAPIA A LASER DIODO,ANA PAULA SIQUEIRA SILVA DE ALMEIDA,IESTI,13/12/2017,20/2/2018,SIM," R$ 5.000,00 ", R$ -   
23088.000654/2018-53,2018,PROPOSTA E ANALISE DO GERENCIAMENTO DE RISCO NO SISTEMA DE GESTAO DA QUALIDADE - TRANSICAO DA NORMA NBR ISO 9001:2008 PARA A NBR ISO 9001:2015 - ENFASE NA REDUCAO DE REGISTROS E DOCUMENTACAO POR MEIO DO DESENVOLVIMENTO E IMPLANTACAO DE SISTEMA DE TESTE E RASTREABILIDADE AUTOMATIZADOS PARA AS LINHAS DE PRODUCAO - PARTE DO PROJETO DE PESQUISA MODELO AUTOMATIZADO DE MEDICAO E MONITORAMENTO DO SISTEMA DE GESTAO DA QUALIDADEE RASTREABILIDADE AUTOMATIZADOS PARA AS LINHAS DE PRODUCAO - PARTE DO PROJETO DE PESQUISA MODELO AUTOMATIZADO DE MEDICAO E MONITORAMENTO DO SISTEMA DE GESTAO DA QUALIDADE,CARLOS EDUARDO SANCHES DA SILVA,IEPG,15/1/2018,31/8/2018,SIM," R$ 8.500,00 "," R$ 8.500,00 "
23088.001095/2018-07,2018,OFICINA PILOTO DE ENGENHARIA QUIMICA: INTERACAO COM A REDE PUBLICA DE ENSINO DO MUNICIPIO DE ITAJUBA,HUGO PERAZINNI,IRN,1/2/2018,1/8/2018,SIM, R$ -   , R$ -   
23088.001094/2018-54,2018,BENEFICIOS E POTENCIAIS RISCOS DE PLANTAS ORNAMENTAIS EM AMBIENTES ESCOLARES,KATIUCIA DIAS FERNANDES,IRN,1/6/2016,23/10/2017,SIM, R$ -   , R$ -   
23088.001043/2018-22,2018,ENSAIOS ELETRICOS,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2018,31/06/18,SIM," R$ 51.000,00 "," R$ 50.972,52 "
23088.001178/2018-98,2018,PROJETO ARQUITETONICO E COMPLEMENTARRES PARA EXECUCAO DE OBRA PREDIAL NA PAROQUIA SAO BENEDITO/ITAJUBA-MG,PAULO CESAR GONCALVES,IRN,5/12/2017,30/1/2019,SIM, R$ -   , R$ -   
23088.001528/2018-16,2018,CONTRATO DE REVISAO TECNICA EM LIVRO COM CESSAO DE DIREITOS AUTORAIS,BENEDITO DONIZETI BONATTO,ISEE,1/3/2018,8/11/2018,SIM," R$ 14.652,00 ",
23088.001679/2018-74,2018,COYOTES MOTORACING UNIFEI,PAULO PEREIRA JUNIOR,IEM,1/1/2018,31/12/2018,SIM," R$ 9.268,72 "," R$ 9.268,72 "
23088.001679/2018-74,2018,COYOTES MOTORACING UNIFEI,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,1/1/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.001749/2018-94,2018,CURSO ASSISTENCIAL THEODOMIRO SANTIAGO - CATS,EDMILSON MARMO MOREIRA,IESTI,19/3/2018,14/12/2018,SIM," R$ 5.191,94 ",
23088.00473/2018-27,2018,FISCALIZACAO DE APURACAO DOS INDICADORES DE QUALIDADE DE SERVICO NA CONCESSIONARIA DE DISTRIBUICAO DE ENERGIA ELETRICA - COCEL - UNIFEI ,ROBERTO AKIRA YAMACHITA,ISEE,28/8/2017,31/1/2018,SIM, R$ -   , R$ -   
23088.024393/2017-86,2018,ECOVEICULO,JOSE HAMILTON CHAVES GORGULHO JUNIOR,IEPG,1/1/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.001817/2018-15,2018,AEROESCOLA,JESUS ANTONIO GARCIA SANCHEZ,IEM,1/3/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.001877/2018-38,2018,CURSOS EAD DE CURTA DURACAO,RITA DE CASSIA MAGALHAES TRINDADE STANO,IEPG,29/1/2018,30/7/2018,SIM, R$ -   , R$ -   
23088.002097/2018-13,2018,PROJETO FSAE - EQUIPE CHEETAH RACING,BRUNO SILVA DE SOUSA,IEM,1/1/2018,31/12/2018,SIM," R$ 10.000,00 ",
23088.002197/2018-31,2018,PROJETO BAJA- EQUIPE SACI,DIEGO MAURICIO YEPES MAYA,IEM,1/1/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.002542/2018-37,2018,DESENVOLVIMENTO DE PESQUISA APLICADA PARA A ELABORACAO DE PLANO DIRETOR,GERALDO LUCIO TIAGO FILHO,IRN,1/2/2018,1/2/2019,SIM," R$ 92.220,00 "," R$ 71.770,00 "
23088.019727/2017-08,2017,CHEETAH RACING UNIFEI,BRUNO SILVA DE SOUSA,IEM,1/1/2017,31/12/2017,SIM, R$ -   , R$ -   
23088.001439/2018-70,2018,DESENVOLVIMENTO E APERFEICOAMENTO DE MODULOS DE RADIO PARA INTERNET DAS COISAS,DANILO HENRIQUE SPADOTI,IESTI,23/1/2018,30/5/2019,SIM," R$ 12.000,00 "," R$ 22.937,29 "
23088.001195/2018-25,2018,ENSAIOS ELETRICOS EM TRANSFORMADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2018,31/12/2018,SIM," R$ 225.600,00 "," R$ 16.209,25 "
23088.002669/2018-56,2018,PARTICIPACAO NO CURSO DE CURTA DURACAO - INSTRUMENTO DE MEDICAO E CALIBRACAO,EDSON DA COSTA BORTONI,ISEE,19/9/2017,20/9/2017,NÃO," R$ 12.222,55 "," R$ 12.222,55 "
23499.000431/2017-73,2018,LOTS AERODESING,RUBEN ALEXIS MIRANDA CARRILHO,ITABIRA,10/4/2017,1/9/2017,SIM, R$ -   , R$ -   
23499.001031/2017-85,2018,CURSO PREPARATORIO PARA ENEM,EVANDRO AUGUSTO DE MORAIS,ITABIRA,14/8/2017,3/12/2017,SIM, R$ -   , R$ -   
23499.001071/2017-27,2018,SEMECO - SEMANA DA ENGENHARIA DE COMPUTACAO,WALTER AOIAMA NAGAI,ITABIRA,15/5/2017,1/9/2017,SIM, R$ -   , R$ -   
23499.001087/2017-30,2018,PRODUCAO DE MATERIAL DIDATICO SOBRE CARLOS DRUMOND PARA EDUCACAO BASICA,RICARDO SHITSUKA,ITABIRA,14/9/2017,11/12/2017,SIM, R$ -   , R$ -   
23499.001168/2017-30,2018,CURSO ACLS PARA A REGINAL DO CRM-MG,GUILHERME OLIVEIRA SIQUEIRA,ITABIRA,4/9/2017,1/10/2017,SIM, R$ -   , R$ -   
23499.001592/2017-84,2018,CURSO DE INTRIDUCAO AO ARGIS APLICADO A ANALISES AMBIENTAIS,ELIANE MARIA VIEIRA,ITABIRA,30/11/2017,12/12/2017,SIM, R$ -   , R$ -   
23499.001708/2017-85,2018,DESAFIO DO CONCRETO,CARLOS AUGUSTO DE SOUZA OLIVEIRA,ITABIRA,1/11/2017,29/12/2017,SIM, R$ -   , R$ -   
23499.001475/2016-30,2018,ENACTUS UNIFEI-ITABIRA,FERNANDA RODRIGUES DA SILVA,ITABIRA,31/10/2016,30/6/2017,SIM, R$ -   , R$ -   
23499.001532/2016-81,2018,PASTOREIO UNIVERSITARIO : VIVENCIA DA ESPIRITUALIDADE CRISTA,RENATA DOS SANTOS,ITABIRA,14/11/2016,14/11/2017,SIM, R$ -   , R$ -   
23499.000974/2017-91,2018,PLANETARIO ITINERANTE,EVANDRO AUGUSTO DE MORAIS,ITABIRA,20/2/2017,20/12/2017,SIM, R$ -   , R$ -   
23499.000799/2017-31,2018,PROJETO SOLVEIT! CRIACAO DE UMA PLATAFORMA COMPETITIVA DE RESOLUCAO DE PROBLEMAS REAIS,HENRIQUE DUARTE CARVALHO,ITABIRA,9/6/2017,8/12/2017,SIM, R$ -   , R$ -   
23499.000954/2017-10,2018,4º ARTE - FESTIVAL DE INVERNO DE ITABIRA,JOAO LUCAS SILVA,ITABIRA,16/7/2017,30/7/2017,SIM, R$ -   , R$ -   
23499.000954/2017-10,2018,4º ARTE - FESTIVAL DE INVERNO DE ITABIRA,JULIANO DE ALMEIDA MONTE-MOR,ITABIRA,16/7/2017,30/7/2017,SIM, R$ -   , R$ -   
23499.000973/2017-46,2018,POPESIA E CIENCIA,EVANDRO AUGUSTO DE MORAIS,ITABIRA,1/4/2017,30/12/2017,SIM, R$ -   , R$ -   
23088.021801/2017-48,2017,"IV ENCONTRO DE PESQUISA SOBRE O DESEMVOLVIMENTO, TECNOLOGIAS E SOCIEDADE E ENCONTRO INTERNACIONAL EM PESQUISA SOBRE DESENVOLVIMENTO REGIONAL E ECONOMIA SOCIAL",CARLOS ALBERTO MAXIMO PIMENTA,IFQ,13/11/2017,22/11/2017,SIM, R$ -   , R$ -   
23088.003224/2018-93,2018,TODOS SOMOS LEITORES,CLAUDIA ELIANE DA MATTA,ISEE,7/3/2018,12/12/2018,SIM, R$ -   , R$ -   
23088.003358/2018-12,2018,"12ª EDICAO DA CONFERENCIA DE PEQUENAS CENTRAIS HIDRELETRICAS, MERCADO & MEIO AMBIENTE",GERALDO LUCIO TIAGO FILHO,IRN,7/8/2018,8/8/2018,SIM, R$ -   , R$ -   
23088.003360/2018-83,2018,XIII SEMINARIO DE MEIO AMBIENTE E ENERGIAS RENOVAVEIS - SEMEAR,GERALDO LUCIO TIAGO FILHO,IRN,6/6/2018,7/6/2018,SIM, R$ -   , R$ -   
23499.000536/2017-22,2018,ENGENHEIROS DO FUTURO: UMA PESQUISA-ACAO VISANDO A DIFUSAO DA CIENCIA E ENGENHARIA DE MATERIAIS NO CICLO FUNDAMENTAL E ENSINO DO METODO CIENTIFICO,MARCIO ROBERTO DE FREITAS,ITABIRA,29/5/2017,20/12/2017,SIM," R$ 4.800,00 ",
23499.000492/2017-31,2018,TERCA LITERARIA,FERNANDA RODRIGUES SILVA,ITABIRA,7/4/2017,15/12/2017,SIM, R$ -   , R$ -   
23499.000492/2017-31,2018,TERCA LITERARIA,VINICIUS SOUZA NASCIMENTO,ITABIRA,7/4/2017,15/12/2017,SIM, R$ -   , R$ -   
23499.000302/2017-85,2018,RONDOM ITABIRA,MARCIO TSUYOSHI YASUDA,ITABIRA,2/3/2017,14/12/2017,SIM, R$ -   , R$ -   
23499.000302/2017-85,2018,RONDOM ITABIRA,BIANCA CABRAL CALDEIRA,ITABIRA,2/3/2017,14/12/2017,SIM, R$ -   , R$ -   
23499.000378/2017-19,2018,CAFE AMBIENTAL,BIANCA CABRAL CALDEIRA,ITABIRA,27/4/2017,25/10/2017,SIM, R$ -   , R$ -   
23499.000550/2017-26,2018,"POPTEC POPULARIZACAO DE CONCEITOS E TECNOLOGIAS DE GERACAO DE ENERGIA COM FONTES RENOVAVEIS E EFICIENCIA ENERGETICA, EM ESCOLAS DE ENSINO MEDIO DE ITABIRA - MG",RAFAEL BALBINO CARDOSO,ITABIRA,1/5/2017,19/12/2017,SIM, R$ -   , R$ -   
23499.000646/217-94,2018,V COMPETICAO DE CARRINHOS DE ROLIMA UNIFEI/ITABIRA,GLAUBER ZERBINI COSTAL,ITABIRA,17/5/2017,5/9/2017,SIM, R$ -   , R$ -   
23499.000748/2017-18,2018,#INCLUDE - SALA VIRTUAL - ECO,SANDRO CARVALHO IZIDORO,ITABIRA,12/6/2017,1/12/2017,SIM, R$ -   , R$ -   
23499.001191/2017-24,2018,UNIFEI PORTAS ABERTAS _ENSINO MEDIO,BIANCA CABRAL CALDEIRA,ITABIRA,31/8/2017,22/9/2017,SIM, R$ -   , R$ -   
23499.001191/2017-24,2018,UNIFEI PORTAS ABERTAS _ENSINO MEDIO,GUILHERME OLIVEIRA SIQUEIRA,ITABIRA,31/8/2017,22/9/2017,SIM, R$ -   , R$ -   
23088.021269/2017-69,2018,PALESTRA MOVIMENTO BRASIL LIVRE,CARLOS EDUARDO CORREA MOLINA,IEM,9/11/2017,9/11/2017,SIM, R$ -   , R$ -   
23499.001749/2017-71,2018,SEMANA DO CURSO DE ENGENHARIA MECANICA - CAMPUS DA UNIFEI GOMIDES,TARCISIO GONCALVES DE BRITO,ITABIRA,6/10/2017,10/11/2017,SIM, R$ -   , R$ -   
23499.001749/2017-71,2018,SEMANA DO CURSO DE ENGENHARIA MECANICA - CAMPUS DA UNIFEI GOMIDES,LUCIANA DE MELO GOMIDES,ITABIRA,6/10/2017,10/11/2017,SIM, R$ -   , R$ -   
23088.007820/2017-17,2017,QUANTO VALE O DINHEIRO PARA OS JOVENS? CONSTRUCAO E CONSOLIDACAO DO CONHECIMENTO DE EDUCACAO FINANCEIRA ENTRE ALUNOS UNIVERSITARIOS,ANDRE LUIZ MEDEIROS,IEPG,1/4/2017,31/12/2017,SIM, R$ -   , R$ -   
23088.014963/2017-20,2018,PRIMEIRO SIMPOSIO DE FISICA TEORICA GIFT,ALEXIS ROA AGUIRRE,IFQ,16/11/2017,18/11/2017,SIM, R$ -   ," R$ 2.370,00 "
23088.005034/2018-19,2018,O MUNDO DA AERONAUTICA - PROJETO DE ESPECIALIDADES AERONAUTICAS,PATRICIA DA SILVA LOPES ALEXANDRINO,IEM,19/3/2018,31/12/2018,SIM," R$ 10.000,00 "," R$ 640,20 "
23088.005364/2018-04,2018,IMPLANTACAO DE UM SISTEMA DE AQUAPONIA NO CAMPUS UNIFEI COM FINS EDUCACIONAIS E DE EMPODERAMENTO SOCIAL PARA O MUNICIPIO DE ITAJUBA,ANDREIA ARANTES BORGES,IRN,19/3/2018,31/12/2018,SIM," R$ 10.000,00 ",
23499.001374/2017-40,2018,CAPOEIRA: PRATICA DE TRANSFORMACAO SOCIAL DO INDIVIDUO,CAROLINA LIPPARELLI MORELLI,ITABIRA,1/3/2018,31/12/2018,SIM," R$ 7.084,00 ",
23088.004726/2018-31,2018,INTEGRAMAT 2018,RICK ANTONIO RISCHER,IMC,27/3/2018,28/3/2018,SIM, R$ -   , R$ -   
23088.004892/2018-38,2018,"COMPARTILHAMENTO DE ESTRUTURAS DE LINHAS DE SUBTRANSMISSAO CLASSES 72,5KV E 145 KV COM REDES DE DISTRIBUICAO DE MEDIA TENSAO CLASSE 15 KV - ESTUDOS DE TRANSITORIOS ELETROMAGNETICOS",GUSTAVO PAIVA LOPES,ISEE,1/4/2018,31/11/18,SIM," R$ 127.876,52 "," R$ 127.876,50 "
23088.001454/2018-18,2018,ENSAIOS ELETRICOS,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/1/2018,31/12/2018,SIM," R$ 319.564,00 "," R$ 38.032,34 "
23088.005647/2018-48,2018,GESTAO DE RESIDUOS INDUSTRIAIS,ROGERIO JOSE DA SILVA,IEM,20/3/2018,31/12/2018,SIM," R$ 9.304,00 ",
23088.005647/2018-48,2018,GESTAO DE RESIDUOS INDUSTRIAIS,ROGERIO JOSE DA SILVA,IEM,20/10/2018,20/10/2018,SIM, R$ -   , R$ -   
23088.005647/2018-48,2018,GESTAO DE RESIDUOS INDUSTRIAIS,ROGERIO JOSE DA SILVA,IEM,29/9/2018,29/9/2018,SIM, R$ -   , R$ -   
23088.005647/2018-48,2018,GESTAO DE RESIDUOS INDUSTRIAIS,ROGERIO JOSE DA SILVA,IEM,10/11/2018,10/11/2018,SIM, R$ -   , R$ -   
23088.005527/2018-41,2018,"PROGRAMA DE FORMACAO INICIAL E CONTINUADA DE PROFESSORES EM CIENCIAS, MATEMATICA E SAUDE: UMA PROPOSTA DE ACÕES COLOBORATIVAS EM PARCERIA COM PROFESSORES DE EDUCACAO BASICA",ELIANE MATESCO CRISTOVAO,IMC,19/3/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.005765/2018-56,2018,ONG ENGENHEIROS DA ALEGRIA ,ANA PAULA MONI SILVA,IRN,1/3/2018,31/12/2018,SIM," R$ 2.457,50 "," R$ 2.227,69 "
23088.005869/2018-61,2018,PROJETO AQUECEDOR SOLAR SUSTENTAVEL,DANIELE ORNAGHI SANT’ANNA,IRN,11/4/2018,31/12/2018,SIM," R$ 4.460,08 "," R$ 3.200,00 "
23088.004718/2018-95,2018,SEMINARIOS GFIT 2018,ALEXIS ROA AGUIRRE,IFQ,14/3/2018,30/11/2018,SIM, R$ -   , R$ -   
23088.005228/2018-14,2018,QUANTO VALE O DINHEIRO PARA OS JOVENS? CONSTRUCAO E CONSOLIDACAO DO CONHECIMENTO DE EDUCACAO FINANCEIRA ENTRE ALUNOS UNIVERSITARIOS,ANDRE LUIZ MEDEIROS,IEPG,19/3/2018,31/12/2018,SIM," R$ 9.992,00 "," R$ 9.992,00 "
23088.006037/2018-61,2018,FORTALECIMENTO E AMPLIACAO DO PROGRAMA DE INCUBACAO TECNOLOGICA DE COOPERATIVAS POPULARES DE ITAJUBA (INTECOOP),CARLOS EDUARDO CORREA MOLINA,IEM,19/3/2018,31/12/2018,SIM," R$ 9.600,00 "," R$ 9.600,00 "
23088.004959/2018-34,2018,LEDICAMP: LETRAMENTO DIGITAIS NO CAMPUS,ALESSANDRA RODRIGUES,IFQ,21/3/2018,13/12/2018,SIM," R$ 8.000,00 ",
23088.006226/2018-34,2018,CURSO DE DESIGN DE LOGOTIPOS,ADRIANA PREST MATTEDI,IMC,5/5/2018,31/5/2018,SIM, R$ -   , R$ -   
23088.006226/2018-34,2018,CURSO DE DESIGN DE LOGOTIPOS,ELISA DE CASSIA SILVA RODRIGUES,IMC,5/5/2018,31/5/2018,SIM, R$ -   , R$ -   
23088.006226/2018-34,2018,CURSO DE DESIGN DE LOGOTIPOS,HEVILLA NOBRE CEZAR,IMC,5/5/2018,31/5/2018,SIM, R$ -   , R$ -   
23088.024902/2017-71,2018,PARTICIPACAO NO CURSO DE CURTA DURACAO - OPERACAO E PLANEJAMENTO DE SISITEMAS DE POTENCIA,ROBSON CELSO PIRES,ISEE,11/12/2017,15/12/2017,SIM," R$ 6.781,85 "," R$ 6.781,85 "
23088.005996/2018-60,2018,CURSO DE RESOLUCAO DE CASES,FABIO FAVARETTO,IEPG,21/3/2018,23/3/2018,SIM, R$ -   , R$ -   
23088.006190/2018-99,2018,COLOQUIOS INTERDISCIPLINARES ,EDUARDO HENRIQUE SILVA BITTENCOURT,IFQ,10/5/2018,29/11/2018,SIM," R$ 9.059,10 ",
23088.006374/2018-59,2018,CULTIVAR-TE,ADHIMAR FLAVIO OLIVEIRA,IFQ,19/3/2018,31/12/2018,SIM," R$ 9.999,27 ",
23088.006377/2018-92,2018,PRATICAS INCLUSIVAS NO ENSINO DE CIENCIAS,PALOMA ALINNE ALVES RODRIGUES RUAS,IFQ,1/5/2018,3/12/2018,SIM," R$ 10.000,00 ",
23088.006382/2018-03,2018,QUITRUPE APRESENTA: ALICE CIENTIFICAMENTE COOMPROVADA,JANE RAQUEL SILVA DE OLIVEIRA,IFQ,1/3/2018,31/12/2018,SIM," R$ 10.000,00 "," R$ 10.000,00 "
23088.006429/2018-21,2018,RECUPERACAO DA AREA DE RECARGA DA NASCENTE DO BAIRRO PEDRAO (PEDRALVA/MG) UTILIZADA COMO FONTE DE ABASTECIMENTO DE AGUA PELA COMUNIDADE RURAL,ANA LUCIA FONSECA,IRN,19/3/2018,31/12/2018,SIM," R$ 10.000,00 ",
23499.000566/2017-39,2018,"PROJETO ""RONDON CINQUENTENARIO""",ELCIO FRANKLIN DE ARRUDA,ITABIRA,5/4/2017,31/8/2017,SIM, R$ -   , R$ -   
23499.000738/2017-74,2018,SEMANA DO MEIO AMBIENTE,BIANCA CABRAL CALDEIRA,ITABIRA,5/6/2017,8/6/2017,SIM, R$ -   , R$ -   
23499.000259/2018-39,2018,CURSO DE PREVENCAO RESPIRATORIA,LEONARDO FERREIRA REIS,ITABIRA,26/2/2018,8/3/2018,SIM, R$ -   , R$ -   
23088.005238/2018-41,2018,3ª SEMANA DE EDUCACAO FINANCEIRA PARA ITAJUBA E REGIAO,ANDRE LUIZ MEDEIROS,IEPG,15/5/2018,17/5/2018,SIM, R$ -   , R$ -   
23088.005851/2018-69,2018,EPICS CODERS - MARTONA DE PROGRAMACAO,ROBERTO AFFONSO DA COSTA JUNIOR,IMC,1/1/2018,31/12/2018,SIM," R$ 8.095,44 "," R$ 8.095,44 "
23499.000088/2018-48,2018,MINICURSO DE DESENHO AUXILIADO POR COMPUTADOR,MARCO AURELIO MOURA SURIANI,ITABIRA,5/2/2018,29/6/2018,SIM, R$ -   , R$ -   
23499.000126/2018-62,2018,EQUIPE MOUNTAINBAJA,JOSE CARLOS DE LACERDA,ITABIRA,1/1/2018,31/12/2018,SIM," R$ 10.000,00 ",
23088.004567/2018-51,2018,TECNOLOGIAS EMERGENTES A SERVICO DA APRENDIZAGEM,CLAUDIA ELIANE DA MATTA,ISEE,19/3/2018,31/12/2018,SIM, R$ -   , R$ -   
23499.000331/2018-28,2018,CONJUNTO DE PALESTRAS DA AREA DE ENGENHARIA ELETRICA,ELCIO FRANKLIN DE ARRUDA,ITABIRA,14/3/2018,20/11/2018,SIM, R$ -   , R$ -   
23499.000381/2018-13,2018,LIGA ESTUDANTIL DE EMPREENDEDORISMO & NEGOCIOS (LESTE&NEGOCIOS),LILIAN CAMPOS,ITABIRA,19/3/2018,30/6/2018,SIM, R$ -   , R$ -   
23499.000381/2018-13,2018,LIGA ESTUDANTIL DE EMPREENDEDORISMO & NEGOCIOS (LESTE&NEGOCIOS),HENRIQUE DUARTE CARVALHO,ITABIRA,19/3/2018,30/6/2018,SIM, R$ -   , R$ -   
23499.000394/2018-84,2018,MARE VERDE SOCIAL,MARCIO TSUYOSHI YASUDA,ITABIRA,2/4/2018,17/12/2018,SIM, R$ -   , R$ -   
23088.006406/2018-16,2018,PINT OF SCIENCE FESTIVAL DA CIENCIA,JULIANA FEDOCE LOPES,IFQ,19/3/2018,31/12/2018,SIM," R$ 8.500,00 ",
23088.006812/2018-89,2018,ROBOK - FUTEBOL DE ROBOS,LUIZ LENARTH GABRIEL VERMAAS,IESTI,1/1/2018,31/12/2018,SIM, R$ -   , R$ -   
23499.000450/2017-08,2017,MAQUINAS DE LEONARDA DA VINCI,EDELMA ELETO DA SILVA,ITABIRA,1/5/2017,31/11/17,SIM, R$ -   , R$ -   
23088.006945/2018-55,2018,COLETA SELETIVA - CAMPANHA DE CONSCIENTIZACAO E ENGANJAMENTO DO CIDADAO ITAJUBENSE,JULIANA CAMINHA NORONHA,IEPG,19/3/2018,20/12/2018,SIM, R$ -   , R$ -   
23088.006947/2018-44,2018,ENTRE O SABER E O FAZER DA CULTURA: A FORMACAO DE AGENTES CULTURAIS EM ITAJUBA/MG,ADILSON DA SILVA MELLO ,IEPG,27/3/2018,20/12/2018,SIM, R$ -   , R$ -   
23088.006993/2018-43,2018,PROJETO PLAY - EMPREENDEDORISMO SOCIAL,PAULO HENRIQUE DA SILVA CAMPOS,IEPG,2/4/2018,7/12/2018,SIM, R$ -   , R$ -   
23088.006646/2018-11,2018,AS DOENCAS TEM HOSTORIA,MILTON JOSE ZAMBONI,IMC,19/4/2018,5/7/2018,SIM, R$ -   , R$ -   
23088.006648/2018-18,2018,NEGRITUDES POSSIVEIS,MILTON JOSE ZAMBONI,IMC,18/4/2018,20/6/2018,SIM, R$ -   , R$ -   
23088.007373/2018-21,2018,AIRCRAFT STRUCTURAL ANALYSIS USING THE FINITE ELEMENT METHOD - SHORT COURSE,ROGERIO FRAENDORF DE FARIA COIMBRA,IEM,20/3/2018,30/3/2018,SIM, R$ -   , R$ -   
23088.007540/2018-34,2018,LONGE DE CASA - ANSIEDADE EM PROVAS E APRESENTACÕES,FLAVIA LUDOVICO DE MATOS,DAE,19/6/2018,19/6/2018,PARCIAL, R$ -   , R$ -   
23088.007540/2018-34,2018,LONGE DE CASA - ANSIEDADE EM PROVAS E APRESENTACÕES,LUCIANA DA SILVA CARETTI,DAE,19/6/2018,19/6/2018,PARCIAL, R$ -   , R$ -   
23088.007540/2018-34,2018,LONGE DE CASA - ANSIEDADE EM PROVAS E APRESENTACÕES,THAMIRIS DANIEL DOS SANTOS,DAE,19/6/2018,19/6/2018,PARCIAL, R$ -   , R$ -   
23088.007540/2018-34,2018,LONGE DE CASA - ANSIEDADE EM PROVAS E APRESENTACÕES,FLAVIA LUDOVICO DE MATOS,DAE,18/4/2018,18/4/2018,PARCIAL, R$ -   , R$ -   
23088.007540/2018-34,2018,LONGE DE CASA - ANSIEDADE EM PROVAS E APRESENTACÕES,LUCIANA DA SILVA CARETTI,DAE,18/4/2018,18/4/2018,PARCIAL, R$ -   , R$ -   
23088.007540/2018-34,2018,LONGE DE CASA - ANSIEDADE EM PROVAS E APRESENTACÕES,THAMIRIS DANIEL DOS SANTOS,DAE,18/4/2018,18/4/2018,PARCIAL, R$ -   , R$ -   
23088.007676/2018-44,2018,DEV-U,RAFAEL DE MOURA MOREIRA,IESTI,2/3/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.007676/2018-44,2018,DEV-U,JOAO PAULO REUS RODRIGUES LEITE,IESTI,2/3/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.007833/2018-11,2018,EX MACHINA,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,1/1/2018,31/12/2018,SIM, R$ -   , R$ -   
23088.007656/2018-73,2018,TIME ENACTUS - ENTREPRENEURIAL ACTION US,LUIZ EUGENIO VENEZIANI PASIN,IEPG,5/2/2018,30/12/2018,SIM, R$ -   , R$ -   
23088.007657/2018-18,2018,EMPREENDEDORISMO SOCIOAMBIENTAL E DESENVOLVIMENTO REGIONAL SUSTENTAVEL COM BASE NA PRODUCAO DE PRODUTOS ORGANICOS,LUIZ EUGENIO VENEZIANI PASIN,IEPG,5/2/2018,30/12/2018,SIM, R$ -   , R$ -   
23499.001374/2017-40,2018,CAPOEIRA  - PRATICA DE TRANSFORMACAO SOCIAL E DO INDIVIDUO,CAROLINA LIPPARELLI MORELLI,ITABIRA,2/10/2017,31/12/2018,SIM, R$ -   , R$ -   
23499.000522/2018-90,2018,MAQUINAS DE LEONARDA DA VINCI 2018,EDELMA ELETO DA SILVA,ITABIRA,27/3/2018,31/12/2018,SIM, R$ -   , R$ -   
