Número doprocesso - SIPAC/SIGAA,Ano do registro,Título da atividade,Nome do (a) Coordenador (a),Local de lotação do (a) Coordenador (a),Data de início da atividade,Data de termino da atividade,Relatório Final,Receita (Prevista),Receita (Realizada)
23088.008153/2017-34,2017,CURSO QPSE – METODOS COMPUTACIONAIS E MATEMATICA APLICADA EM SISTEMAS ELETRICOS DE POTENCIA,BENEDITO ISAIAS DE LIMA LOPES,ISEE,8/5/2017,12/5/2017,SIM," R$ 8.791,02 "," R$ 10.430,84 "
23088.008773/2017-73,2017,PARTICIPACAO MO CURSO DE CURTA DURACAO - QPSE - GERACAO TERMICA I,VLADIMIR RAFAEL MELIAN COBAS,IEM,13/2/2017,17/2/2017,SIM," R$ 17.518,72 "," R$ 8.759,36 "
23088.005891/2017-20,2017,SECOMP - SEMANA DA COMPUTACAO,THATYANA DE FARIA PIOLA SERAPHIM,IESTI,3/4/2017,7/4/2017,SIM, R$ -   , R$ -   
23088.009547/2017-18,2017,ENSAIOS PARA CERTIFICACAO DE CABOS DE LINHA ELETRICA,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,1/5/2017,20/12/2017,NÃO," R$ 10.780,00 ",
23088.010247/2017-73,2017,"INTRODUCAO A SISTEMAS FOTOVOLTAICOS. DIMENSIONAMENTO DE SISTEMAS ON E OFF GRID, TREINAMENTO EM BANCADA, ANALISE TECNICO ECONOMICA, ESTUDOS DE CASO E SIMULACAO COMPUTACIONAL",CHRISTIAN J CORONADO RODRIGUEZ,IEM,14/9/2017,14/11/2017,SIM," R$ 140.000,00 "," R$ 12.475,00 "
23088.004801/2017-83,2017,CURSO DE INTRODUCAO AO EMPREENDEDORISMO PARA ALUNOS DO ENSINO MEDIO - MODULO I - COMPORTAMENTO EMPREENDEDOR,ELZO ALVES ARANHA,IEPG,27/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.005949/2017-35,2017,MINICURSOS PMAT 2017,LEANDRO GUSTAVO GOMES,IMC,24/4/2017,27/10/2017,SIM, R$ -   , R$ -   
23088.006179/2017-48,2017,VI ENCONTRO SUL-MINEIRO DE ENSINO DE FISICA (VI ESMEF),THIAGO COSTA CAETANO,IFQ,4/9/2017,6/9/2017,SIM," R$ 5.016,00 "," R$ 3.800,00 "
23088.008115/2017-81,2017,ELABORACÕA DE DOCUMENTOS TECNICOS PARA SUBSIDIAR O SUO DA IDENTIFICACAO UNICA DE PRODUTOS (UDI) E O GERENCIAMENTO DE RISCO EM REDES MEDICAS DE TI NO PROJETO DE PRODUTOS PARA SAUDE DO GRUPO DE ENGENHARIA BIOMEDICA (GEB),JOSE ALBERTO FERREIRA FILHO,PRAD,11/11/2016,30/4/2017,NÃO," R$ 160.000,00 ",
23088.008806/2017-85,2017,ALIANCA BIBLICA UNIVERSITARIA DO BRASIL,PAULO FERNANDO RIBEIRO ,ISEE,22/5/2017,25/5/2018,SIM, R$ -   , R$ -   
23088.008687/2017-61,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE - GERACAO TERMICA II,VLADIMIR RAFAEL MELIAN COBAS,IEM,8/3/2017,10/3/2017,SIM," R$ 25.991,32 "," R$ 25.991,32 "
23088.007618/2017-30,2017,UNIFEI-SINTROPICA,ALAN BENDASOLI PAVAN,IFQ,26/4/2017,25/4/2018,SIM, R$ -   , R$ -   
23088.010479/2017-30,2017,DESPERTANDO PARA A PESQUISA,JOSE CARLOS GRILLO RODRIGUES,ISEE,24/2/2017,30/6/2017,NÃO, R$ -   , R$ -   
23088.010894/2017-85,2017,CURSO DE EXTENSAO EAD SOBRE TECNOLOGIAS E EDUCACAO,CARLOS ALBERTO MAXIMO PIMENTA,IEPG,12/6/2017,30/6/2017,SIM, R$ -   , R$ -   
23088.0010826/2017-16,2017,PROJETOS DE ENGENHARIA DE PRODUCAO,LOURIVAL J MENDES NETO,IEM,20/2/2017,14/7/2017,SIM, R$ -   , R$ -   
23088.008464/2017-01,2017,PROJETO SAE AERODESING - EQUIPE UIRA,JESUS ANTONIO GARCIA SANCHEZ,IEM,1/5/2017,30/4/2018,SIM," R$ 10.000,00 "," R$ 10.500,00 "
23088.008891/2017-81,2017,PROPECCAO TECNOLOGICA NO SETOR DE ENERGIA ELETRICA,PAULO FERNANDO RIBEIRO ,ISEE,1/3/2017,30/11/2017,SIM," R$ 12.000,00 "," R$ 12.000,00 "
23088.011058/2017-18,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE - ANALISE DE SISTEMAS DE POTENCIA,CLAUDIO FERREIRA,ISEE,5/6/2017,7/6/2017,SIM," R$ 12.991,02 "," R$ 15.630,84 "
23088.011117/2017-58,2017,ESTUDO DE CONFIABILIDADE DA SE TUCURUI 1ª ETAPA – 550 KV,AIRTON VIOLIN,ISEE,13/3/2017,12/6/2017,SIM," R$ 27.999,94 "," R$ 19.779,49 "
23088.007146/2017-15,2017,PCH-I HIDROLOGIA APLICADA À GERACAO HIDRELETRICA,GERALDO LUCIO TIAGO FILHO,IRN,24/4/2017,27/4/2017,SIM," R$ 15.253,00 "," R$ 11.848,54 "
23088.011295/2017-89,2017,FUNDAMENTOS DE EMPREENDEDORISMO,CIBELE MOREIRA MONTEIRO ROSA,IFQ,19/6/2017,17/7/2017,SIM, R$ -   , R$ -   
23088.011296/2017-23,2017,TENDENCIAS CONTEMPORANEAS DE GESTAO ORGANIZACIONAL,CIBELE MOREIRA MONTEIRO ROSA,IFQ,19/6/2017,17/7/2017,SIM, R$ -   , R$ -   
23088.012020/2017-62,2017,AVALIACAO DE IMPACTOS AMBIENTAIS PARQUE MUNICIPAL DE ITAJUBA,CAMILA ROCHA GALHARDO,IRN,13/4/2017,30/6/2017,NÃO, R$ -   , R$ -   
23088.012708/2017-42,2017,EMISSAO DE PARECER TECNICO PARA FUNCIONAMENTO INISTERRUPTO,RICARDO RISSO CHAVES,IEM,28/6/2017,27/6/2018,SIM," R$ 36.000,00 "," R$ 9.579,00 "
23088.006857/2017-72,2017,I SIMPOSIO DE EDUCACAO INCLUSIVA DA UNIFEI,PALOMA ALINNE ALVES RODRIGUES RUAS,IFQ,9/8/2017,11/8/2017,SIM, R$ -   , R$ -   
23088.004117/2017-00,2017,V ENCONTRO MINEIRO DE SISTEMAS DINAMICOS,BRAULIO AUGUSTO GARCIA,IMC,8/11/2017,10/11/2017,SIM," R$ 25.940,00 ", R$ -   
23088.011290/2017-56,2017,ETICA E RESPONSABILIDADE SOCIAL NAS ORGANIZACÕES,CIBELE MOREIRA MONTEIRO ROSA,IFQ,19/6/2017,17/7/2017,SIM, R$ -   , R$ -   
23088.013334/2017-82,2017,"PARTICIPACAO EM PROGRAMA DE FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSOS DE FINANCAS CORPORATIVAS, CONTABILIDADE GERENCIAL E VALORACAO DE EMPRESAS (VALUATION) A SER REALIZADO PELA FUPAI",EDSON DE OLIVEIRA PAMPLONA,IEPG,14/8/2017,18/8/2017,SIM," R$ 9.200,00 "," R$ 7.863,25 "
23088.002278/2017-51,2017,12º SEMINARIO DE MEIO AMBIENTE E ENERGIAS RENOVAVEIS - SEMEAR,GERALDO LUCIO TIAGO FILHO,IRN,7/6/2017,8/6/2017,SIM, R$ -   , R$ -   
23088.008647/2017-19,2017,PARTICIPACAO MO CURSO DE CURTA DURACAO - QPSE - GERACAO HIDRAULICA,BENEDITO CLAUDIO DA SILVA,IRN,15/5/2017,19/5/2017,SIM," R$ 12.600,00 "," R$ 12.995,66 "
23088.011619/2017-89,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – QPSE – ECONOMIA DO SETOR ELETRO-ENERGETICO ,EDUARDO GUARDIA CRESTANA,ISEE,26/6/2017,30/6/2017,SIM," R$ 5.195,66 "," R$ 5.230,84 "
23088.012705/2017-17,2017,"EMISSAO DE PARECER TECNICO SOBRE QUESTÕES DE PROVA PARA FINS JURIDICOS, POR SOLICITACAO DE PESSOA FISICA",RICARDO RISSO CHAVES,IEM,28/6/2017,30/8/2017,SIM, R$ -   ," R$ 2.000,00 "
23088.013563/2017-05,2017,CONSULTORIA EM CERTIFICACAO AERONAUTICA,ROGERIO FRAENDORF DE FARIA COIMBRA,IEM,15/7/2017,15/10/2017,SIM," R$ 7.200,00 "," R$ 7.200,00 "
23088.013695/2017-29,2017,ANALISE DE FALHAS EM MOTORES DE INDUCAO TRIFASICOS ALIMENTADOS POR INVERSORES DE FREQUENCIA,ANGELO JOSE JUNQUEIRA RESEK,ISEE,17/7/2017,17/1/2018,SIM," R$ 12.000,00 ",
23088.013590/2017-70,2017,"PARTICIPACAO NO CURSO DE CURTA DURACAO - BOMBAS CENTRIFUGAS, SUBMERSIVEIS, FUSO, DOSADORAS",HELCIO FRANCISCO VILLA NOVA,IEM,25/7/2017,27/7/2017,SIM," R$ 3.570,00 "," R$ 3.058,80 "
23088.013805/2017-52,2017,ENSAIO ELETRICOS,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/7/2017,31/12/2017,SIM," R$ 200.000,00 "," R$ 139.903,35 "
23088.013850/2017-15,2017,INSPECAO DE ENSAIOS EM ISOLADORES E TRANSFORMADORES,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/7/2017,31/12/2017,SIM," R$ 41.464,51 ", R$ -   
23088.013967/2017-91,2017,"WORKSHOP ""SMART GRIDS E METRICAS INTEGRADAS DE DESEMPENHO ELETRICO",PAULO FERNANDO RIBEIRO ,ISEE,10/8/2017,11/8/2017,SIM, R$ -   , R$ -   
23088.013963/2017-11,2017,"PROJETO ""VIDEOLABS""",BENEDITO DONIZETI BONATTO,ISEE,31/7/2017,15/9/2017,SIM, R$ -   , R$ -   
23499.001427/2016-41,2016,GRUPO VOCAL UNIFEI-ITABIRA,JOAO LUCAS DA SILVA,ITABIRA,19/9/2016,18/9/2017,SIM, R$ -   ," R$ 2.441,63 "
23088.014206/2017-56,2017,SEGUNDA SEMANA DE ENGENHARIA ELETRICA,MAURICIO CAMPOS PASSARO,ISEE,28/8/2017,6/9/2017,SIM," R$ 2.000,00 "," R$ 2.000,00 "
23088.014375/2017-96,2017,CURSO DE CURTA DURACAO EM TERMOGRAFIA INFRAVERMELHA,EDSON DA COSTA BORTONI,ISEE,7/8/2017,9/8/2017,SIM, R$ -   ," R$ 6.726,60 "
23088.014398/2017-09,2017,ENSAIOS LABORATORIAIS EM EQUIPAMENTOS DFE MEDIA E ALTA TENSAO,ESTACIO TAVARES WANDERLEY NETO,ISEE,1/7/2017,31/12/2017,SIM," R$ 150.000,00 "," R$ 39.553,46 "
23088.011903/2017-55,2017,IV SEMANA DOS RECURSOS ENERGETICOS ,MARIA LUIZA GRILLO RENO,IEM,29/5/2017,2/6/2017,SIM," R$ 7.080,27 "," R$ 7.080,27 "
23088.015219/2017-42,2017,BUSINESS MEETING WEEK,BRUNO SILVA DE SOUSA,IEM,21/8/2017,25/8/2017,SIM, R$ -   , R$ -   
23088.015453/2017-70,2017,CLUBE DE CONSULTORIA DE ITAJUBA,FABIO FAVARETTO,IEPG,10/8/2017,10/8/2018,SIM, R$ -   , R$ -   
23088.014335/2017-44,2017,PROCEDIMENTOS PARA TESTE DE USABILIDADE,ANA PAULA SIQUEIRA SILVA DE ALMEIDA,IESTI,1/8/2017,20/2/2018,SIM," R$ 2.500,00 "," R$ 2.500,00 "
23088.015890/2017-93,2017,SEMANA DE TECNOLOGIAS AERONAUTICAS (STA),PATRICIA SILVA LOPES ALEXANDRINO,IEM,28/8/2017,2/9/2017,SIM, R$ -   , R$ -   
23088.008481/2017-31,2017,FASE REGIONAL DA MARATONA DE PROGRAMACAO,ROBERTO AFFONSO DA COSTA JUNIOR,IESTI,9/9/2017,9/9/2017,SIM, R$ -   , R$ -   
23088.010850/2017-55,2017,ENEDS -  ENCONTRO NACIONAL DE ENGENHARIA E DESENVOLVIMENTO SOCIAL,LUIZ FELIPE SILVA,IRN,17/10/2017,20/10/2017,SIM," R$ 56.127,00 ", R$ -   
23088.015267/2017-31,2017,CAPACITACAO EM AMBIENTE VIRTUAL PARA EAD,ANA PAULA SILVA FIGUEIREDO,IRN,12/6/2017,19/8/2017,SIM, R$ -   , R$ -   
23088.015115/2017-58,2017,"PARTICIPACAO EM PROGRAMA DE FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSOS DE FINANCAS CORPORATIVAS, CONTABILIDADE GERENCIAL E VALORACAO DE EMPRESAS (VALUATION) A SER REALIZADO PELA FUPAI",CLEBER GONCALVES JUNIOR,IEPG,14/8/2017,18/8/2017,SIM," R$ 5.750,00 "," R$ 3.205,13 "
23088.0012702/2017-15,2017,SEMANA DE ENGENHARIA DE MATERIAIS,GERSON AVELINO FERNANDES,IEM,23/5/2017,14/8/2017,SIM, R$ -   , R$ -   
23088.015988/2017-41,2017,PARTICIPACAO EM FORMACAO E CAPACITACAO EM INOVACAO DE PROCESSOS PARA DESENVOLVIMENTO DE EAD COM CONCEITOS DE ENGENHARIA EM SISTEMAS ELETRICOS DE DISTRIBUICAO,MARCOS VINICIUS XAVIER DIAS,ISEE,13/4/2017,16/1/2019,SIM," R$ 286.207,56 "," R$ 77.805,33 "
23088.016243/2017-07,2017,OFICINA PILOTO DE ENGENHARIA QUIMICA: ADEQUACAO E RESTAURACAO DE TROCADORES DE CALOR CASCO E TUBO,HUGO PERAZINNI,IRN,1/9/2017,1/3/2018,SIM, R$ -   , R$ -   
23088.016247/2017-87,2017,OFICINA PILOTO DE ENGENHARIA QUIMICA: CONSTRUCAO DE UM VISCOSIMETRO DE STOKES,HUGO PERAZINNI,IRN,1/9/2017,1/3/2018,SIM, R$ -   , R$ -   
23088.016253/2017-34,2017,OFICINA PILOTO DE ENGENHARIA QUIMICA: ADEQUACAO E RESTAURACAO DE TROCADOR DE CALOR TURBULAR,HUGO PERAZINNI,IRN,1/9/2017,1/3/2018,SIM, R$ -   , R$ -   
23088.016875/2017-62,2017,DESENVOLVIMENTO DE UMA ESTRUTURA PARA TESTES NO SISTEMAS DE CONTROLE DE UM EQUIPAMENTO MULTINIVEL PARA MITIGACAO HARMONICA,LUIZ EDUARDO BORGES DA SILVA,IESTI,1/9/2017,30/4/2018,SIM," R$ 57.600,00 "," R$ 50.400,00 "
23088.016914/2017-21,2017,SIMULACAO DA INTRODUCAO DE UM EQUIPAMENTO SERIE EM SISTEMAS DE DISTRIBUICAO,LUIZ EDUARDO BORGES DA SILVA,IESTI,1/9/2017,30/4/2018,SIM," R$ 57.600,00 "," R$ 50.400,00 "
23088.017318/2017-69,2017,DISSEMINACAO DE INFORMACÕES NO AMBITO DOCENTE  DA UNIFEI SOBRE O MOSQUITO AEDES AEGYPTI E AS DOENCAS POR ELE TRANSMITIDAS,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017359/2017-55,2017,OFICINAS DE GERACAO DE SABAO A PARTIR DE OLEO DE COZINHA USADO NAS REPUBLICAS ESTUDANTIS DE ITAJUBA - MG,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017360/2017-80,2017,COMBATE AO MOSQUITO AEDES AEGYPTI NA UNIFEI - ALUNOS,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017646/2017-65,2017,CURSO DE CAPACITACAO EM MOOC,CLAUDIO KIRNER,IMC,12/9/2017,23/11/2017,SIM, R$ -   , R$ -   
23088.017717/2017-20,2017,INCENTIVO À LEITURA COMO FORMA DE DESENVOLVIMENTO LOCAL,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,17/4/2017,4/7/2017,SIM, R$ -   , R$ -   
23088.017718/2017-74,2017,PROJETO COMPOSTEIRA NA ESCOLA MUNICIPAL SAO SEBASTIAO - ITAJUBA MG,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017793/2017-35,2017,CONCIENTIZACAO DO USO DA AGUA PARA ALUNOS DO ENSINO FUNDAMENTAL 1,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017807/2017-11,2017,"PROJETO MEIO AMBIENTE: A IMPORTANCIA DA RECICLAGEM, DA REUTILIZACAO, DA REDUCAO E DA RECUPERACAO PARA O NOSSO PLANETA",DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017809/2017-18,2017,"PROJETO DE EXTENSAO PARA SENSIBILIZACAO DOS ALUNOS DE UMA ESCOLA MUNICIPAL RURAL DE ITAJUBA - MG, A RESPEITO DA SEPARACAO E DESTINACAO AMBIENTALMENTE ADEQUADA DOS RESIDUOS DOMESTICOS",DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,17/4/2017,4/7/2017,SIM, R$ -   , R$ -   
23088.017724/2017-21,2017,HORTA ESCOLAR,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,7/3/2017,27/6/2017,SIM, R$ -   , R$ -   
23088.017965/2017-71,2017,CODE WEEK,THATYANA DE FARIA PIOLA SERAPHIM,IESTI,16/10/2017,22/10/2017,SIM, R$ -   , R$ -   
23088.018000/2017-03,2017,O QUITRUPE EM CENA: DIVULGACAO CIENTIFICA POR MEIO DO TEATRO,JANE RAQUEL SILVA DE OLIVEIRA,IFQ,1/6/2017,30/12/2017,SIM, R$ -   , R$ -   
23088.017904/2017-11,2017,DESENVOLVIMENTO DE ANALISE E CALCULO ESTRUTURAL PRELIMINAR EM FEM PARA UMA PECA DE APLICACAO NA AREA DE OLEO E GAS,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,18/9/2017,28/2/2019,SIM," R$ 55.000,00 "," R$ 55.000,00 "
23088.017910/2017-61,2017,DESENVOLVIMENTO DE PROTOTIPOS DE INSERTOS EM COMPOSITO PEEK/CARBONO,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,18/9/2017,18/2/2018,NÃO," R$ 60.600,00 ",
23088.015051/2017-75,2017,PARTICIPACAO NO CURSO DE CURTA DURTACAO - QPSE - QUALIDADE DE ENERGIA ELETRICA,JOSE MARIA DE CARVALHO FILHO,ISEE,13/3/2017,17/3/2017,SIM, R$ -   ," R$ 51.865,00 "
23088.017260/2017-53,2017,"CARACTERIZACAO DA CONDUTIVIDADE TERMICA, ELETRICA E MICROESTRUTURAL DE MATERIAIS",MARIA VIRGINIA GELFUSI,IEM,1/9/2017,30/8/2019,SIM," R$ 15.500,00 "," R$ 1.538,12 "
23088.018139/2017-79,2017,APLICACAO DE TECNICAS BIG DATA EM DADOS GERADOS POR SISTEMAS DE TELEMETRIA E GERENCIAMENTO DE OPERACOES DE CAMPO ,BRUNO TARDIOLE KUEHNE,IESTI,1/9/2017,28/2/2019,NÃO," R$ 29.865,00 ",
23088.015958/2017-34,2017,EQUIPE UAI!RRIOR DE ROBOTICA,TALES CLEBER PIMENTA,IESTI,22/8/2017,22/8/2018,SIM," R$ 52.500,00 "," R$ 10.000,00 "
23088.013984/2017-28,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE - METIDOS COMPUTACIONAIS APLICADOS E SISTEMAS ELETRICOS,BENEDITO ISAIAS DE LIMA LOPES,ISEE,6/6/2016,10/6/2016,SIM, R$ -   ," R$ 8.795,66 "
23088.014211/2017-69,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – QPSE – ESTABILIDADE E DINAMICA DE SISTEMAS ELETRICOS,MAURICIO CAMPOS PASSARO,ISEE,24/7/2017,28/7/2017,SIM," R$ 8.395,66 "," R$ 8.430,84 "
23088.017611/2017-26,2017,PARTICIPACAO EM CURSO DE CURTA DURACAO EM TERMOGRAFIA INFRAVERMELHA,GUILHERME SOUSA BASTOS,IESTI,23/8/2017,25/10/2017,SIM, R$ -   ," R$ 77.444,49 "
23088.013966/2017-46,2017,PROJETO “SIMUAULAS”,BENEDITO DONIZETI BONATTO,ISEE,31/7/2017,15/9/2017,SIM, R$ -   , R$ -   
23088.019634/2017-75,2017,PARTICIPACAO EM CURSO DE CURTA DURACAO EM MANUTENCAO EM TRANSFORMADORES,ROSSANO GIMENES,IFQ,26/9/2017,29/9/2017,SIM," R$ 1.367,52 "," R$ 2.051,28 "
23088.019664/2017-81,2017,ESTUDO DE CARGAS E RESISTENCIA PARA IMPLANTACAO DE PORTICO METALICO,GERALDO LUCIO TIAGO FILHO,IRN,21/7/2017,29/10/2017,SIM," R$ 9.700,00 "," R$ 11.341,25 "
23088.016176/2017-12,2017,ENSAIO DE EFICENCIA DE BOMBAS CENTRIFUGAS,ROBERTO ALVES DE ALMEIDA,IRN,1/7/2017,31/12/2017,SIM," R$ 111.780,00 "," R$ 199.795,26 "
23088.019538/2017-27,2017,GRUPOS COLABORATIVOS NA FORMACAO DE PROFESSORES: CONSTRUINDO PRATICAS INOVADORAS NO ENSINO DE CIENCIAS E MATEMATICA,JOAO RICARDO NEVES DA SILVA,IFQ,21/8/2017,4/12/2017,SIM, R$ -   , R$ -   
23088.020265/2017-63,2017,MINICUESO DE INTRODUCAO À LATEX,THATYANA DE FARIA PIOLA SERAPHIM,IESTI,14/10/2017,21/10/2017,SIM, R$ -   , R$ -   
23088.020398/2017-30,2017,ELABORACAO DE MAPAS COM AS MANCHAS DE INUNDACAO DO MUNICIPIO DE SANTA RITA DO SAPUCAI,ANA PAULA MONI SILVA,IRN,16/10/2017,31/12/2017,SIM, R$ -   , R$ -   
23088.020464/2017-71,2017,CURSO: A DIFRACAO DE RAIOS X APLICADA À CARACTERIZACAO DE MATERIAIS,GEOVANI RODRIGUES,IEM,30/10/2017,15/12/2017,SIM, R$ -   , R$ -   
23088.019391/2017-75,2017,WORKSHOP PROJETO SEMESTRAL 2017,LOURIVAL JORGE MENDES NETO,IEM,15/10/2017,4/12/2017,NÃO," R$ 2.000,00 ",
23088.020312/2017-79,2017,PARTICIPACAO EM CURSO DE CURTA DURACAO QPSE - MODULO CONFIABILIDADE DOS SISTEMAS ELETRICOS,JOAO GUILHERME DE CARVALHO  COSTA,ISEE,2/10/2017,6/10/2017,SIM," R$ 6.400,00 "," R$ 6.781,85 "
23088.014560/2017-81,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE ANALISE DE SISTEMA DE POTENCIA,CLAUDIO FERREIRA,ISEE,27/6/2016,1/7/2016,SIM, R$ -   ," R$ 12.995,66 "
23088.021104/2017-97,2017,VIVENCIA EM LABORATORIO DE MICROBIOLOGIA VOLTADA PARA ESTUDANTES DE NIVEL TECNICO,MARCELO CHUEI MATSUDO,IRN,1/11/2017,10/11/2017,SIM, R$ -   , R$ -   
23088.019639/2017-06,2017,II SEMANA DA ESPERANCA,PAULO FERNANDO RIBEIRO ,ISEE,6/11/2017,10/11/2017,SIM, R$ -   , R$ -   
23088.021197/2017-50,2017,JAVA WEB,THATYANA DE FARIA PIOLA SERAPHIM,IESTI,21/10/2017,14/11/2017,SIM, R$ -   , R$ -   
23088.007805/2017-13,2017,CURSO ASSISTENCIAL THEODOMIRO SANTIAGO - CATS,EDMILSON MARMO MOREIRA,IESTI,1/4/2017,31/12/2017,SIM, R$ -   , R$ -   
23088.021855/2017-11,2017,ANALISE DE DESEMPENHO DE EMPRESAS DE DISTRIBUICAO,EDUARDO CRESTANA GUARDIA,ISEE,20/10/2017,31/7/2018,SIM," R$ 80.892,00 "," R$ 89.280,00 "
23088.018544/2017-67,2017,PROJETOS DE ENGENHARIA DE PRODUCAO,LOURIVAL JORGE MENDES NETO,IEM,31/7/2017,1/12/2017,SIM, R$ -   , R$ -   
23088.021972/2017-77,2017,FUNDACAO ROBOK,LEONARDO BRESEGHELLO ZOCCAL,IESTI,30/10/2017,30/10/2018,SIM, R$ -   , R$ -   
23088.022948/2017-55,2017,ENSAIOS DE LABORATORIAIS - ANANLISE TERMICA E REOLOGICA,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,6/11/2017,17/11/2018,SIM," R$ 33.101,00 "," R$ 33.101,00 "
23088.023227/2017-62,2017,PARTICIPACAO NO CURSO DE CURTA-DURACAO - OPERACAO DE CENTRAIS TERMELETRICAS ,OSVALDO JOSE VENTURINI,IEM,27/11/2017,1/12/2017,SIM," R$ 35.197,10 "," R$ 40.426,72 "
23088.023613/2017-54,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - VENTILACAO INDUSTRIAL,OSVALDO JOSE VENTURINI,IEM,18/12/2017,22/12/2017,SIM," R$ 28.766,62 "," R$ 29.275,60 "
23088.023615/2017-43,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO - GERACAO TERMICA I,OSVALDO JOSE VENTURINI,IEM,23/10/2017,27/10/2017,SIM," R$ 6.929,62 "," R$ 6.929,62 "
23499.001106/2017-28,2017,III SEPROD - TERCEIRA SEMANA DE ENGENHARIA DE PRODUCAO,HENRIQUE DUARTE CARVALHO,ITABIRA,8/5/2017,27/10/2017,SIM, R$ -   , R$ -   
23499.001698/2017-88,2017,PASTOREIO UNIVERSITARIO II : VIVENCIA DA ESPIRUTUALIDADE CRISTA,RENATA DOS SANTOS,ITABIRA,19/2/2018,19/2/2019,SIM, R$ -   , R$ -   
23499.000644/2017-03,2017,"IV SEMANA DE ENGENHARIA ELETRICA, AUTOMACAO E CONTROLE",IVAN PAULO DE FARIA,ITABIRA,15/5/2017,15/9/2017,SIM, R$ -   , R$ -   
23088.019730/2017-13,2017,"DESENVOLVIMENTO DE PESQUISA APLICADA PARA A CONFECCAO DE LEVANTAMENTO PLANIALTIMETRICO, MODELO DIGITAL DE TERRENO E MOISAICO DIGITAL DA CIDADE DE ITAMONTE",BENEDITO CLAUDIO DA SILVA,IRN,17/10/2017,30/9/2018,SIM," R$ 65.000,00 "," R$ 67.304,11 "
23088.020651/2017-55,2017,CAMPEONATO DE CUBO MAGICO - ETAPA NACIONAL,FREDERICO OLIVEIRA PASSOS,ISEE,10/3/2018,11/3/2018,SIM, R$ -   , R$ -   
23088.023520/2017-20,2017,CURSO QPSE – ESTABILIDADE E DINAMICA DE SISTEMAS ELETRICOS II,BENEDITO ISAIAS DE LIMA LOPES,ISEE,21/8/2017,25/8/2017,SIM," R$ 5.520,00 "," R$ 5.181,85 "
23088.023528/2017-96,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – INTERACAO DO GERADOR AO SISTEMA ELETRICO,ZULMAR SOARES MACHADO JUNIOR ,ISEE,21/8/2017,25/8/2017,SIM," R$ 5.520,00 "," R$ 5.048,15 "
23088.024127/2017-53,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – AJUSTES DE PARAMETROS DE RELES DE PROTECAO,PAULO MARCIO DA SILVEIRA,ISEE,7/11/2017,9/11/2017,SIM," R$ 9.880,05 "," R$ 12.123,42 "
23088.024134/2017-55,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – AJUSTES DE PARAMETROS DE RELES DE PROTECAO (IN COMPANY),PAULO MARCIO DA SILVEIRA,ISEE,27/11/2017,1/12/2017,SIM," R$ 15.204,27 "," R$ 17.809,99 "
23088.024183/2017-98,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – PROTECAO DE SISTEMAS ELETRICOS,PAULO MARCIO DA SILVEIRA,ISEE,23/10/2017,27/10/2017,SIM," R$ 15.078,28 "," R$ 15.078,28 "
23088.024185/2017-87,2017,PARTICIPACAO NO CURSO DE CURTA DURACAO – QUALIDADE DA ENERGIA ELETRICA,PAULO MARCIO DA SILVEIRA,ISEE,20/11/2017,24/11/2017,SIM," R$ 14.973,30 "," R$ 14.973,30 "
