Número de registro na DPI ,Título do Projeto,Data de Registro,Início da vigência,Témino da vigência,Status,Órgão Financiador, Recursos Internos , Recursos Externos ,Bolsa Pesquisa,Mestrado/Doutorado,IC,Participação     Inicio e fim,Coordenador,Instituto Vinculado,Observações,Nota de mérito (projetos sem financiamento externo)
Atualização em 12-2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
815,Desenvolvimento e avaliação de uma metodologia de envelhecimento de polímeros em redes compactadas,,ago/19,jul/20,Expirado,Não possui ,,,,,,08/2019 a 07/2020,Estácio Tavares Wanderley Neto,ISEE,,"8,88"
816,Aplicação de água de reúso na argamassa auto adensável,,ago/19,fev/21,Vigente,Não possui ,,,,,,08/2019 a 02/2021,Marcia Viana Lisboa,IRN,Aprovado no edital 001/2019 // Prorrogado de 01/08/2020 para 02/2021 em 10/2020,"9,5"
817,Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis,,ago/19,jul/20,Expirado,Não possui ,,,,,,08/2019 a 07/2020,Hisaias de Souza Almeida,IRN,Aprovado no edital 001/2019,"9,63"
818,Análise da eficiência energética na secagem de rejeitos de morango ,,ago/19,jan/21,Vigente,Não possui ,,,,,,08/2019 a 01/2021,Maisa Tonon Bitti Perazzini,IRN,Aprovado no edital 001/2019 - suspenso de 11/09/2019 A 08/03/2020- LICENÇA MATERNIDADE DA COORDENADORA // Prorrogado de 01/07/2020 para  01/01/2021 em 09/06/2020,"6,38"
819,Máquinas e sistemas ancestrais em engenharia ,,jul/19,ago/21,Vigente,Não possui ,,,,,,07/2019 a 08/2021,Adinele Gomes Guimarães ,IRN,Aprovado no edital 001/2019,9
820,Variabilidade da produtividade no canteiro de obras: possíveis métodos de inclusão e mensuração no planehamento,,jul/19,jul/20,Expirado,Não possui ,,,,,,07/2019 a 07/2020,André Luiz Vivan,IRN,Aprovado no edital 001/2019 // Relatório Final Aprovado em 30/09/2020,"8,25"
821,Estudo numérico de fluidização gás-sólido por programas de código aberto,,ago/19,jul/20,Expirado,Não possui ,,,,,,08/2019 a 07/2020,Maximilian Joachim Hodapp,IRN,Aprovado no edital 001/2019,"9,25"
822,"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""",,ago/19,jul/20,Expirado,Não possui ,,,,,,08/2019 a 07/2020,Geovani Rodrigues,IRN,Aprovado no edital 001/2019,"7,25"
823,Estudo da absorção acústica de barreiras de concreto contendo resíduso de borracha  e vermiculita,,fev/19,jan/21,Vigente, FAPESP  ,,"R$ 49.798,50",,,,02/2019 a 01/2021,Maria Rachel de Araújo russo,IRN,,10
824,Teoria dos jogos algorítmica: votação ponderada,,ago/19,jul/20,Expirado, Não possui  ,,,,,,08/2019 a 07/2020,Pedro Henrique Del Bianco Hokama,IMC,Aprovado no edital 001/2019,"8,63"
825,Café na nuvem: computação em nuvem aplicada à pesquisa cefeeira em Minas Gerais,,ago/19,ago/21,Vigente, Não possui  ,,,,,,08/2019 a 08/2021,Vanessa Cristina Oliveira de Souza,IMC,Aprovado no edital 001/2019,9
826,Aprendizado de máquina fuzzy: potenciais contribuições da teoria fuzzy na concepção de técnicas de aprendizado de máquina,,jul/19,jul/21,Vigente, Não possui  ,,,,,,07/2019 a 07/2021,Isabela Neves Drummond,IMC,Aprovado no edital 001/2019,"7,88"
827,Variedade Lorentzianas com Simetria Espacial Intrínseca ,,ago/19,jul/21,Vigente, Não possui  ,,,,,,08/2019 a 07/2021,Leandro Gustavo Gomes,IMC,Aprovado no edital 001/2019,"8,5"
828,ANÁLISE TERMO-AMBIENTAL DE USINAS TERMELÉTRICAS DE CICLO COMBINADO DE ALTA EFICIÊNCIA A PARTIR DO USO DE GÁS NATURAL LIQUEFEITO IMPORTADO VISANDO A SEGURANÇA ENERGÉTICA,,ago/19,jul/21,Vigente, Não possui  ,,,,,,08/2019 a 07/2021,Rogério José da Silva,IEM,Aprovado no edital 001/2019,"7,5"
829,Produção de etanol de segunda geração a partir de bagaço de cana-de-açúcar utilizando a enzima xilose isomerase (XI) imobilizada em nanopartículas magnéticas,,ago/19,jul/21,Vigente, Não possui  ,,,,,,08/2019 a 07/2021,Thaís Suzane Milessi Esteves,IRN,Aprovado no edital 001/2019,"9,75"
830,Taxonomia e bionomia de imaturos de besouros elateroidea de remanescentes florestais de Campos do Jordão -SP,,ago/19,jul/21,Vigente,Não possui ,,,,,,08/2019 a 07/2021,Simone Policena Rosa ,IRN,Aprovado no edital 001/2019,8
831,Desenvolvimento de interfaces gráficas automatizadas para o auxílio no projeto de reatores e biorreatores ,,ago/19,ago/20,Expirado, Não possui  ,,,,,,08/2019 a 08/2020,Guilherme Youssef Rodriguez,IRN,Aprovado no edital 001/2019,"8,75"
832,Desenvolvimento e análise experimental do controle por faixas em sistemas com falhas em atuadores,,ago/19,ago/22,Vigente,Não possui ,,,,,,08/20119 a 08/2022,Thiago Vaz da Costa,IRN,Prorrogado de 01/08/2020 para 01/08/2022 em 19/06/2020,"8,38"
833,PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas,,mar/13,mar/50,Vigente,CAPES- FNDE,,,,,,03/2015 a atualmente ,Agenor Pina da Silva,IFQ,,
834,Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais),,mar/19,mar/21,Vigente,FAPEMIG,,"R$ 368.696,24",,,,03/2019 a 03/2021,Michelle Simões Reboita,,,
835,Determinação da Acurácia de Mapeamento Digital de Solos,,set/19,ago/20,Expirado,Não possui ,,,,,,09/2019 a 09/2020,Nívea Adriana Dias Pons,IRN,Aprovado no edital 001/2019,"7,63"
836,Desenvolvimento de catalisadores para obtenção de biosiesel etílico proveniente de rejeitos da indústria de alimentos,,jul/19,jul/20,Expirado,FAPEMIG,,"R$ 37.275,00",,,,20/07/2019 a 20/07/2020,Karina Arruda almeida,IRN,,10
837,Difusão ansiotrópica e inpainting híbrido aplicado na restauração de sombras de imagens multiespectrais de satélite,,set/19,set/20,Expirado,Não possui ,,,,,,09/2019 a 09/2020,Samara Calçado de Azevedo,IRN,Aprovado no edital 001/2019,9
838,Programa de Educação Tutorial - PET Engenharia Mecânica,,set/19,mai/24,Vigente,MEC/ FNDE,,,1,,12,09/2019 a 05/2024,Sebastião Simões da Cunha JR,GEMEC,,
839,Validação experimental de modelo otimizado de turbina axial de ultra baixa queda ,,mar/18,fev/21,Vigente,FAPEMIG,,,,,,03/2018 a 02/2021,Ramiro Gustavo Ramirez Camacho,IEM,,
840,Pesquisa e Desenvolvimento de Um Sistema Integrado de Aquisição de Sinais de EEG,,out/19,out/21,Vigente,FAPEMIG,,,,,,10/2019 a 10/2021,Tales Cleber Pimenta,IESTI,,
842,Diseño aerodinámico de una turbina eólica de eje vertical de baja potencia para aplicaciones en una región con importante potencial eólico en Boyacá,,jan/20,mar/22,Vigente,Universidad Santo Tomás - Seccional Tunja – Colômbia,,"R$ 643.000,00",,,,01/2020 a 03/2022, Angie Lizeth Espinosa Sarmiento,IEM,prorrogado de 01/01/2021 para 01/03/2022 em 28/05/2020.,
PIDI44-2019,"FORMAÇÃO DE ENGENHEIROS DENTRO DE UMA UNIVERSIDADE EM PERSPECTIVA DE CIÊNCIA, TECNOLOGIAS E SOCIEDADE
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,ADILSON DA SILVA MELLO ,IEPG,,"8,9"
PIDI46-2019,"Educação em Ciências na cultura digital: narrativas digitais, currículo e construção de conhecimentos para formação crítica e cidad",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ALESSANDRA RODRIGUES",IFQ,,"8,4"
PIDI26-2019,"Sistemas de Liénard suaves por partes
",12/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ALEXANDER FERNANDES DA FONSECA",IMC,,8
PIDI32-2019,"Modelagem Estocástica Computacional e Experimental para Análise Técnica, Econômica e Regulatória de Microrredes Inteligentes
",12/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
BENEDITO DONIZETI BONATTO",ISEE,,10
PIDI22-2019,"Desenvolvimento de um ambiente de IoT para testes de segurança
",05/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
BRUNO GUAZZELLI BATISTA",IMC,,"8,3"
PIDI29-2019,"CARACTERIZAÇÃO E DESENVOLVIMENTO DE SEMICONDUTORES ORGÂNICOS OU HÍBRIDOS COMO SENSORES
",12/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,CARLA PATRICIA LACERDA RUBINGER,IFQ,,"9,3"
PIDI50-2019,"Unidades de Conservação da Mata Atlântica e Cerrado: instrumentos de gestão como ferramentas da concretização dos objetivos de criação da área e da relação com o entorno.
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
DANIELA ROCHA TEIXEIRA RIONDET COSTA",IRN,,9
PIDI43-2019,"O uso das salas de recursos multifuncionais e o ensino de ciências: Um estudo sobre inclusão na microrregião de Itajubá
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
DENISE PEREIRA DE ALCANTARA FERRAZ",IFQ,,"8,3"
PIDI52-2019,"Conhecimento Especializado mobilizado por futuros professores na elaboração e implementação de propostas de ensino para a educação básica
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ELIANE MATESCO CRISTOVAO",IMC,,"8,9"
PIDI60-2019,"SISTEMA DE INFORMAÇÃO GERENCIAL PARA APURAÇÃO DE CUSTOS DAS INSTITUIÇÕES FEDERAIS DE ENSINO SUPERIOR (IFES)
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ELIZABETE RIBEIRO SANCHES DA SILVA",IMC,,"8,4"
PIDI61-2019,Mapeamento automático entre paradigma de programação orientado à objetos e o modelo conceitual de dados baseado em grafos,14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ENZO SERAPHIM",IESTI,,"8,8"
PIDI64-2019,"Avaliação do erro de medição obtido por visão computacional de um processo de soldagem de revestimento de chapas de aço ABNT 1020
",18/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
JULIANA HELENA DAROZ GAUDENCIO",IEPG,,"7,3"
PIDI28-2019,"Sequenciamento e anotação genômica de uma estirpe brasileira de Bacillus thuringiensis visando a prospecção de genes com potencial biocida
",12/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
LUIZ CARLOS BERTUCCI BARBOSA",IRN,,"9,3"
PIDI49-2019,"FATORES QUE INFLUENCIAM O ACESSO DE MULHERES AO ENSINO SUPERIOR EM ÁREAS DE STEM (SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS) NO BRASIL
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
MARIANA FEITEIRO CAVALARI SILVA",IMC,,10
PIDI65-2019,"Laboratórios Didáticos de Física controlados remotamente: limitações e potencialidades à aprendizagem
",16/12/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
MIKAEL FRANK REZENDE JUNIOR",IFQ,,"9,5"
PIDI63-2019,"Sistemas Operacionais para Computação Reconfigurável
",18/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
OTÁVIO DE SOUZA MARTINS GOMES",IESTI,,8
PIDI59-2019,Lugares Incendiários: imagens e distopias contemporâneas,14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,PAULO CEZAR NUNES JUNIOR,IFQ,,"8,6"
PIDI42-2019,"Descoberta de conhecimento no apoio à tomada de decisão na gestão acadêmica em uma Instituição Federal de Ensino Superior
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
RAFAEL DE MAGALHAES DIAS FRINHANI",IMC,,10
PIDI66-2019,"Laboratório de Processamento de Alto Desempenho
",17/12/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ROBERTO CLAUDINO DA SILVA",IMC,,"8,3"
PIDI27-2019,"Estudo dos Mecanismos de Transferência de Energia Intermolecular em Polímeros, Oligômeros e Monômeros
",12/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ROBERTO SHIGUERU NOBUYASU JUNIOR",IFQ,,"9,5"
PIDI19-2019,"Vinte anos de Exame Nacional do Ensino Médio (1998-2018): Filosofia da Educação e avaliação educacional em continuidade e rupturas na concepção de política pública nas formas de ingresso no ensino superior no Brasil
",16/10/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
ROGERIO RODRIGUES",IFQ,,"7,6"
PIDI23-2019,"Estratégias para determinação e remoção de contaminantes emergentes em matrizes aquosas utilizando princípios da química verde
",08/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
SANDRO JOSE DE ANDRADE",IFQ,,9
PIDI48-2019,"Anatomia Funcional e Sistemática das Aves Strisores
",14/11/19,03/2020  ,02/2022,Vigente,Não possui ,,,,,,03/2020 a 02/2022,"
THIAGO VERNASCHI VIEIRA DA COSTA",IRN,,9
PVDI79-2020,"Aspectos de Integrabilidade e Dualidade em Teorias de Campo
",11/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
ALEXIS ROA AGUIRRE",IFQ,,"9,3"
PIDI94-2020,ANÁLISE DE UM CORPO DOCENTE DE ENSINO DE CIÊNCIAS ACERCA DA EDUCAÇÃO INCLUSIVA,24/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
ANA CAROLINA SALES OLIVEIRA",IFQ,,"6,4"
PIDI100-2020,"Levantamento de características e formas de tratamento de efluentes industriais brasileiros
",27/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
ANDRE AGUIAR MENDES",IRN,,9
PIDI69-2020,"POLÍTICAS CULTURAIS, ECONOMIA DA CULTURA E DESENVOLVIMENTO: dimensões do local e de sustentabilidades
",17/03/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
CARLOS ALBERTO MAXIMO PIMENTA",IEPG,,"9,2"
PIDI89-2020,"DESENVOLVIMENTO DE NOVOS COMPOSTOS REATIVADORES DA ACETILCOLINESTERASE INIBIDA POR COMPOSTOS ORGANOFOSFORADOS: PLANEJAMENTO, ANÁLISE CONFORMACIONAL E INVESTIGAÇÃO DE PROPRIEDADES ESTRUTURAIS E ELETRÔNICAS
",13/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
DANIEL HENRIQUES SOARES LEAL",IFQ,,"9,5"
PIDI92-2020,"Procedimentos metodológicos destinados a avaliação de máscaras caseiras confeccionadas durante a pandemia do coronavírus (COVID-19) em Itajubá-MG
",22/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
DENISE RANSOLIN SORANSO",IEPG,,"8,8"
PIDI93-2020,"Infraestrutura computacional e tecnologias de informação como soluções em eHealth
",23/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
EDVARD MARTINS DE OLIVEIRA",IESTI,,9
PVDI84-2020,"Função auxiliar aplicada à análise da integração de geração distribuída em sistemas de distribuição no contexto de estabilidade de tensão de regime permanente
",12/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
ELIANE VALENCA NASCIMENTO DE LORENCI",ISEE,,"7,9"
PIDI72-2020,Materiais lamelares intercalados/funcionalizados com moléculas orgânicas para a produção de sensores químicos.,18/03/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
FABIO DA SILVA LISBOA",IFQ,,"9,5"
PIDI85-2020,"Análise de viabilidade para desenvolvimento de arquitetura neuromórfica de baixa potência visando a implementação de um controlador MPPT para célula solar fotovoltaica em um sistema de energy harvesting.
",13/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
GABRIEL ANTONIO FANELLI DE SOUZA",IESTI,,"9,5"
PIDI87-2020,"DESENVOLVIMENTO DE INTERFACES GRÁFICAS COMPUTACIONAIS PARA AUTOMATIZAÇÃO DE CÁLCULOS NA ENGENHARIA DE BIOPROCESSOS
",13/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
GUILHERME YOUSSEF RODRIGUEZ",IRN,,"9,5"
PVDI76-2020,"IMPLEMENTAÇÃO NUMÉRICA-EXPERIMENTAL PARA ANALISAR A QUEIMA EM MADEIRA
",07/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
HELCIO FRANCISCO VILLA NOVA",IEM,,9
PIDI102-2020,"Aspectos da divulgação científica e da natureza da ciência na formação de professores
",27/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
JANE RAQUEL SILVA DE OLIVEIRA",IFQ,,"8,5"
PIDI101-2020,"Análise da otimização do processo de torneamento através da utilização de operações subsequentes.
",27/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
JEAN CARLO CESCON PEREIRA",IEM,,"8,4"
PVDI78-2020,"Desenvolvimento de um sistema de monitoramento cardíaco em FPGA visando aplicações em IoT
",09/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
LUIS HENRIQUE DE CARVALHO FERREIRA",IESTI,,"9,4"
PIDI75-2020,"Síntese e Caracterização de Sistemas Azólicos com Potencial Atividade Tripanocida
",06/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
MAURICIO SILVA DOS SANTOS",IFQ,,"9,3"
PVDI81-2020,"Estudo da viabilidade da união de processos para tratamento de efluentes
",12/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
MILADY RENATA APOLINARIO DA SILVA",IFQ,,9
PIDI103-2020,"Metodologias Ativas na Educação em Ciências da Natureza e Matemática
",27/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
NEWTON DE FIGUEIREDO FILHO",IFQ,,"9,4"
PIDI73-2020,"Uso de Metamateriais para o Projeto de Reforço do Concreto
",31/03/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
PAULO CESAR GONCALVES",IRN,,9
PIDI83-2020,Avaliação do efeito da velocidade do resfriamento de têmpera na energia de impacto do aço Hadfield classe b,12/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
RENATA NEVES PENHA",IEM,,8
PIDI80-2020,"Composição e dinâmica da avifauna da Reserva Biológica Serra dos Toledos, Itajubá, MG: utilizando múltiplas abordagens metodológicas e implementando um programa de monitoramento de aves a longo prazo na Mata Atlântica
",11/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
THIAGO VERNASCHI VIEIRA DA COSTA",IRN,,"9,3"
PVDI77-2020,"Estudos de aglomerados abertos com dados do OPD e do catálogo Gaia DR2
",07/04/20,08/2020,07/2022,Vigente,Não possui ,,,,,,08/2020 A 07/2022,"
WILTON DA SILVA DIAS",IFQ,,"9,8"
PIDI110-2019,"Desenvolvimento de estruturas nanofotônicas baseadas em transformada óptica para aplicação em fotônica do silício e fotônica de microondas
",29/06/20,03/2019,02/2021,Vigente,CNPq,," R$ 39.600,00 ",,,,03/2019 A 02/2021,Danilo Henrique Spadoti,IESTI,,
PVDI115-2019,"Planejamento de sistemas de geração de energia elétrica a partir da programação multiobjetivo
",03/09/20,06/2019,05/2021,Vigente,CNPq,," R$ 108.000,00 ",,,,06/2019 A 05/2021,PEDRO PAULO BALESTARSSI,IESTI,,
PVDI118-2019,"ESTUDO DO PROGNÓSTICO DE MITIGAÇÃO POTENCIAL DE GASES DE EFEITO ESTUFA NO ESTADO DE MINAS GERAIS PELA GERAÇÃO DE ENERGIA ELÉTRICA DE BIOGÁS DE DIGESTÃO ANAERÓBIA DA FRAÇÃO ORGÂNICA DE RESÍDUOS SÓLIDOS URBANOS E DE LODOS DE ESTAÇÕES DE TRATAMENTO DE ESGOTO
",05/10/20,10/2019,10/2022,Vigente,FAPEMIG,,"R$ 26.566,89",,,,10/2019 A 10/2022,Regina Mambeli Barros,IRN,,
PVDI33-2019,"Estudo Teórico-Experimental em Transferência de Calor com Ênfase no Desenvolvimento de Técnicas de Problemas Inversos
",13/11/19,01/2019,12/2021,Vigente,FAPEMIG,,"R$ 50.610,00",,,,01/2019 A 12/2021,Sandro Metrevelle Marcondes de Lima e Silva,IEM,,
PVDI113-2020,"PET: Formação de Professores em Ciências Exatas
",16/08/20,08/2020,12/2023,Vigente,CAPES,," R$ 108.000,00 ",,,,08/2020 A 12/2023,"
AGENOR PINA DA SILVA",IFQ,,
PIDI116-2020,"Monitoramento de Processos
",06/09/20,01/2020,12/2020,Vigente,CNPq,,"R$ 30.000,00",,,,01/2020 A 12/2020,"
ANTONIO FERNANDO BRANCO COSTA",IEPG,,
PVDI120-2020,"Derivadores Rastreados por Satélite e Monitoramento Automático de Parâmetros Ambientais Aplicados ao Entendimento da Contribuição dos Afluentes para o Restabelecimento do Rio Doce
",04/11/20,11/2020,12/2025,Vigente,FAPEMIG,,"R$ 943.558,31",,,,12/2020 A 12/2025,"
ARCILAN TREVENZOLI ASSIREU",IRN,,
PVDI105-2020,"Biocombustíveis a partir de resíduos: combustão, energia e ciclos não convencionais
",15/05/20,03/2020  ,03/2024,Vigente,CNPq,,"R$ 105.600,00",,,,03/2020 A 03/2024,"
CHRISTIAN JEREMI CORONADO RODRIGUEZ",IEM,,
PVDI108-2020,"Um novo catálogo de aglomerados abertos na era GAIA
",23/06/20,01/2020,01/2023,Vigente,CNPq,," R$ 39.600,00 ",,,,01/2020 A 01/2023,"
HEKTOR STHENOS ALVES MONTEIRO",IFQ,,
PVDI107-2020,"MODELOS INTERDISCIPLINARES DE APOIO À DECISÃO PARA A CONSTRUÇÃO DA MOBILIDADE URBANA SUSTENTÁVEL
",25/05/20,03/2020  ,02/2023,Vigente,CNPq,," R$ 39.600,00 ",,,,02/2020 A 02/2023,"
JOSIANE PALMA LIMA",IEPG,,
PVDI111-2020,"Science Education and Environmental Education through collaborative partnership between school, university and society
",15/07/20,02/2020,02/2021,Vigente,Institute of Education - University College London ,,,,,,02/2020 A 02/2021,"
LUCIANO FERNANDES SILVA",IFQ,,
