Número de registro na DPI ,Título do Projeto,Data de Registro,Início da vigência,Témino da vigência,Status,Órgão Financiador, Recursos Internos , Recursos Externos ,Bolsa Pesquisa,Mestrado/Doutorado,IC,Participação     Inicio e fim,Coordenador,Instituto Vinculado,Observações,Nota de mérito (projetos sem financiamento externo)
Atualização em 12-2020,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
466,Síntese e caracterização de novos complexos metálicos de IN(III) e GA(III) com ligantes Sulfonilditiocarbimatos,1/2/2016,mar/16,mar/17,Expirado,,,,,,,03/2016 a 03/2017,Eder do Couto Tavares,IFQ, Edital 004-2015/Relatorio final entregue em 19/04/2018 // Arquivado CAIXA 01/2020,"8,64"
467,Síntese e caracterização de novos potenciais agentes antibacterianos análogos ao produto natural Aurachin D,1/12/2015,dez/15,nov/18,Expirado,,,,,,,12/2015 a 11/2018,Maurício Frota Saraiva,IFQ, Edital 004-2015/ Prorrogado até 11/18 em 10/07/18 - Relatório final entregue dia 10/07/2018  // Arquivado CAIXA 001/2020,"9,93"
468,Síntese e caracterização de novas diaminas análogas ao SQ-109: Potenciais agentes Antimicobacterianos,1/12/2015,dez/15,nov/17,Expirado,,,,,,,12/2015 a 11/2017,Maurício Frota Saraiva,IFQ, Edital 004-2015 - Relatório final entregue dia 10/07/2018  // Arquivado CAIXA 001/2020,"9,71"
469,Sistema de medição de parâmetros fisiológicos para auxílio a triagem em sistemas de saúde,1/1/2016,mar/16,ago/17,Expirado,,,,,,,03/2016 a 08/2017,Egon Luiz Muller Junior,IESTI, Edital 004-2015,"7,82"
470,"Tecnologia, Comunicação e subjetividade: Incomunicabilidade",1/11/2015,nov/15,nov/16,Expirado,,,,,,,11/2015 a 11/2016,Lauren Ferreira Colvara,IEPG, Edital 004-2015,"7,05"
471,Telhados verdes no sul de Minas Gerais – Fase 1: Estudos de base,1/1/2016,mar/16,fev/18,Expirado,,,,,,,03/2016 a 02/2018,Herlane Costa Calheiros,IRN, Edital 004-2015/Relatorio final entregue em 02/05/2018 // Arquivado CAIXA 01/2020,7
472,Tendências e evolução da qualidade do ar na região metropolitana de Belo Horizonte: Perspectivas para o atendimento dos valores recomendados pela organização mundial de saúde,1/12/2015,dez/15,dez/17,Expirado,,,,,,,12/2015 a 12/2017,Vanessa Silveira Barreto Carvalho,IRN, Edital 004-2015 - Relatório de conclusão entregue dia 29.01.2019  // Arquivado CAIXA 01/2020,"8,35"
473,Tratamento térmico de resíduos sólidos orgânicos por processo de secagem em leito de jorro,1/1/2016,mar/16,fev/18,Expirado,,,,,,,03/2016 a 02/2018,Maisa Tonon Bitti Perazzini,IRN, Edital 004-2015 - Relatorio final entregue via e-mail no dia 11/05/2017  // Arquivado CAIXA 001/2020,"8,43"
474,Um estudo sobrea implementação das políticas públicas de formação de professores na universidade,1/1/2016,mar/16,fev/19,Expirado,,,,,,,03/2016 a 02/2019,Flávia Sueli Fabiani Marcatto,IMC, Edital 004-2015 - Prorrogado em 23/02/18 para 02/2019 - Relatório Final entregue dia 20.02.19 // Arquivado CAIXA 01/2020,"7,78"
475,Estudo das Propiedades elétricas de isolantes topológicos baseados em semicondutores de Gap,1/12/2015,jul/15,ago/16,Expirado,FAPEMIG,," R$ 21.683,00 ",0,0,0,07/2015 a 08/2016,Marcelos Lima Peres,IFQ,,
477,Contribuições para melhor compreensão dos efeitos benéficos e nocivos relacionados à exposição a níveis elevados de radiação solar ultravioleta a partir de medidas expectrais ,3/12/2015,ago/15,jan/18,Expirado,FAPEMIG,," R$ 40.173,00 ",0,0,1,08/2015 a 01/2018,Marcelo de Paula Corrêa,IRN,Alteração em Registro de Pesquisa para inserção de membros dia 06/07/2016- Vigencia prorrogada pela FAPEMIG até 23/01/2018. // Relatório final entregue em 06/08/2019  // Arquivado CAIXA 001/2020,
478,"Síntese, caracterização Físico- Química e testes de atividade Antileishmania de Novos Derivados Amidínicos ",10/12/2015,jul/15,set/18,Expirado,FAPEMIG,," R$ 39.068,00 ",,,,07/2015 a 09/2018,Maurício Silva dos Santos,IFQ,Relatório Final entregue em 04/2020,
479,Sistema Portátil de Baixo Consumo para Aquisição de Grandezas Biomédicas a Partir de Sensores Integrados em Modo Corrente,10/12/2015,mai/14,mai/16,Expirado,CNPQ,," R$ 149.400,00 ",,2,,05/2014 a 05/2016,Tales Cleber Pimenta,IESTI,Relatório Final entregue em 03/11/2016 - por e-mail ao DPI  // Arquivado CAIXA 01/2020,
480,Desenvolvimento de uma Plataforma de Circuitos Integrados - Cis para aplicações Industriais e desenvolvimento de ASIC para uma linha de posicionadores e atuadores inteligentes para válvulas de controle a partir da plataforma desenvolvida,10/12/2015,ago/15,ago/18,Expirado,BNDES,," R$ 3.408.400,00 ",,,,08/2015 a 08/2018,Tales Cleber Pimenta,IESTI,Relatório Final entregue em 06/2020,
481,Uso de Veículos aéreos não tripulados (VANTS) para prospecção eólica,11/12/2015,dez/15,dez/17,Expirado,FAPEMIG,," R$ 48.000,00 ",,,,12/2015 a 12/2017,Arcilan Trevenzoli Assireu,IRN,Relatorio Final entregue em 06/2020,
482,REAÇÃO DE MORITA-BAYLIS-HILLMAN E DITIOCARBIMATOS: FERRAMENTAS PARA A SÍNTESE DE NOVOS ACELERADORES DA VULCANIZAÇÃO DA BORRACHA,15/12/2015,ago/15,jul/16,Expirado,PRPPG Unifei," R$ 10.000,00 ",,,,1,08/2015 a 07/2016,Eder do Couto Tavares,IFQ,Edital 003/2015 enxoval = prestação de contas entregue regularmente.,
483,Modelagem de um Índice Mineiro de Educação Financeira a partir de variaveis sócio demográficas,21/12/2015,ago/15,jul/16,Expirado,PRPPG Unifei," R$ 10.000,00 ",,,,1,08/2015 a 07/2016,André Luiz Medeiros,IEPG,Edital 003/2015 enxoval / Arquivado caixa D,
484,Amigos do Clima,21/12/2015,set/15,set/17,Expirado,FAPEMIG,," R$ 22.543,50 ",,,1,09/2015 a 09/2017,Michelle Simões Reboita,IRN,Relatório FINAL entregue em NOVEMBRO/2017,
485,Identificação e comparação do perfil de inovação de dois polos de inovação situados no sul do estado de Minas Gerais utilizando o Radar d e inovação (Innovation Radar),23/2/2016,jul/15,jul/16,Expirado,PRPPG Unifei," R$ 10.000,00 ",,,,1,07/2015 a 07/2016,Célia Ottoboni,IEPG,"Edital 003/2015 enxoval - Relatório final entregue em 03/11/2016, por e-mail // Arquivado CAIXA 01/2020",
486,Estudo Observacional da camada limite planetária na região de transição terra-água: Implicações para o aproveitamento eólico,23/2/2016,mar/16,mar/19,Expirado,CNPq,,,1,,,03/2016 a 03/2019,Arcilan Trevenzoli Assireu,IRN,Relatorio Final entregue em 06/2020,
487,Caracterização de materiais poliméricos e compósitos,26/4/2016,mar/16,fev/19,Expirado,Cnpq,," R$ 39.600,00 ",1,,,03/2016 a 02/2019,Carla Patrícia Lacerda Rubinger,IFQ,Relatorio Final entregue em 21/03/2019 // Arquivado CAIXA 01/2020,
488,Sistemática para Tratamento de Riscos em projetos de software via SCRUM - TEC PPM - 00834-15,16/5/2016,jul/15,ago/17,Expirado,FAPEMIG,," R$ 24.000,00 ",,,,07/2015 a 08/2017,Carlos Eduardo Sanches da Silva,IEPG,relatorio final entregue // Arquivado CAIXA 01/2020,
489,Estudos físico-quimicos e biológicos de magnetodendrissomas de poliglicerol,13/5/2016,fev/15,fev/19,Expirado,CNPq,,,1,,,02/2015 a 02/2019,Alvaro Antonio Alencar de Queiroz,IFQ,,
490,Influência da Eficiência  de Moagem de alta Energia na produção de aços inoxidáveis duplex,,mar/16,jul/19,Expirado,FAPEMIG,," R$ 19.000,00 ",,,,03/2016 a 02/2018,Gilbert Silva,IEM,Prorrogado em 16.05.2018 para 26/07/2019,
491,Produção e desenvolvimento do aço inoxidável duplex UNS S31803 nano estruturado obtido por moagem de alta energia com adição de carbetos,,mar/16,fev/19,Expirado,CNPq,," R$ 39.600,00 ",,,,03/2016 a 02/2019,Gilbert Silva,IEM,,
492,"A DINÂMICA DAS ATIVIDADES EMPREENDEDORAS, CRIATIVAS E INOVADORAS NAS CIDADES: PROPOSTA DE FRAMEWORK CONCEITUAL",,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Elzo Alves Aranha,IEPG,Edital 002/2016. Processo 23088.010423/2016-96  ,"9,3"
493,Aglomerados abertos e a estrutura do disco Galáctico,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Wilton da silva dias,IFQ,Edital 002/2016. Processo 23088.010139/2016-10  // Relatório Final Aprovado em 02/06/2020,"9,3"
494,ANÁLISE EXERGO-AMBIENTAL EM INDÚSTRIAS DE USO INTENSIVO DE ENERGIA: FÁBRICAS DE CIMENTO E DE PAPEL E CELULOSE,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Rogério José da Silva,IEM,Edital 002/2016. Processo 23088.010422/2016-41 - Relatório final entregue em 10/2018  // Arquivado CAIXA 01/2020,"7,6"
495,Aplicações da Mecânica Geométrica em problemas não-conservativos de Mecânica Celeste,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Lucas Ruiz dos Santos,IMC,Aprovado no (Edital 002/2016 e 003/2016). Processo 23088.010151/2016-24,"8,7"
496,"Aquisição, Tratamento e Análise de Sinais Biomédicos",,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Carlos Minoru Tamaki,IMC,Edital 002/2016. Processo 23088.010151/2016-24 // Relatório final reprovado em 06/2020,"6,9"
497,Avaliação de desempenho de ambientes Big Data,,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Bruno Tardiole Kuehne,IESTI,Edital 002/2016. Processo 23088.010334/2016-40/Relatório final entregue. // Arquivado CAIXA 01/2020,8
498,AVALIAÇÃO DE USABILIDADE E FATORES HUMANOS E NO DESENVOLVIMENTO DE EQUIPAMENTOS MÉDICOS,,jun/16,mai/19,Expirado,,,,,,,06/2016 a 05/2019,Ana Paula Siqueira Silva de Almeida,IESTI,Edital 002/2016. Processo 23088.010334/2016-40/ Solicitada prorrogação de vigência para 05/2019 em 06/12/2017. // Relatório final entregue 27/01/2020 // Arquivado em CAIXA 01/2020,"8,7"
499,Computação Científica para solução de problemas astrofísicos,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Hektor Sthenos Alves Monteiro,IFQ,Edital 002/2016. Processo 23088.010139/2016-10 /Relatorio final entregue em 08/05/2018 // Arquivado CAIXA 01/2020,"6,4"
500,Criação de uma planilha eletrônica para o auxílio em projetos de instalações elétricas de baixa e média tensão,,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Credson de Salles,ISEE,Edital 002/2016. Processo 23088.010144/2016-22,"6,2"
501,DESENVOLVIMENTO DE NANOCOMPÓSITOS ANTIMICROBIANOS PARA PROTEÇÃO DE BORRACHA DE SILICONE,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Maria Elena Leyva González,IFQ,Edital 002/2016. Processo 23088.010139/2016-10 - Relatorio Final entregue no dia 19/06/2018  // Arquivado CAIXA 001/2020,"8,8"
502,Desenvolvimento de plataforma embarcada para ensino,,jun/16,nov/18,Expirado,,,,,,,06/2016 a 11/2018,Rodrigo Maximiano Antunes de Almeida,IESTI,Edital 002/2016. Processo 23088.010334/2016-40/ Solicitada prorrogação de vigência para 11/2018 em 06/12/2017.,"8,5"
503,DESENVOLVIMENTO DE UM SISTEMA DE GERENCIAMENTO DE BATERIAS COM CARREGADOR INTEGRADO PARA BATERIAS DE LÍTIO,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Robson Bauwelz Gonzatti,ISEE,Edital 002/2016. Processo 23088.010144/2016-22 - Relatorio Final entregue no dia 05/06/2018 // Arquivado CAIXA 01/2020,"8,7"
504,DESENVOLVIMENTO E AVALIAÇÃO DE ALGORITMOS DE BALANCEAMENTO DE CARGA PARA UM AMBIENTE EM NUVEM,,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Bruno Guazzelli Batista,IMC,Aprovado no (Edital 002/2016 e 003/2016). Processo 23088.010151/2016-24 - Relatório final entregue em 30/05/2017 por e-mail // Arquivado CAIXA 01/2020,9
505,Determinação e remoção de contaminantes emergentes em mattrizes aquosas,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Sandro José de Andrade,IFQ,Edital 002/2016. Processo 23088.010139/2016-10 - Relatorio Final entregue no dia 05/06/2018 // Arquivado CAIXA 01/2020,"7,8"
506,Estruturas de concreto armado: Estudo dos Estados Limites de Utilização relacionados à durabilidade,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Paulo Cesar Gonçalves,IRN,Edital 002/2016. Processo 23088.010154/2016-68 - Relatório final entregue em 29/10/2018  // Arquivado CAIXA 01/2020,6
507,Estudo e desenvolvimento de aplicações com Processamento de Alto Desempenho e Processamento Paralelo,,jun/16,nov/17,Expirado,,,,,,,06/20016 a 11/2017,Roberto Claudino da Silva,IMC,Edital 002/2016. Processo 23088.010151/2016-24 // Relatório final entregue em 20/12/2019 // Arquivado CAIXA 01/2020,6
508,ESTUDO NUMÉRICO DE ESCOAMENTOS GÁS-LÍQUIDO EM JATOS E ATOMIZADORES VISANDO PRODUÇÃO DE NANOPARTÍCULAS,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Maximilian Joachim Hodapp,IRN,Edital 002/2016. Processo 23088.010154/2016-68 - Relatorio Final entregue no dia 05/06/2018  // Arquivado CAIXA 001/2020,"7,6"
509,IMPLEMENTAÇÃO DE MODELOS DE SISTEMAS DE CCAT EM PROGRAMAS DE SIMULAÇÃO PARA UTILIZAÇÃO NO PLANEJAMENTO DE SISTEMAS ELÉTRICOS DE POTÊNCIA,,jun/16,nov/17,Expirado,,,,,,,06/2016 a 11/2017,Mauricio Campos Passaro,ISEE,Edital 002/2016. Processo 23088.010144/2016-22,"8,1"
510,IMPLEMENTAÇÃO DE UM ALGORITMO HÍBRIDO PARA O PROVISIONAMENTO DE RECURSOS EM NUVEM UTILIZANDO O REMM,,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Bruno Guazzelli Batista,IMC,Edital 002/2016. Processo 23088.010151/2016-24´- RELATÓRIO FINAL ENTREGUE EM 23/05/2017 POR E-MAIL Obs.: aluno envolvido não concluiu as atividades // Arquivado CAIXA 01/2020,9
511,LEVANTAMENTO E ANÁLISE DE DADOS DOS TÚNEIS BRASILEIROS,,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Adinele Gomes Guimarães,IRN,Edital 002/2016. Processo 23088.010154/2016-68 Relatorio final entregue em 03/05/2018 // Arquivado CAIXA 01/2020,"6,6"
512,Mapeamento e Estado da Arte de pesquisas colaborativas ou em grupos colaborativos ou em comunidades de prática sobre o professor que ensina matemática,,jun/16,mai/17,Expirado,,,,,,,06/2016 a 05/2017,Eliane Matesco Cristovão,IMC, // Arquivado CAIXA 01/2020Edital 002/2016. Processo 23088.010151/2016-24/ Relatorio final entregue em 20/12/2017,"7,2"
513,Modelagem Matemática e Simulação Numérica de Problemas Envolvendo Dinâmica de Fluidos e Dinâmica dos Corpos Rígidos,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Bruno Silva de Sousa,IEM,Edital 002/2016. Processo 23088.010422/2016-41  - Relatório final entregue em 30/10/2018 // Arquivado CAIXA 01/2020,"6,9"
514,Os sonhos e as verdades nos cursos de Engenharia: as narrativas sobre a constituição do profissional entre palavras e ações,,jun/16,jun/20,Expirado,,,,,,,08/2017 a 07/2018,Rogério Rodrigues,IFQ,Relatório Final Aprovado em 30/09/2020 // Edital 002/2016 Suspenso em decorrência do afastamento do coordenador- Reativado em 01/08/2017 - Projeto prorrogado em 27/06/2018 para 03/2019 - - Projeto prorrogado em 29/01/2019 para 06/2020 ,"8,1"
515,Parâmetros atmosféricos de Hot-Jupiters  através da observação de trânsitos  e eclipses secundários no infravermelho,,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Gabriel Rodrigues Hickel,IFQ,Edital 002/2016. Processo 23088.010139/2016-10 ,"7,2"
516,Um estudo das potencialidades de um projeto de extensão permeado por práticas de letramento científico e tecnológico: parceria entre a Universidade Federal de Itajubá e Escolas Públicas de Ensino Médio,,jun/16,nov/17,Expirado,,,,,,,06/2016 a 11/2017,Eliane Matesco Cristovão,IMC,Edital 002/2016. Processo 23088.010151/2016-24- Relatório final entrgue em 20/12/2017 // Arquivado CAIXA 01/2020,7
517,"UMA PROPOSTA PARA MELHORIA DA PREVISIBILIDADE DE CUSTO DE PROJETOS DE SOFTWARE, UTILIZANDO A TÉCNICA DE GERENCIAMENTO DE VALOR AGREGADO (GVA) E DADOS HISTÓRICOS DO INDICADOR DE DESEMPENHO DE CUSTO (IDC)",,jun/16,mai/18,Expirado,,,,,,,06/2016 a 05/2018,Adler Diniz de Souza,IMC,Aprovado no (Edital 002/2016 e 003/2016). Processo 23088.010151/2016-24.,"9,8"
518,Estudos de Estabilidade de tensão considerando a inserção de Energias Renováveis,,mar/16,fev/20,Expirado,CNPq,," R$ 110.400,00 ",,,,03/2016 a 02/2020,Antonio Carlos Zambroni de Souza,ISEE,,
519,Expressividade socioeconômica da agricultura familiar para o desenvolvimento territorial em municípios do sul de Minas Gerais,,jul/16,jul/17,Expirado,,,,,,,07/2016 à 07/2017,Viviane Guimarães Pereira,IEPG, Edital 003/2016. Processo 23088.011884/2016-86 ALTERAÇÃO/ Relatório final entregue e aprovadao em 06/07/17  // Arquivado CAIXA 01/2020,10
520,Modelagem Computacional de Problemas de Otimização Topológica Aplicados no Projeto Mecânico,21/6/2016,jun/16,ago/17,Expirado,,,,,,,06/2016 à 08/2017,Bruno Silva de Sousa,IEM,Edital 003/2016. Processo 23088.011872/2016-51 - Relatorio Final entregue 11/05/2018 // Arquivado CAIXA 01/2020,10
521,Equilíbrio de fases a 1050 °C do sistema ternário Ni-Nb-Ta,21/6/2016,jul/16,jul/18,Expirado,,,,,,,07/2016 a 07/2018,Antonio Augusto Araújo Pinto da Silva,IEM,Edital 003/2016. Processo 23088.011872/2016-51 / relatório final entregue em 07/2019,"9,6"
522,Solitons Topologicos e Deformações,21/6/2016,jul/16,jun/17,Expirado,,,,,,,07/2016 a 06/2017,Alexis Roa Aguirre,IFQ,Edital 003/2016. Processo 23088.011881/2016-42 -Relatorio final entregue em 17/08/2017  // Arquivado CAIXA 01/2020,"9,3"
523,Impacto das mudanças climáticas para as principais culturas de clima temperado na região Sudeste do Brasil,21/6/2016,jul/16,jun/19,Expirado,,,,,,,07/2016 à 06/2019,Fabrina Bolzan Martins,IRN, Edital 003/2016.  Processo 23088.011878/2016-29 - Prorrogado em 28/11/17 para até 06/2019 // Relatório Final entregue em 30/08/2019,9
524,Sobre a Estabilidade e Instabilidade de Soluções de Problemas Semi-lineares,21/6/2016,jul/16,jun/17,Expirado,,,,,,,07/2016 a 06/2017,Maicon Sônego,IMC,Aprovado no Edital 003/2016. Processo 23088.011874/2016-41 ,"8,7"
525,Efeitos de vácuo Quantico,12/7/2016,jul/16,fev/22,Vigente,CNPq,," R$ 39.600,00 ",,,,07/2016 a 02/2022,Fabricio Augusto Barone Rangel,IFQ,Memorando nº 435/2016 - IFQ - prorrogado em 03/19 até 02/2022,
526,Avaliação da atividade antiflamatória de farmacos associados a polímeros biodegradáveis funcionalizados com ligante da selectina-e em modelo de artrite induzida por antígeno,12/7/2016,jul/16,dez/17,Expirado,CNPq,," R$ 17.480,00 ",,,,07/2016 a 12/2017,Daniela Sachs,IFQ,Processo 23088.011900/2016-31 - Relatório Final entregue dia 20.02.19 // Arquivado CAIXA 01/2020,
527,Flutuações quânticas de campos na presença de meios materiais,13/7/2016,jul/16,fev/20,Expirado,CNPq,," R$ 17.480,00 ",,,,07/2016 a 02/2020,Vitorio Alberto De Lorenci,IFQ,Relatorio Final entregue em 06/2020,
528,Modelos de maquinas síncrona com ênfase na fidelidade das grandezas do rotor,13/7/2016,jul/16,fev/17,Expirado,CNPq,," R$ 17.480,00 ",,,,07/2016 a 02/2017,Edson da Costa Bortoni,ISEE,Relatório final de projeto entregue por e-mail em 04/12/2017 // Arquivado CAIXA 01/2020,
529,"Avaliação Técnico, Econômica e de Sustentabilidade de Diferentes Tecnologias Avançadas de Conversão ",15/7/2016,jul/16,mar/19,Expirado,CNPq,," R$ 39.600,00 ",,,,07/2016 a 03/2019,José Carlos Escobar Palacio,IEM,Memorando nº 437/2016 - IEM,
530,Crosscap em Espaço Minkowski e Equações Diferenciais Ordinárias,12/9/2016,set/16,jul/19,Expirado,FAPEMIG,," R$ 19.582,50 ",,,,09/2016 a 07/2019,Fabio Scalco Dias,IMC,Memorando nº 322/2016 - IEM/Prorrogado até 07/19 // Relatório Final entregue em 21/05/2020,
531,Água: Prevenir é o melhor remédio  ,14/9/2016,set/16,dez/16,Expirado,CAPES,," R$ 40.000,00 ",,,,09/2015 a 12/2016,Ana Lúcia Fonseca,IRN,Relatorio final entregue por e-mail no dia 26/06/2017 // Arquivado CAIXA 01/2020,
532,"Análise da influência do uso e ocupação do solo sobre os recursos hidricos da bacia hidrográfica do córrego do Feijão, São Carlos, SP",26/10/2016,nov/12,nov/16,Expirado,,,,,,,11/2012 a 11/2016,Francisco Antônio Dupas,IRN,Projeto registrado após aprovação em Câmera - 5ª reunião extraordinária em 20/10/2016 41ª Resolução,
533,"Indicadores ambientais por meio de simulação e análise de dados. Estudo do caso da bacia hidrográfica do ribeirão do feijão (São Carlos, SP) utilizando banco de dados e S.I.G",26/10/2016,nov/12,nov/16,Expirado,,,,,,,11/2012 a 11/2016,Francisco Antônio Dupas,IRN,Projeto registrado após aprovação em Câmera - 5ª reunião extraordinária em 20/10/2016 41ª Resolução,
534,"Variaveis ambientais em banco de dados (BD) visando a busca das interações e utilizando simulação por meio de sistemas de informação geográfica (SIG). Estudo do caso da bacia hidrográfica do córrego do Feijão, São Carlos, SP A1:T3554",26/10/2016,nov/12,nov/16,Expirado,,,,,,,11/2012 a 11/2016,Francisco Antônio Dupas,IRN,Projeto registrado após aprovação em Câmera - 5ª reunião extraordinária em 20/10/2016 41ª Resolução,
535,Suporte para o projeto: Desenvolvimento de Tecnologias e procedimentos eficientes para gestão Hidroenergética em sistemas de Distribuição de Água,21/12/2016,set/16,jun/21,Vigente,FAPEMIG ,,"R$ 4.800,00",_,,,12/2016 a 06/2021,Fernando das Graças Braga da Silva,IRN,"Processo nº 23088.021330/2016-97, enviado Á DPI em 07/12/2016 - Programa Pesquisador Mineiro - PPM 00755-16- Prorrogado de 09/2018 para 12/2018 ( em 04/2018). Prorrogado novamento de 12/2018 para 06/2019 ( em 12/2018) Foi prorrogado para30/04/2020 realizada em 17/07/2019 e novamente prorrogrado para 06/2021 em 29/07/2020",
536,Desenvolvimento de Tecnologias e procedimentos eficientes para gestão Hidroenergética em sistemas de Distribuição de Água - Programa Pesquisador Mineiro,19/1/2013,01/jan,fev/18,Expirado,FINEP,,"R$ 420.000,00",,,,01/2013 a 02/2018,Fernando das Graças Braga da Silva,IRN,Processo nº 23088.021328/2016-18 - enviado á DPI em 07/12/2016 - pedido de alteração de vigência em 22/02/2017 para 02/2018 - Relatorio Final entregue em 11/05/2018 //  PROJETO ENCERRADO. RELATORIO ENTREGUE CERTIFICADO FEITO,
537,A FORMAÇÃO DE PROFESSORES E A TEMÁTICA AMBIENTAL: ATUAÇÃO DOCENTE NAS DISCIPLINAS DE CIÊNCIAS NATURAIS E BIOLOGIA,8/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Janaina Roberta dos Santos,IRN,Edital 005/2016 - Relatório de conclusão entregue dia 29.01.2019 // Arquivado CAIXA 01/2020,"7,3"
538,ANÁLISE DA PERMEABILIDADE DE SOLOS ARGILOSOS COM ADIÇÃO DE FIBRAS DE CANA-DE-AÇÚCAR ,8/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Adinele Gomes Guimarães,IRN,Relatorio final entregue em 03/05/2018 // Arquivado CAIXA 01/2020,"9,25"
539,Análise do impacto da geração de energia fotovoltaica conectada à rede elétrica considerando uma empresa pública municipal,8/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Roberto Akira Yamachita,ISEE,Relatório Final Aprovado em 056/2020,"7,57"
540,APLICAÇÃO DO NDVI PARA ANÁLISE MULTITEMPORAL DA COBERTURA VEGETAL NO MONUMENTO NATURAL ESTADUAL DA PEDRA DO BAÚ,8/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Nívea Adriana Dias Pons,IRN,Prorrogado em 12/12/17 até 01/2019. // Relatório final entregue em 15/05/2019  // Arquivado CAIXA 001/2020,"9,93"
541,AVALIAÇÃO DA INSERÇÃO DE CONTAMINANTES DURANTE O ENVELHECIMENTO DO ÓLEO MINERAL ISOLANTE ,8/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,FLAVIO SOARES SILVA,IFQ,,"8,36"
542,Avaliação da vida em fadiga de um aço avançado de alta resistência submetido ao tratamento de têmpera e partição,10/2/2017,fev/17,jun/19,Expirado,,,,,,,fev/2017 a jan/2019,RENATA NEVES PENHA,IEM,Prorrogado em 12/12/18 até 06/2019.,"8,89"
543,AVALIAÇÃO DE PARÂMETROS DE DESEMPENHO EM REATOR CONVENCIONAL: APLICAÇÃO EM (BIO)PROCESSOS,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Luciano Jacob Corrêa,IRN,,"9,28"
544,Caos  e ordem em dinâmica em superfícies,10/2/2017,fev/17,jan/20,Expirado,,,,,,,fev/2017 a 01/2020,JUAN VALENTIN MENDOZA MOGOLLON,IMC,Prorrogado em 12/12/18 até 01/2020. // relatório final entregue e aprovado em 03/2020,"8,96"
545,Características estáticas e dinâmicas de instrumentos,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,Edson da Costa Bortoni,ISEE,,"6,85"
546,Caracterização óptica de amostras de TiO2 Anatase dopadas com Pd: Uma nova abordagem de ajustes pelo método de otimização global,10/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,Adhimar Flávio Oliveira,IFQ,Relatório final entregue em 15/02/2018 // Arquivado em CAIXA 01/2020,"8,29"
547,Controle de odores em sistema de esgotamento sanitário,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,HERLANE COSTA CALHEIROS,IRN,Relatório final entregue em 27/06/2019 // Arquivado CAIXA 01/2020,"9,5"
548,Correções de ordem superior em teorias supersimétricas de cordas,10/2/2017,fev/17,fev/20,Expirado,,,,,,,fev/2017 a jan/2019,Ricardo Ivan Medina Bascur,IMC,Projeto prorrogado em 29/01/2019 para 02/2020 // Relatório final entregue em 03/02/2020,"9,5"
549,DESENVOLVIMENTO DE MÉTRICAS PARA AVALIAÇÃO DOS IMPACTOS RELACIONADOS ÀS AÇÕES DA ORGANIZAÇÃO NÃO GOVERNAMENTAL - AMIGOS DE ITAJUBÁ,10/2/2017,fev/17,jan/19,Expirado,,,,,,,fev/2017 a jan/2019,LUIZ EUGENIO VENEZIANI PASIN,IEPG,,"7,65"
550,DETERMINAÇÃO DE PROPRIEDADES TÉRMICAS DE SOLOS CONTAMINADOS,10/2/2017,fev/17,fev/19,Expirado,,,,,,,fev/2017 a jan/2019,Hugo Perazzini,IRN,Relatório final entregue no dia 15/05/2019 // Arquivado CAIXA 01/2020,"8,5"
551,Diagnóstico de defeitos em rolamentos por meio da análise da vibração,10/2/2017,fev/17,jan/18,Expirado,,,,,,,fev/2017 a jan/2018,JANAINA CUNHA VAZ ALBUQUERQUE,IEM,Relatório Final REPROVADO pela Comissão Institucional de Pesquisa em 06/2020,"8,68"
