N�;Nome do Projeto;In��cio;T�mino;Status;�rg�o Financiador;Recursos Internos ;Recursos Externos ;Participa��o     Inicio e fim;Equipe;Instituto Vinculado;Cargo (Aluno/ Coordenador/ Professor);Carga Hor�ria;Observa��es;Nota;;
808;Articulações entre as áreas da educação ambiental e da educação em ciências:  significados produzidos por pesquisadores em teses e dissertações do campo da educação ambiental;01/08/2019;01/07/2021;;;;;08/2019 a 07/2020;Willow Maciel;;Discente;12;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
808;Articulações entre as áreas da educação ambiental e da educação em ciências:  significados produzidos por pesquisadores em teses e dissertações do campo da educação ambiental;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Janaína Roberta dos Santos;;Docente;8;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
808;Articulações entre as áreas da educação ambiental e da educação em ciências:  significados produzidos por pesquisadores em teses e dissertações do campo da educação ambiental;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Marcela de Moraes Agudo;;Docente;8;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
809;Uma busca por efeitos fenomenológicos de gravitação quântica em meios não lineares ;01/09/2019;01/07/2021;Expirado;Não possui ;;;08/2019 a 07/2021;Eduardo Henrique Silva Bittencourt ;IFQ;Coordenador;4;;8,88;;
809;Uma busca por efeitos fenomenológicos de gravitação quântica em meios não lineares ;01/09/2019;01/07/2021;;;;;08/2019 a 07/2020;Marcos Gouveia Ribeiro;;Discente;8;;;;
810;Investigações em teorias de gravitação: abordagens perturbativas, exatas e computacionais com aplicação de Machine Learning;01/08/2019;01/07/2021;Expirado;Não possui ;;;08/2019 a 07/2021;Alan Bendasoli Pavan ;IFQ;Coordenador;12;Arquivado - relatorio final entregue e aprovado em 11/2021;8,63;;
810;Investigações em teorias de gravitação: abordagens perturbativas, exatas e computacionais com aplicação de Machine Learning;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Daniel Augusto de Sousa Mendes;;Discente;8;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
810;Investigações em teorias de gravitação: abordagens perturbativas, exatas e computacionais com aplicação de Machine Learning;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Elisangela Gabriela Gregorio Silva;;Discente;4;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
810;Investigações em teorias de gravitação: abordagens perturbativas, exatas e computacionais com aplicação de Machine Learning;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Vanessa Osorio Bustamante ;;Discente;4;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
810;Investigações em teorias de gravitação: abordagens perturbativas, exatas e computacionais com aplicação de Machine Learning;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Maurício Leite Ferreira;;Discente;4;Arquivado - relatorio final entregue e aprovado em 11/2021;;;
811;Concepção e construção de concentradores ópticos para células solares;01/08/2019;01/08/2020;Expirado;Não possui ;;;08/2019 a 08/2020;Adhimar Flávio Oliveira;IFQ;Coordenador;10; Arquivado Relatório Final Aprovado em 30/09/2020;8,38;;
811;Concepção e construção de concentradores ópticos para células solares;01/08/2019;01/08/2020;;;;;08/2019 a 08/2020;Anderson Ferreira Tavares da Silva;;Discente;8;;;;
811;Concepção e construção de concentradores ópticos para células solares;01/08/2019;01/08/2020;;;;;08/2019 a 08/2020;Júlio César Martins;;Discente;8;;;;
811;Concepção e construção de concentradores ópticos para células solares;01/08/2019;01/08/2020;;;;;08/2019 a 08/2020;Davi Marcelo Fébba;;Discente;8;;;;
811;Concepção e construção de concentradores ópticos para células solares;01/08/2019;01/08/2020;;;;;08/2019 a 08/2020;Rero Marques Rubinger ;;Docente;4;;;;
812;Síntese, caracterização e avaliação da atividade antibacteriana de pirazóis carboxilados ;01/08/2019;01/07/2022;Vigente;Não possui ;;;08/2019 a 07/2022;Maurício Silva dos Santos ;IFQ;Coordenador;8;Projeto prorrogado de 07/2020 para 07/2022 em 09/2020. // A partir do dia 24/09/2020 a carga horária do coordenador mudou de 8 horas semanais para 4 horas semanais // Lais Helena Rodrigues Ferreira excluída do projeto a partir de 24/09/2020;7,75;;
812;Síntese, caracterização e avaliação da atividade antibacteriana de pirazóis carboxilados ;01/08/2019;01/07/2022;;;;;08/2019 a 07/2020;Lais Helena Rodrigues Ferreira;;Discente;8;;;;
812;Síntese, caracterização e avaliação da atividade antibacteriana de pirazóis carboxilados ;01/08/2019;01/07/2022;;;;;08/2019 a 07/2020;Rafaela Correa Silva;;Discente;12;;;;
812;Síntese, caracterização e avaliação da atividade antibacteriana de pirazóis carboxilados ;01/08/2019;01/07/2022;;;;;09/2020 a 08/2021;Vanessa Carvalho da Silva;;Discente;20;;;;
812;Síntese, caracterização e avaliação da atividade antibacteriana de pirazóis carboxilados ;01/08/2019;01/07/2022;;;;;08/2019 a 07/2020;Fábio Aguiar Alves;;Docente;6;;;;
813;Avaliação de middlewares para padronização de dados de dispositivos de internet das coisas;01/08/2019;01/07/2020;Expirado;Não possui ;;;08/2019 a 07/2020;Edvard Martins de Oliveira;IESTI;Coordenador;4; Arquivado Relatório Final entregue em 07/2020;7,63;;
813;Avaliação de middlewares para padronização de dados de dispositivos de internet das coisas;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Winicius Gongalves Araújo Dias ;;Discente;10;;;;
814;Criação de plataforma de simulação e controle para sistemas aeronáuticos ;01/07/2019;01/06/2021;Expirado;Não possui ;;;08/2019 a 06/2021;Yohan Alí Díaz Méndez ;IEM;Coordenador;4;;6,38;;
814;Criação de plataforma de simulação e controle para sistemas aeronáuticos ;01/07/2019;01/06/2021;;;;;08/2019 a 07/2020;Andreia Pereira Delfino;;Discente;20;;;;
814;Criação de plataforma de simulação e controle para sistemas aeronáuticos ;01/07/2019;01/06/2021;;;;;08/2019 a 07/2021;Sebastião Simões da Cunha JR;;Docente;0,5;;;;
814;Criação de plataforma de simulação e controle para sistemas aeronáuticos ;01/07/2019;01/06/2021;;;;;08/2019 a 07/2021;Marcelo Santiago de Sousa;;Docente;0,5;;;;
815;Desenvolvimento e avaliação de uma metodologia de envelhecimento de polímeros em redes compactadas;01/08/2019;01/07/2020;Expirado;Não possui ;;;08/2019 a 07/2020;Estácio Tavares Wanderley Neto;ISEE;Coordenador;2;;8,88;;
815;Desenvolvimento e avaliação de uma metodologia de envelhecimento de polímeros em redes compactadas;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Gabriel Henrique de Faria;;Discente;8;;;;
815;Desenvolvimento e avaliação de uma metodologia de envelhecimento de polímeros em redes compactadas;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Carlos Ontiveros Moron Neto;;Discente;8;;;;
815;Desenvolvimento e avaliação de uma metodologia de envelhecimento de polímeros em redes compactadas;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Gustavo Paiva Lopes;;Docente;2;;;;
816;Aplicação de água de reúso na argamassa auto adensável;01/08/2019;01/02/2021;Expirado;Não possui ;;;08/2019 a 02/2021;Marcia Viana Lisboa;IRN;Coordenador;3; Arquivado Relatório final entregue e aprovado em 08/2021 -Aprovado no edital 001/2019 // Prorrogado de 01/08/2020 para 02/2021 em 10/2020;9,5;;
816;Aplicação de água de reúso na argamassa auto adensável;01/08/2019;01/02/2021;;;;;08/2019 a 08/2020;Valquíria Claret dos Santos;;Docente;2;;;;
816;Aplicação de água de reúso na argamassa auto adensável;01/08/2019;01/02/2021;;;;;08/2019 a 08/2020;Paulo César Gonçalves;;Docente;2;;;;
817;Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis;01/08/2019;01/07/2020;Expirado;Não possui ;;;08/2019 a 07/2020;Hisaias de Souza Almeida;IRN;Coordenador;3; Arquivado Aprovado no edital 001/2019;9,63;;
817;Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Isadora Evangelista Martins de Souza;;Discente;4;;;;
817;Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis;01/08/2019;01/07/2020;;;;;08/2019 a 01/2020;Wanda Karolina da Silva;;Discente;3;;;;
817;Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis;01/08/2019;01/07/2020;;;;;80/2019 a 07/2020;Nivea Adriana Dias Pons;;Docente;2;;;;
817;Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Rogério Melloni;;Docente;1;;;;
817;Ampliação da área de enraizamento de hibiscus rosa-cinensis l. para estabilização de solos instáveis;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Hisaias de Souza Almeida;;Docente;3;;;;
818;Análise da eficiência energética na secagem de rejeitos de morango ;01/08/2019;01/01/2021;Expirado;Não possui ;;;08/2019 a 01/2021;Maisa Tonon Bitti Perazzini;IRN;Coordenador;8; Arquivado Relatório final entregue e aprovado em 08/2021 - Aprovado no edital 001/2019 - suspenso de 11/09/2019 A 08/03/2020- LICENÇA MATERNIDADE DA COORDENADORA // Prorrogado de 01/07/2020 para  01/01/2021 em 09/06/2020;6,38;;
818;Análise da eficiência energética na secagem de rejeitos de morango ;01/08/2019;01/01/2021;;;;;08/2019 a 01/2021;Hugo Perazzini;;Docente;4;;;;
819;Máquinas e sistemas ancestrais em engenharia ;01/07/2019;01/08/2021;Expirado;Não possui ;;;07/2019 a 08/2021;Adinele Gomes Guimarães ;IRN;Coordenador;4;;9;;
819;Máquinas e sistemas ancestrais em engenharia ;01/07/2019;01/08/2021;;;;;07/2019 a 08/2021;Carlos Barreira Martinez;;Docente;4;;;;
819;Máquinas e sistemas ancestrais em engenharia ;01/07/2019;01/08/2021;;;;;07/2019 a 08/2021;Márcia Viana Lisboa Martins;;Docente;2;;;;
819;Máquinas e sistemas ancestrais em engenharia ;01/07/2019;01/08/2021;;;;;07/2019 a 08/2021;Nívea Adriana Dias Pons;;Docente;2;;;;
819;Máquinas e sistemas ancestrais em engenharia ;01/07/2019;01/08/2021;;;;;07/2019 a 08/2021;Paulo César Gonçalves;;Docente;2;;;;
819;Máquinas e sistemas ancestrais em engenharia ;01/07/2019;01/08/2021;;;;;07/2019 a 08/2021;Valquíria Claret dos Santos;;Docente;2;;;;
820;Variabilidade da produtividade no canteiro de obras: possíveis métodos de inclusão e mensuração no planehamento;01/07/2019;01/07/2020;Expirado;Não possui ;;;07/2019 a 07/2020;André Luiz Vivan;IRN;Coordenador;8; Arquivado Aprovado no edital 001/2019 // Relatório Final Aprovado em 30/09/2020;8,25;;
820;Variabilidade da produtividade no canteiro de obras: possíveis métodos de inclusão e mensuração no planehamento;01/07/2019;01/07/2020;;;;;07/2019 a 07/2020;Eduardo Vitor Gonçalves Silva;;Discente;12;;;;
821;Estudo numérico de fluidização gás-sólido por programas de código aberto;01/08/2019;01/07/2020;Expirado;Não possui ;;;08/2019 a 07/2020;Maximilian Joachim Hodapp;IRN;Coordenador;4; Arquivado Relatório Final entregue em 06/2020;9,25;;
822;"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""";01/08/2019;01/07/2020;Expirado;Não possui ;;;08/2019 a 07/2020;Geovani Rodrigues;IRN;Coordenador;2;Arquivado - relatório final entregue e aprovado;7,25;;
822;"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""";01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Cibele Cristina Leite;;Discente;12;;;;
822;"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""";01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Jade Carvalho dos Santos;;Discente;12;;;;
822;"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""";01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Vitoria Vitor Mendes;;Discente;12;;;;
822;"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""";01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Antônio Augusto Araújo Pinto da Silva;;Docente;2;;;;
822;"Produção de microestruturas de equilíbrio e recobrimento com alta resistência à oxidação em ligas dos sistemas Mr-Si-B (Mr= Nb, Mo ou Ta), utilizando o processo HAPC ""Halide Activated Pack Cementation""";01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Márcia Regina Baldissera Rodrigues;;Docente;2;;;;
823;Estudo da absorção acústica de barreiras de concreto contendo resíduso de borracha  e vermiculita;01/02/2019;01/01/2021;Expirado;FAPESP  ;;R$ 49.798,50;02/2019 a 01/2021;Maria Rachel de Araújo russo;IRN;Coordenador;8;;10;;
823;Estudo da absorção acústica de barreiras de concreto contendo resíduso de borracha  e vermiculita;01/02/2019;01/01/2021;;FAPESP  ;;R$ 49.798,50;02/2019 a 01/2021;Rosa Cristina Cecche Lintz;;Coordenadora externa;8;;;;
823;Estudo da absorção acústica de barreiras de concreto contendo resíduso de borracha  e vermiculita;01/02/2019;01/01/2021;;FAPESP  ;;R$ 49.798,50;02/2019 a 01/2021;Mirian ede Lourdes Noronha Motta Melo;;Docente;8;;;;
823;Estudo da absorção acústica de barreiras de concreto contendo resíduso de borracha  e vermiculita;01/02/2019;01/01/2021;;FAPESP  ;;R$ 49.798,50;02/2019 a 01/2021;José Maria Campos dos Santos ;;Docente;8;;;;
823;Estudo da absorção acústica de barreiras de concreto contendo resíduso de borracha  e vermiculita;01/02/2019;01/01/2021;;FAPESP  ;;R$ 49.798,50;02/2019 a 01/2021;Luísa Andrea Gachet Barbosa ;;Docente;8;;;;
824;Teoria dos jogos algorítmica: votação ponderada;01/08/2019;01/07/2020;Expirado;Não possui  ;;;08/2019 a 07/2020;Pedro Henrique Del Bianco Hokama;IMC;Coordenador;1; Arquivado Aprovado no edital 001/2019 - Relatorio final entregue e aprovado em 05/2021;8,63;;
824;Teoria dos jogos algorítmica: votação ponderada;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Renan Barbosa de Morais;;Discente;8;;;;
824;Teoria dos jogos algorítmica: votação ponderada;01/08/2019;01/07/2020;;;;;08/2019 a 07/2020;Mário Cesar San Felice;;Docente;1;;;;
825;Café na nuvem: computação em nuvem aplicada à pesquisa cefeeira em Minas Gerais;01/08/2019;01/08/2021;Expirado;Não possui  ;;;08/2019 a 08/2021;Vanessa Cristina Oliveira de Souza;IMC;Coordenador;2;;9;;
825;Café na nuvem: computação em nuvem aplicada à pesquisa cefeeira em Minas Gerais;01/08/2019;01/08/2021;;;;;08/2019 a 08/2020;Daniel Altino Cotti Paredes;;Discente;1;;;;
825;Café na nuvem: computação em nuvem aplicada à pesquisa cefeeira em Minas Gerais;01/08/2019;01/08/2021;;;;;08/2019 a 08/2020;Sandro Ricardo dos Reis;;Discente;1;;;;
825;Café na nuvem: computação em nuvem aplicada à pesquisa cefeeira em Minas Gerais;01/08/2019;01/08/2021;;;;;08/2019 a 08/2021;Margarete Marin Lordelo Volpato;;Docente;1;;;;
825;Café na nuvem: computação em nuvem aplicada à pesquisa cefeeira em Minas Gerais;01/08/2019;01/08/2021;;;;;08/2019 e 08/2021;Helena Maria Ramos Alves;;Docente;1;;;;
826;Aprendizado de máquina fuzzy: potenciais contribuições da teoria fuzzy na concepção de técnicas de aprendizado de máquina;01/07/2019;01/07/2021;Expirado;Não possui  ;;;07/2019 a 07/2021;Isabela Neves Drummond;IMC;Coordenador;8;Arquivado - relatorio final entregue e aprovado em 11/2021;7,88;;
827;Variedade Lorentzianas com Simetria Espacial Intrínseca ;01/08/2019;01/07/2021;Expirado;Não possui  ;;;08/2019 a 07/2021;Leandro Gustavo Gomes;IMC;Coordenador;8; Arquivado Relatório final entregue e aprovado em 08/2021;8,5;;
827;Variedade Lorentzianas com Simetria Espacial Intrínseca ;01/08/2019;01/07/2021;;;;;08/2019 a 07/2020;Bruno Benedito Bizarria;;Discente;12;;;;
827;Variedade Lorentzianas com Simetria Espacial Intrínseca ;01/08/2019;01/07/2021;;;;;08/2019 a 07/2020;William Osnayder Clavijo Esquivel;;Discente Pós ;8;;;;
827;Variedade Lorentzianas com Simetria Espacial Intrínseca ;01/08/2019;01/07/2021;;;;;08/2019 a 03/2021;Gabriel Augusto de Souza Silva;;Discente;4;;;;
828;ANÁLISE TERMO-AMBIENTAL DE USINAS TERMELÉTRICAS DE CICLO COMBINADO DE ALTA EFICIÊNCIA A PARTIR DO USO DE GÁS NATURAL LIQUEFEITO IMPORTADO VISANDO A SEGURANÇA ENERGÉTICA;01/08/2019;01/07/2021;Expirado;Não possui  ;;;08/2019 a 07/2021;Rogério José da Silva;IEM;Coordenador;4;Arquivado - Relatório final entregue e aprovado;7,5;;
828;ANÁLISE TERMO-AMBIENTAL DE USINAS TERMELÉTRICAS DE CICLO COMBINADO DE ALTA EFICIÊNCIA A PARTIR DO USO DE GÁS NATURAL LIQUEFEITO IMPORTADO VISANDO A SEGURANÇA ENERGÉTICA;01/08/2019;01/07/2021;;;;;08/2019 a 07/2021;Genésio José da Silva;;Docente;4;;;;
829;Produção de etanol de segunda geração a partir de bagaço de cana-de-açúcar utilizando a enzima xilose isomerase (XI) imobilizada em nanopartículas magnéticas;01/08/2019;01/07/2022;Vigente;Não possui  ;;;08/2019 a 07/2022;Thaís Suzane Milessi Esteves;IRN;Coordenador;6;Prorrogado em 07/2021 até 07/2022;9,75;;
830;Taxonomia e bionomia de imaturos de besouros elateroidea de remanescentes florestais de Campos do Jordão -SP;01/08/2019;01/07/2021;Expirado;Não possui ;;;08/2019 a 07/2021;Simone Policena Rosa ;IRN;Coordenador;8;Arquivado - relatorio final entregue e aprovado em 11/2021;8;;
831;Desenvolvimento de interfaces gráficas automatizadas para o auxílio no projeto de reatores e biorreatores ;01/08/2019;01/08/2020;Expirado;Não possui  ;;;08/2019 a 08/2020;Guilherme Youssef Rodriguez;IRN;Coordenador;2;Arquivado - Relatório final entregue e aprovado;8,75;;
831;Desenvolvimento de interfaces gráficas automatizadas para o auxílio no projeto de reatores e biorreatores ;01/08/2019;01/08/2020;;;;;08/2019 a 08/2020;Paulo Henrique Lúcio;;Discente;8;;;;
832;Desenvolvimento e análise experimental do controle por faixas em sistemas com falhas em atuadores;01/08/2019;01/08/2022;Vigente;Não possui ;;;08/2019 a 08/2022;Thiago Vaz da Costa;IRN;Coordenador;8;Prorrogado de 01/08/2020 para 01/08/2022 em 19/06/2020;8,38;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;Vigente;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;Agenor Pina da Silva;IFQ;Coordenador;20;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;Adhimar Flávio Oliveira;;Docente;4;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;Hevilla Nobre Cezar;;Docente;4;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;João Ricardo Neves da Silva;;Docente;4;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;Mariana Feiteiro Cavalari Silva;;Docente;4;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;Newton de Figueiredo Filho;;Docente;4;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;03/2015 a atualmente ;Thiago Costa Caetano;;Docente;4;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Aline Thais de Oliveira Pinto                  ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Carolyne Augusto dos Santos;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Ícaro Meidem Silva                ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Jaykel Joana de Jesus               ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;João Paulo Assis Bonifácio            ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;José Bruno Divino                 ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Maria Eduarda Antunes dos Santos     ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Patrícia Victória Cavalcante Farias         ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Paulo Eduardo Moraes                 ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Sandra Regina de Almeida Corrêa       ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Vitor Eduardo da Silva Fonseca        ;;Discente;10;;;;
833;PET- Programa de educação tutorial conexões de saberes: formação de professores em ciências exatas;01/03/2013;01/03/2050;;CAPES- FNDE;;R$ 9.600,00;07/2021 a 12/2022 ;Wilson José dos Reis Junior           ;;Discente;10;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;Vigente;FAPEMIG;;R$ 368.696,24;03/2019 a 03/2022;Michelle Simões Reboita;IRN ;Coordenador;4;Prorrogado até 12/03/2022;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;03/2019 a 03/2021;Benedito Cláudio da Silva;;Docente;4;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;03/2019 a 03/2021;Vanessa Silveira Barreto Carvalho;;Docente;2;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;03/2019 a 03/2021;Daniela Rocha Teixeira Riondet-Costa;;Docente;2;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;03/2019 a 03/2021;Nívea Adriana Dias Pons;;Docente;2;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;05/2019 a 03/2021;Alessandro Marques Martins;;Docente;40;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;05/2019 a 03/2021;Aline Araújo de Freitas;;Docente;40;;;;
834;APQ-04377-18 Model-based global assessment of hydrological pressure: globalhydropressure (análise da pressão hidrológica com base em modelos globais);01/03/2019;01/03/2022;;FAPEMIG;;R$ 368.696,24;05/2019 a 30/2021;Letícia de Alcântara;;Docente;40;;;;
835;Determinação da Acurácia de Mapeamento Digital de Solos;01/09/2019;01/08/2020;Expirado;Não possui ;;;09/2019 a 09/2020;Nívea Adriana Dias Pons;IRN;Coordenador;2; Arquivado Relatório final entregue e aprovado em 08/2021;7,63;;
835;Determinação da Acurácia de Mapeamento Digital de Solos;01/09/2019;01/08/2020;;;;;09/2019 a 09/2020;Aline Carvalho Ribeiro;;Discente;12;;;;
835;Determinação da Acurácia de Mapeamento Digital de Solos;01/09/2019;01/08/2020;;;;;09/2019 a 09/2020;Eliane Guimarães Pereira Melloni;;Docente;2;;;;
835;Determinação da Acurácia de Mapeamento Digital de Solos;01/09/2019;01/08/2020;;;;;09/2019 a 09/2020;Adinele Gomes Guimarães ;;Docente;1;;;;
835;Determinação da Acurácia de Mapeamento Digital de Solos;01/09/2019;01/08/2020;;;;;09/2019 a 09/2020;Thaís Gabriela Gonçalves;;Docente;2;;;;
836;Desenvolvimento de catalisadores para obtenção de biosiesel etílico proveniente de rejeitos da indústria de alimentos;01/07/2019;01/07/2020;Expirado;FAPEMIG;;R$ 37.275,00;07/2019 a 07/2020;Karina Arruda almeida;IRN;Coordenador;4;;10;;
836;Desenvolvimento de catalisadores para obtenção de biosiesel etílico proveniente de rejeitos da indústria de alimentos;01/07/2019;01/07/2020;;FAPEMIG;;R$ 37.275,00;20/07/2019 a 20/07/2020;Cristhiane Guimarães Maciel Reis;;Coordenador (Externo);4;;;;
837;Difusão ansiotrópica e inpainting híbrido aplicado na restauração de sombras de imagens multiespectrais de satélite;01/09/2019;01/09/2020;Expirado;Não possui ;;;09/2019 a 09/2020;Samara Calçado de Azevedo;IRN;Coordenador;2; Arquivado Aprovado no edital 001/2019 //  Relatório final entregue em 23/03/2021;9;;
837;Difusão ansiotrópica e inpainting híbrido aplicado na restauração de sombras de imagens multiespectrais de satélite;01/09/2019;01/09/2020;;;;;09/2019 a 09/2020;Nívea Adriana Dias Pons;;Docente;2;;;;
837;Difusão ansiotrópica e inpainting híbrido aplicado na restauração de sombras de imagens multiespectrais de satélite;01/09/2019;01/09/2020;;;;;09/2019 a 09/2020;Wallace Casara;;Docente;2;;;;
837;Difusão ansiotrópica e inpainting híbrido aplicado na restauração de sombras de imagens multiespectrais de satélite;01/09/2019;01/09/2020;;;;;09/2019 a 09/2020;Erivaldo Antonio da Silba;;Docente;2;;;;
