N�;Nome do Projeto;In��cio;T�mino;Status;�rg�o Financiador;Recursos Internos ;Recursos Externos ;Participa��o     Inicio e fim;Equipe;Instituto Vinculado;Cargo (Aluno/ Coordenador/ Professor);Carga Hor�ria;Observa��es;Nota;;
194;Otimização do Projeto Estrutural de Varetas Pultrudadas para Colhedeiras de Café;01/07/2013;01/09/2014;;Grupo Jacto Agrícola;;R$ 1.500,00;07/2013 a 09/2014;Mirian de Lourdes Noronha Motta Melo;IEM;Docente;1;;;;
194;Otimização do Projeto Estrutural de Varetas Pultrudadas para Colhedeiras de Café;01/07/2013;01/09/2014;;Grupo Jacto Agrícola;R$ 0,00;R$ 1.500,00;07/2013 a 09/2014;Dario de Almeida Jané;;Docente;2;;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;Expirado;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Antônio Carlos Ancelloti Júnior;IEM;Coordenador;2;Arquivado Caixa B;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Gabriela Maira Sanches Volpi;;Discente;2;;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Mirian de Lourdes Noronha Motta Melo;IEM;Docente;1;;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Alex Alves Nunes de Santana;;Docente;2;;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Gilbert Silva;IEM;Docente;1;;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Gabriel Barban;;Discente;2;;;;
195;Desenvolvimento de Laminados Fibra Metal Processados por Moldagem por Transferência de Resina Assistido a Vácuo para uso Aeronáutico;01/07/2013;01/09/2014;;Helibras;R$ 0,00;R$ 2.500,00;07/2013 a 09/2014;Silmara Cristina Baldissera Kabayama;IEM;Docente;1;;;;
196;BRAFITEC - Projeto de Cooperação para Capacitação de Recursos Humanos em Energia, Transportes e Infraestrutura - ETI;01/01/2013;01/12/2014;Expirado;CAPES;R$ 0,00;R$ 86.000,00;01/2013 a 12/2014;Edmilson Otoni Correa;IEM;Coordenador;2;Arquivado Caixa B;;;
196;BRAFITEC - Projeto de Cooperação para Capacitação de Recursos Humanos em Energia, Transportes e Infraestrutura - ETI;01/01/2013;01/12/2014;;CAPES;R$ 0,00;R$ 86.000,00;01/2013 a 12/2014;Antônio Carlos Ancelloti Júnior;IEM;Docente;2;;;;
196;BRAFITEC - Projeto de Cooperação para Capacitação de Recursos Humanos em Energia, Transportes e Infraestrutura - ETI;01/01/2013;01/12/2014;;CAPES;R$ 0,00;R$ 86.000,00;01/2013 a 12/2014;Necesio Gomes Costa;;Docente;2;;;;
197;Navegação autônoma em ambiente estocástico com auxílio de fusão sensorial em tempo real;01/04/2013;01/03/2015;Expirado;FAPEMIG;R$ 0,00;R$ 44.100,00;04/2013 a 03/2015;Guilherme Sousa Bastos;IESTI;Coordenador;4;Arquivado Caixa C // relatório final entregue em 17/05/2019 // Arquivado CAIXA 01/2020;;;
197;Navegação autônoma em ambiente estocástico com auxílio de fusão sensorial em tempo real;01/04/2013;01/03/2015;;FAPEMIG;R$ 0,00;R$ 44.100,00;04/2013 a 03/2015;Carlos Waldecir de Souza;;Docente;4;;;;
198;Cerâmicas Termoelétricas: Síntese, Processamento, Caracterização e Aplicação;01/03/2013;01/02/2016;Expirado;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 02/2016;Daniel Thomazini;IEM;Coordenador;4; Arquivado Relatorio final entregue em 23/11/2017 // Arquivado CAIXA 01/2020;;;
198;Cerâmicas Termoelétricas: Síntese, Processamento, Caracterização e Aplicação;01/03/2013;01/02/2016;;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 02/2016;Maria Virgínia Gelfuso;IEM;Docente;4;;;;
198;Cerâmicas Termoelétricas: Síntese, Processamento, Caracterização e Aplicação;01/03/2013;01/02/2016;;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 02/2016;André Silva Chaves, 19785;;Discente;20;;;;
198;Cerâmicas Termoelétricas: Síntese, Processamento, Caracterização e Aplicação;01/03/2013;01/02/2016;;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 07/2014;Olivia de Andrade Raponi, 18821;;Discente;12;;;;
199;Ensino e Aprendizagem de Matemática no Ensino Superior através de recursos educacionais online;01/12/2012;01/12/2015;Expirado;;R$ 0,00;;12/2012 a 12/2015;Flávia Sueli Fabiani Marcatto;IMC;Coordenador;4;Arquivado Caixa C ;;;
199;Ensino e Aprendizagem de Matemática no Ensino Superior através de recursos educacionais online;01/12/2012;01/12/2015;;;R$ 0,00;;12/2012 a 12/2015;Rodrigo Silva Lima;IMC;Docente;4;;;;
199;Ensino e Aprendizagem de Matemática no Ensino Superior através de recursos educacionais online;01/12/2012;01/12/2015;;;R$ 0,00;;08/2013 a 07/2014;Ulysses Lucius Pereira, 23884;;Discente;12;;;;
200;Preparação e caracterização de biocompósito metal-cerâmico nanoestruturado obtido por moagem de alta energia visando aplicações biomédicas;01/03/2013;01/03/2016;Expirado;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 03/2016;Gilbert Silva;IEM;Coordenador;2; Arquivado Relatório entregue por e-mail dia 14/09/2016 // Arquivado CAIXA 01/2020;;;
200;Preparação e caracterização de biocompósito metal-cerâmico nanoestruturado obtido por moagem de alta energia visando aplicações biomédicas;01/03/2013;01/03/2016;;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 03/2013;Kátia Regina Cardoso;;Docente;2;;;;
200;Preparação e caracterização de biocompósito metal-cerâmico nanoestruturado obtido por moagem de alta energia visando aplicações biomédicas;01/03/2013;01/03/2016;;CNPq;R$ 0,00;R$ 39.600,00;03/2013 a 03/2016;Fernando Vernilli Junior;;Docente;2;;;;
201;Estudo da Biodegradação in-vitro de Compósitos de poli (epsilon-caprolactona, PCL) Bioativos;01/05/2013;01/05/2015;Expirado;;;;05/2013 a 05/2015;Daniela Sachs;IFQ;Coordenador;8;Arquivado Caixa C ;;;
201;Estudo da Biodegradação in-vitro de Compósitos de poli (epsilon-caprolactona, PCL) Bioativos;01/05/2013;01/05/2015;;;;;08/2013 a 07/2014;Pedro Augusto de Andrade Novaes;;Docente;12;;;;
201;Estudo da Biodegradação in-vitro de Compósitos de poli (epsilon-caprolactona, PCL) Bioativos;01/05/2013;01/05/2015;;;;;08/2013 a 07/2014;Rodrigo de Souza e Silva;;Docente;12;;;;
202;Análise de Modelagens e Comportamentos de redes de Alta Tensão Operando em Regimes Permanente e Transitório;01/05/2013;01/05/2014;Expirado;;;;06/2013 a 05/2014;Ronaldo Rossi;ISEE;Coordenador;;Arquivado Caixa B;;;
202;Análise de Modelagens e Comportamentos de redes de Alta Tensão Operando em Regimes Permanente e Transitório;01/05/2013;01/05/2014;;;;;06/2013 a 05/2014;Mauricio Esper Andere;;Docente;10;;;;
203;Proposta de modelo de referência para implantação da abordagem da inovação aberta no processo de gestão da inovação de empresas de grande porte brasileiras;01/03/2013;01/02/2016;Expirado;CNPq;R$ 0,00;R$ 15.856,00;03/2013 a 02/2016;Carlos Henrique Pereira Mello;IEPG;Coordenador;; Arquivado relatorio final entregue no dia 02/03/2017 via CIPAC // Arquivado CAIXA 01/2020;;;
203;Proposta de modelo de referência para implantação da abordagem da inovação aberta no processo de gestão da inovação de empresas de grande porte brasileiras;01/03/2013;01/02/2016;;CNPq;R$ 0,00;R$ 15.856,00;03/2013 a 02/2016;Carlos Eduardo Sanches da Silva;IEPG;Docente;2;;;;
204;Produção e caracterização do biocompósito INOX 316L e hidroxiapatita (HA) utilizandomoagem de alta energia;01/02/2012;01/02/2014;Expirado;FAPEMIG;R$ 0,00;R$ 46.530,00;02/2012 a 02/2014;Gilbert Silva;IEM;Coordenador;6;Arquivado Caixa B;;;
204;Produção e caracterização do biocompósito INOX 316L e hidroxiapatita (HA) utilizandomoagem de alta energia;01/02/2012;01/02/2014;;FAPEMIG;R$ 0,00;R$ 46.530,00;02/2012 a 02/2014;José Célio Dias;;Docente;2;;;;
204;Produção e caracterização do biocompósito INOX 316L e hidroxiapatita (HA) utilizandomoagem de alta energia;01/02/2012;01/02/2014;;FAPEMIG;R$ 0,00;R$ 46.530,00;02/2012 a 02/2014;Geovani Rodrigues;IEM;Docente;2;;;;
205;Modelo de gestão do conhecimento em custos e em finanças para auxílio à tomada de decisões estratégicas;01/06/2013;01/06/2014;Expirado;PADTEC;R$ 0,00;R$ 498.600,00;06/2013 a 06/2014;Luiz Guilherme Azevedo Mauad;;Coordenador;;Arquivado Caixa B;;;
205;Modelo de gestão do conhecimento em custos e em finanças para auxílio à tomada de decisões estratégicas;01/06/2013;01/06/2014;;PADTEC;R$ 0,00;R$ 498.600,00;06/2013 a 06/2014;Ana Flávia Sartorão, 20977;;Discente;12;;;;
206;Correções de altas ordens nas amplitudes de espalhamento em Teoria de Supercordas;01/10/2012;01/09/2015;Expirado;;;;10/2012 a 09/2015;Ricardo Iván Medina Bascur;IMC;Coordenador;12;Arquivado Caixa C ;;;
206;Correções de altas ordens nas amplitudes de espalhamento em Teoria de Supercordas;01/10/2014;01/09/2015;;;;;08/2013 a 07/2014;Mateus Batista de Morais, 25028;;Discente;12;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;Expirado;;;;08/2013 a 08/2015;Marco Antonio Rosa do Nascimento;IEM;Coordenador;;Arquivado Caixa C ;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Lucilene de Oliveira Rodrigues;IEM;Docente;8;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Christian Jeremi Coronado Rodriguez;IEM;Docente;8;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Marcos Aurelio de Souza;IEM;Docente;8;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Fagner Luis Goulart Dias;;Docente;8;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Edmilson Otoni Corrêa;IEM;Docente;8;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Rubén Alexis Miranda Carrillo;DAC (Itabira);Docente;10;;;;
207;Micro Turbina a Gás: Projeto e Teste de Protótipo;01/08/2013;01/08/2015;;;;;08/2013 a 08/2015;Luciana de Oliveira Melo;IEM;Docente;8;;;;
208;Utilização de emulsões e processos oxidativos avançados na descontaminação de terra Fuller;01/04/2013;01/04/2015;Expirado;FAPEMIG;R$ 0,00;R$ 31.785,00;04/2013 a 04/2015;Milady Renata Apolinário da Silva;IFQ;Coordenador;2;Arquivado Caixa C ;;;
208;Utilização de emulsões e processos oxidativos avançados na descontaminação de terra Fuller;01/04/2013;01/04/2015;;FAPEMIG;R$ 0,00;R$ 31.785,00;04/2013 a 04/2015;Rossano Gimenes;IFQ;Docente;2;;;;
208;Utilização de emulsões e processos oxidativos avançados na descontaminação de terra Fuller;01/04/2013;01/04/2015;;FAPEMIG;R$ 0,00;R$ 31.785,00;04/2013 a 04/2015;Flávio Soares Silva;;Docente;2;;;;
209;Percepções do Meio Ambiente: Memória de Itajubenses;01/02/2013;01/11/2013;Expirado;;;;02/2013 a 11/2013;Sylvia da Silveira Nunes;IEPG;Coordenador;;Arquivado Caixa A;;;
209;Percepções do Meio Ambiente: Memória de Itajubenses;01/02/2013;01/11/2013;;;;;02/2013 a 11/2013;Gustavo Carvalho Cunha;;Docente;4;;;;
209;Percepções do Meio Ambiente: Memória de Itajubenses;01/02/2013;01/11/2013;;;;;02/2013 a 11/2013;Thiago Santos Tótova;;Docente;4;;;;
210;Relações Humanas no Ambiente Laboral;01/08/2013;01/08/2014;Expirado;;;;08/2013 a 08/2014;Sylvia da Silveira Nunes;IEPG;Coordenador;;Arquivado Caixa B;;;
210;Relações Humanas no Ambiente Laboral;01/08/2013;01/08/2014;;;;;08/2013 a 08/2014;Rodrigo de Carvalho Máximo;;Docente;12;;;;
210;Relações Humanas no Ambiente Laboral;01/08/2013;01/08/2014;;;;;08/2013 a 08/2014;Monique Dias de Oliveira;;Docente;12;;;;
211;Engenharia e Responsabilidade Social;01/08/2013;01/08/2014;Expirado;;;;018/2013 a08/2014;Sylvia da Silveira Nunes;IEPG;Coordenador;;Arquivado Caixa B;;;
211;Engenharia e Responsabilidade Social;01/08/2013;01/08/2014;;;;;018/2013 a08/2014;Luiz Carlos Riveiro Junior;;Docente;12;;;;
211;Engenharia e Responsabilidade Social;01/08/2013;01/08/2014;;;;;018/2013 a08/2014;Flávio Henrique Cortez Silva;;Docente;12;;;;
212;Análise do Efeito da Eliminação da Camada de Zinco na Qualidade da Soldagem a Ponto em Chapas de Aços galvanizados;01/01/2013;01/12/2014;Expirado;;;;01/2012 a 12/2014;Sebastião Carlos da Costa;IEPG;Coordenador;4;Arquivado Caixa B;;;
212;Análise do Efeito da Eliminação da Camada de Zinco na Qualidade da Soldagem a Ponto em Chapas de Aços galvanizados;01/01/2013;01/12/2014;;;;;01/2012 a 03/2014;Adriano Cássio Baldim - 00364;;Discente;12;;;;
212;Análise do Efeito da Eliminação da Camada de Zinco na Qualidade da Soldagem a Ponto em Chapas de Aços galvanizados;01/01/2013;01/12/2014;;;;;01/2012 a 05/2014;Aline de Carvalho Nelson, 25539;;Discente;12;;;;
213;Modelagem e Controle de sistemas Não-lineares por Base de Funções Ortonormais Generalizadas com Funções Internas;01/05/2013;01/04/2015;Expirado;FAPEMIG;;R$ 26.628,00;05/2013 a 04/2015;Jeremias Barbosa Machado;IESTI;Coordenador;15;Arquivado Caixa C;;;
213;Modelagem e Controle de sistemas Não-lineares por Base de Funções Ortonormais Generalizadas com Funções Internas;01/05/2013;01/04/2015;;FAPEMIG;;R$ 26.628,00;05/2013 a 04/2015;João Paulo Carvalho Henrique 23535;;Discente;15;;;;
213;Modelagem e Controle de sistemas Não-lineares por Base de Funções Ortonormais Generalizadas com Funções Internas;01/05/2013;01/04/2015;;FAPEMIG;;R$ 26.628,00;05/2013 a 04/2015;Fadul Ferrari Rodor 25889;;Discente;15;;;;
214;Informação Geográfica, Sustentabildiade e Simulação Computacional Aplicados ao Planejamento de Transporte e Logística ;01/07/2013;01/12/2015;Expirado;FAPEMIG;;R$ 48.000,00;07/2013 a 12/2015;Renato da Silva Lima;IEPG;Coordenador;2;Arquivado Caixa C;;;
214;Informação Geográfica, Sustentabildiade e Simulação Computacional Aplicados ao Planejamento de Transporte e Logística ;01/07/2013;01/06/2015;;FAPEMIG;;R$ 48.000,00;07/2013 a 06/2015;Raquel Lopes De Oliveira;;Docente;4;;;;
214;Informação Geográfica, Sustentabildiade e Simulação Computacional Aplicados ao Planejamento de Transporte e Logística ;01/07/2013;01/06/2015;;;;;07/2013 a 06/2015;Josiane Palma Lima;IEPG;Docente;2;;;;
215;Desenvolvimento de aplicativos para Dispositivos Móveis Inteligentes;01/08/2013;01/06/2014;Expirado;;;;08/2013 a 07/2014;André Bernardi;IESTI;Coordenador;1;Arquivado Caixa B;;;
215;Desenvolvimento de aplicativos para Dispositivos Móveis Inteligentes;01/08/2013;01/06/2014;;;;;08/2013 a 07/2014;Bruno Cruz Prado, 15798;;Discente;8;;;;
215;Desenvolvimento de aplicativos para Dispositivos Móveis Inteligentes;01/08/2013;01/06/2014;;;;;08/2013 a 07/2014;Conrado Henrique A. S. Cardoso Neves - 15801;;Discente;8;;;;
215;Desenvolvimento de aplicativos para Dispositivos Móveis Inteligentes;01/08/2013;01/06/2014;;;;;08/2013 a 07/2014;Thiago Barbosa Navarro - 15831;;Discente;8;;;;
215;Desenvolvimento de aplicativos para Dispositivos Móveis Inteligentes;01/08/2013;01/06/2014;;;;;08/2013 a 07/2014;Alexandre Kiyoshi Missawa - 15840;;Discente;8;;;;
216;Desenvolvimento de software para o ensino do gerenciamento de projetos de novos produtos;01/03/2013;01/03/2016;Expirado;CNPq;;R$ 39.600,00;03/2013 a 03/2016;Carlos Eduardo Sanches da Silva;IEPG;Coordenador;;Arquivado Relatório final entregue em 07/2019;;;
216;Desenvolvimento de software para o ensino do gerenciamento de projetos de novos produtos;01/03/2013;01/03/2016;;CNPq;;R$ 39.600,00;03/2013 a 03/2015;Letícia Fernandes Costa, 27703;;Discente;20;;;;
216;Desenvolvimento de software para o ensino do gerenciamento de projetos de novos produtos;01/03/2013;01/03/2016;;CNPq;;R$ 39.600,00;03/2013 a 03/2016;Sandra Miranda Neves;DAC (Itabira);Docente;4;;;;
216;Desenvolvimento de software para o ensino do gerenciamento de projetos de novos produtos;01/03/2013;01/03/2016;;CNPq;;R$ 39.600,00;03/2013 a 03/2016;Carlos Henrique Pereira Mello;IEPG;Docente;4;;;;
216;Desenvolvimento de software para o ensino do gerenciamento de projetos de novos produtos;01/03/2013;01/03/2016;;CNPq;;R$ 39.600,00;03/2013 a 03/2016;Eduardo Gomes Salgado;;Docente;4;;;;
217;Desenvolvimento de ferramentas para o ensino de astronomia e cosmologia em conjunto com a utilização de uma lousa virtual;01/09/2013;01/09/2014;Expirado;MEC - PET;;R$ 400,00;09/2013 a 09/2014;Adhimar Flávio Oliveira;IEPG;Coordenador;4;Arquivado Caixa B;;;
217;Desenvolvimento de ferramentas para o ensino de astronomia e cosmologia em conjunto com a utilização de uma lousa virtual;01/09/2013;01/09/2014;;MEC - PET;;R$ 400,00;09/2013 a 09/2014;Fernando Custodio Cerqueira Campos;;Discente;20;;;;
218;Análise ambiental e termodinâmica da produção de cimento aplicando resíduos industriais;01/10/2013;01/10/2016;Expirado;CNPq;;R$ 7.637,50;10/2013 a 10/2016;Maria Luiza Grillo Renó;;Coordenador;10;Arquivado Relatório Final entregue em 22/07/2020;;;
218;Análise ambiental e termodinâmica da produção de cimento aplicando resíduos industriais;01/10/2013;01/10/2016;;CNPq;;R$ 7.637,50;10/2013 a 10/2016;Rogério José da Silva;;Docente;6;;;;
219;Uma biografia de Antônio Rodrigues d'Oliveira;01/11/2013;01/12/2014;Expirado;MEC - PET;;R$ 400,00;11/2013 a 12/2014;Mariana Feiteiro Cavalari;IMC;Coordenador;4;Arquivado Caixa B;;;
219;Um biografia de Antônio Rodrigues d'Oliveira;01/11/2013;01/12/2014;;MEC - PET;;R$ 400,00;11/2013 a 12/2014;João Paulo Soares de Lima, 19166;;Discente;12;;;;
220;Educação Estatística;01/11/2013;01/11/2014;Expirado;MEC - PET;;R$ 400,00;11/2013 a 11/2014;Hévilla Nobre Cezar;IMC;Coordenador;4;Arquivado Caixa B;;;
220;Educação Estatística;01/11/2013;01/11/2014;;MEC - PET;;R$ 400,00;11/2013 a 11/2014;Letícia de Campos Borges, 24384;;Discente;12;;;;
221;Uso de Microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bionergia e nutrição animal;01/11/2013;01/11/2017;Expirado;CNPq;;R$ 627.173,00;11/2013 a 11/2017;Marcelo Chuei Matsudo;IRN;Coordenador;12; Arquivado Prorrogação da vigência do projeto por Memorando nº 671/2016 - IRN - Relatório final entregue em 18/04/2018 (e-mail)  // Arquivado CAIXA 001/2020;;;
221;Uso de Microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bionergia e nutrição animal;01/11/2013;01/11/2017;;CNPq;;;11/2013 a 11/2016;Carlos Roberto Rocha;IRN;Docente;3;;;;
221;Uso de Microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bionergia e nutrição animal;01/11/2013;01/11/2017;;CNPq;;;03/2017 a 11/2017;Ivan Venancio Oliveira Nunes;;Discente;10;;;;
221;Uso de Microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bionergia e nutrição animal;01/11/2013;01/11/2017;;CNPq;;;08/2014 a 11/2016;Andreia Maria da Anunciação Gomes;IRN;Docente;4;;;;
221;Uso de Microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bionergia e nutrição animal;01/11/2013;01/11/2017;;CNPq;;;04/2014 a 03/2016;Vitória Lara Cardoso Souza, 25769;;Discente;;;;;
221;Uso de Microalgas para tratamento de efluente de indústria de laticínios com produção de biomassa para aplicação em nutracêuticos, bionergia e nutrição animal;01/11/2013;01/11/2016;;CNPq;;;05/2017 a 07/2017;Taís Ferreira Marcelini,  25142;;Discente;12;;;;
222;Levatamento do potencial de eficiência energética numa planta industrial considerando os aspectos técnicos, energéticos e econômicos;01/11/2013;01/10/2014;Expirado;;;;11/2013 a 10/2014;Roberto Akira Yamachita;ISEE;Coordenador;4;Arquivado Caixa B;;;
222;Levatamento do potencial de eficiência energética numa planta industrial considerando os aspectos técnicos, energéticos e econômicos;01/11/2013;01/10/2014;;;;;11/2013 a 10/2014;Mateus Cândido de Castro Santos, 17111;;Discente;8;;;;
222;Levatamento do potencial de eficiência energética numa planta industrial considerando os aspectos técnicos, energéticos e econômicos;01/11/2013;01/10/2014;;;;;11/2013 a 10/2014;Jamil Haddad;;Docente;4;;;;
223;Teoria Qualitativa das Equações Diferenciais, Mecânica Celeste e Aplicações II;01/03/2013;01/02/2016;Expirado;CNPq;;R$ 39.600,00;03/2013 a 02/2016;Luis Fernando de Osório Mello;IMC;Coordenador;10; Arquivado relatório final entregue  // Arquivado CAIXA 001/2020;;;
224;Estudos em Mecânica Celeste com ênfase em configurações centrais e aplicações;01/08/2013;01/11/2015;Expirado;FAPEMIG;;R$ 4.800,00;08/2013 a 11/2015;Luis Fernando de Osório Mello;IMC;Coordenador;10;Arquivado - relatório final entregue por e-mail dia 15/01/2016;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;Expirado;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Luis Fernando de Osório Mello;IMC;Coordenador;10; Arquivado Relatório final entregue em 06/12/2016 (e-mail)  // Arquivado CAIXA 001/2020;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Antonio Carlos Fernandes;IMC;Docente;10;;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Bráulio Augusto Garcia;IMC;Docente;10;;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Denis de Carvalho Braga;DAC (Itabira);Docente;10;;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Fabio Scalco Dias;IMC;Docente;10;;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Alexander Fernandes da Fonseca;IMC;Docente;10;;;;
225;Equações diferenciais ordinárias com aplicações em Geometria e Mecânica Celeste;01/11/2013;01/10/2016;;CNPq;;R$ 17.000,00;11/2013 a 10/2016;Jorge Sotomayor;;Docente;10;;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;Expirado;FAPEMIG;;R$ 19.456,50;04/2013 a 03/2015;Ana Cláudia Monteiro Carvalho;IFQ;Coordenador;;Arquivado Caixa B;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;;FAPEMIG;;R$ 19.456,50;04/2013 a 03/2015;Fernando Sato;;Docente;6;;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;;FAPEMIG;;R$ 19.456,50;11/2013 a 10/2014;Thiago Augusto de Souza, 25895;;Discente;6;;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;;FAPEMIG;;R$ 19.456,50;03/2014 a 02/2015;Rosimara Passos Toledo, 21905;;Discente;12;;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;;FAPEMIG;;R$ 19.456,50;03/2014 a 02/2015;Savio Jose Vieira Zaccaro, 22084;;Discente;12;;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;;FAPEMIG;;R$ 19.456,50;03/2014 a 02/2015;Julián Filipe Noronha Rosa, 28112;;Discente;12;;;;
226;Nanoestruturas Cx(BN)y: estabilidade estrutural e propriedades eletrônicas de materiais com potencial aplicação tecnológica;01/04/2013;01/03/2015;;FAPEMIG;;R$ 19.456,50;03/2014 a 02/2015;Maria Paula Dias Rosa, 27880;;Discente;12;;;;
227;Caracterização de compósitos poliméricos e materiais cerâmicos;01/03/2013;01/02/2016;Expirado;CNPq;;R$ 39.600,00;03/2013 a 02/2016;Carla Patrícia Lacerda Rubinger;IFQ;Coordenador;5;Arquivado - Relatório Final entregue em 09/2019;;;
228;Pertubarção de buracos negros aplicada à correspondência AdS/CFT;01/10/2013;01/10/2016;Expirado;CNPq;;R$ 10.000,00;10/2013 a 10/2016;Alan Bendasoli Pavan;IFQ;Coordenador;16; Arquivado Relatório final entregue no dia 14/05/2019 // Arquivado em CAIXA 01/2020;;;
228;Pertubarção de buracos negros aplicada à correspondência AdS/CFT;01/10/2013;01/10/2016;;CNPq;;R$ 10.000,00;10/2013 a 10/2016;Rodrigo Silva Lima;IMC;Docente;16;;;;
228;Pertubarção de buracos negros aplicada à correspondência AdS/CFT;01/10/2013;01/10/2016;;CNPq;;R$ 10.000,00;10/2013 a 10/2016;João Ider Silva Junior;;Discente;12;;;;
229;Caos em sistemas experimentais com aplicações em engenharia;01/11/2013;01/10/2016;Expirado;CNPq;;R$ 16.000,00;11/2013 a 10/2016;José Carlos Sartorelli;;Coordenador;5;;;;
229;Caso em sistemas experimentais com aplicações em engenharia;01/11/2013;01/10/2016;;CNPq;;R$ 16.000,00;11/2013 a 10/2016;Rero Marques Rubinger;IFQ;Docente;5;;;;
229;Caso em sistemas experimentais com aplicações em engenharia;01/11/2013;01/10/2016;;CNPq;;R$ 16.000,00;11/2013 a 10/2016;Iberê Luiz Caldas;;Docente;5;;;;
