Código,Data Início,Data Fim,TÍTULO DO PROJETO,Tipo,Órgão financiador, Coordenador/Coordenador Local,UA Coordenador,Situação
PIDI135-2021,01/08/2021,31/07/2024,Estudo de compósitos cimentícios autoadensáveis produzidos com materiais alternativos,Projeto sem financiamento externo,Não possui,Valquíria Claret dos Santos,IRN,Expirado
PVDI177-2021,01/08/2021,31/07/2024,Aplicação de Técnicas Meta-heurísticas para a Alocação Ótima de Equipamentos FACTS em Sistemas Elétricos de Potência,Projeto sem financiamento externo,Não possui,CAMILA PAES SALOMON,ISEE,Expirado
PVDI202-2021,12/04/2021,27/06/2025,Plataforma de Previsão de Vazões na Bacia do Rio Paraíba do Sul como Suporte à Prevenção de Inundações,Projeto com financiamento externo,AGEVAP,Vanessa Silveira Barreto Carvalho,IRN,Vigente
PVDI201-2021,01/03/2021,28/02/2026,Monitoramento de processos e Inspeção por amostragm,Projeto com financiamento externo,CNPq,ANTONIO FERNANDO BRANCO COSTA,IEPG,Vigente
PVDI218-2021,04/11/2021,08/10/2024,Utilização da Simulação Baseada em Agentes (SBA) combinada a Simulação a Eventos Discretos (SED) para o sequenciamento da produção de Sistemas Job Shop Flexíveis,Projeto com financiamento externo,FAPEMIG,ALEXANDRE FERREIRA DE PINHO,IEPG,Expirado
PVDI207-2021,01/10/2021,30/09/2024,Valorização de resíduo do processamento da cana-de-açúcar pela utilização da hemicelulose para a produção integrada de bioetanol no contexto de biorrefinaria por diferentes abordagens,Projeto com financiamento externo,FAPEMIG,THAIS SUZANE MILESSI ESTEVES,IRN,Expirado
PIDI219-2021,09/11/2021,08/11/2024,"Estudo, Caracterização e otimização de materiais orgânicos que apresentam Fluorescência Atrasada Ativada Termicamente e Fofotoluminêscencia de Longa Duração",Projeto com financiamento externo,FAPEMIG,ROBERTO SHIGUERU NOBUYASU JUNIOR,IFQ,Expirado
PVDI206-2021,22/10/2021,21/10/2024,Aumento da Segurança e Desempenho de ARPs em Relação ao Controle de Voo,Projeto com financiamento externo,FAPEMIG,Yohan Alí Díaz Méndez,IEM,Expirado
PVDI209-2021,01/07/2021,24/11/2025,LOGÍSTICA E TRANSPORTES NO CONTEXTO DO GREEN SUPPLY CHAIN MANAGEMENT E ECONOMIA CIRCULAR,Projeto com financiamento externo,FAPEMIG,RENATO DA SILVA LIMA,IEPG,Vigente
PVDI208-2021,25/11/2021,25/11/2024,Simulação e otimização de Sistemas Híbridos Isolados de Geração de Energia Elétrica com base em Energias Renováveis,Projeto com financiamento externo,FAPEMIG,Diego Mauricio Yepes Maya,IEM,Expirado
PVDI212-2021,15/11/2021,14/11/2024,Avaliação Do Desempenho De Um Sistema Híbrido De Painel Fotovoltaico E Bomba De Calor Para Aquecimento De Água Aproveitando A Irradiação Solar No Estado De Minas Gerais,Projeto com financiamento externo,FAPEMIG,JUAN JOSE GARCIA PABON,IEM,Expirado
PIDI211-2021,27/10/2021,27/10/2024,Efeito da temperatura e do campo magnético sobre o comportamento dinâmico de vigas sanduíche com núcleo colmeia preenchida por elastômero magneto reológico,Projeto com financiamento externo,FAPEMIG,Felipe de Souza Eloy,IEM,Expirado
PVDI216-2021,01/12/2021,30/11/2024,Mercados de Eletricidade Inteligentes: Modelagem Técnica-Econômica e Regulatória,Projeto com financiamento externo,FAPEMIG,BENEDITO DONIZETI BONATTO,ISEE,Expirado
PVDI225-2021,12/11/2021,12/11/2024,SISTEMAS DINÂMICOS NÃO-LINEARES DE DIMENSÃO INFINITA,Projeto com financiamento externo,FAPEMIG,JACSON SIMSEN,IMC,Expirado
PVDI222-2021,11/11/2021,10/11/2024,Sistema de Alerta de Inundações em Bacias Hidrográficas de Pequenas Escala sob Influência de Expansão Urbana,Projeto com financiamento externo,FAPEMIG,BENEDITO CLAUDIO DA SILVA,IRN,Expirado
PVDI214-2022,17/12/2021,17/12/2024,Valorização de resíduos agroindustriais de açaí como biomassa para bioenergia: estudo da secagem por leito fluidizado,Projeto com financiamento externo,FAPEMIG,HUGO PERAZZINI,IRN,Expirado
PVDI228-2022,01/03/2022,31/08/2025,Impactos e consequências das projeções climáticas oriundas dos novos modelos climáticos na produtividade do Eucalyptus sp. no Brasil,Projeto com financiamento externo,CNPq,Fabrina Bolzan Martins,IRN,Vigente
PVDI230-2022,01/03/2022,28/02/2025,"A Educação em Ciências e os Processos de Significação sobre a Temática Ambiental: um estudo a partir de parcerias entre escolas, empresas e setores organizados da sociedade civil",Projeto com financiamento externo,CNPq,Luciano Fernandes Silva,IFQ,Vigente
PIDI241-2022,02/01/2022,01/01/2025,Desenvolvimento de sistemas fotocrômicos e suas aplicações para o sensoriamento,Projeto com financiamento externo,FAPEMIG,Frederico Barros de Sousa,IFQ,Expirado
PVDI240-2021,21/12/2021,21/12/2024,Melhoramento do potencial energético de biogás da (co)digestão anaeróbia de resíduos sólidos orgânicos como incentivo às fontes renováveis de energias: pré-tratamento do substrato e co(digestão) visando ao aproveitamento do hidrogênio,Projeto com financiamento externo,FAPEMIG,REGINA MAMBELI BARROS,IRN,Expirado
PVDI231-2022,16/03/2022,31/03/2025,Valorização energética de biomassa residual para precursores de alto valor energético,Projeto com financiamento externo,CNPq,Diego Mauricio Yepes Maya,IEM,Vigente
PVDI226-2022,01/03/2022,28/02/2025,Experimentos de Física controlados remotamente como proposta para uma aprendizagem significativa,Projeto com financiamento externo,CNPq,Mikael Frank Rezende Junior,IFQ,Vigente
PIDI296-2022,01/03/2022,31/07/2025,Efeitos de vácuo quântico na presença de fontes de campo e potenciais externos,Projeto com financiamento externo,CNPq,Fabricio Augusto Barone Rangel,IFQ,Vigente
PVDI297-2022,01/07/2022,30/06/2025,Análise numérica e experimental de microgeradores eólicos para aplicações em regiões remotas no Brasil,Projeto com financiamento externo,FAPEMIG,ANGIE LIZETH ESPINOSA SARMIENTO,IEM,Vigente
PVDI257-2022,01/08/2022,31/07/2024,Aprimoramento de Cerâmicas Termoelétricas para Conversão de Energia,Projeto sem financiamento externo,Não possui,Daniel Thomazini,IEM,Expirado
PVDI285-2022,01/08/2022,31/07/2024,Produção de compósito cimentício com diferentes adições de óxido de grafeno,Projeto sem financiamento externo,Não possui,GEOVANI RODRIGUES,IEM,Expirado
PVDI284-2022,01/08/2022,31/07/2024,"Metamateriais Elastodinâmicos Projetados para a Atenuação de Vibrações em Estruturas Civis, Mecânicas e Aeronáuticas",Projeto sem financiamento externo,Não possui,JESUS ANTONIO GARCIA SANCHEZ,IEM,Expirado
PIDI270-2022,01/08/2022,31/07/2024,Avaliação de compósitos de fios trançados submetidos à fadiga torcional,Projeto sem financiamento externo,Não possui,RENATA NEVES PENHA,IEM,Expirado
PIDI279-2022,01/08/2022,31/07/2025,Desenvolvimento de recursos baseados na tecnologia da realidade virtual para formação de alunos dos cursos de engenharia,Projeto sem financiamento externo,Não possui,DENISE RANSOLIN SORANSO,IEPG,Vigente
PVDI238-2022,01/08/2022,31/07/2024,"Recomendações e demonstrações de práticas para melhoria da compreensibilidade, validade e aplicabilidade da modelagem de processos de negócio",Projeto sem financiamento externo,Não possui,FABIANO LEAL,IEPG,Expirado
PIDI250-2022,01/08/2022,31/07/2024,Avaliação de Usabilidade de Sistemas,Projeto sem financiamento externo,Não possui,ANA PAULA SIQUEIRA SILVA DE ALMEIDA,IESTI,Expirado
PVDI275-2022,01/08/2022,31/07/2024,Framework para armazenamento orientados a colunas,Projeto sem financiamento externo,Não possui,ENZO SERAPHIM,IESTI,Expirado
PVDI277-2022,01/08/2022,31/07/2024,Cibersegurança e análise de vulnerabilidades em dispositivos IoT,Projeto sem financiamento externo,Não possui,OTÁVIO DE SOUZA MARTINS GOMES,IESTI,Expirado
PVDI259-2022,01/08/2022,31/07/2024,Aplicação de Workflows Científicos no contexto de Continuum of Computing,Projeto sem financiamento externo,Não possui,EDVARD MARTINS DE OLIVEIRA,IESTI,Expirado
PVDI255-2022,01/08/2022,31/07/2025,"Análise das potencialidades e fragilidades socioambientais em Unidades de Conservação na Mata Atlântica: uso público, indicadores de gestão, percepção ambiental e conflitos.",Projeto sem financiamento externo,Não possui,DANIELA ROCHA TEIXEIRA RIONDET COSTA,IRN,Vigente
PIDI290-2022,01/08/2022,31/07/2024,USO DA ALPORQUIA NA PROPAGAÇÃO DE ESPÉCIES PARA A RECUPERAÇÃO DE ÁREAS DEGRADADAS,Projeto sem financiamento externo,Não possui,HISAIAS DE SOUZA ALMEIDA,IRN,Expirado
PIDI268-2022,01/08/2022,31/07/2024,Avaliação do potencial energético e viabilidade financeira da instalação de turbinas hidrocinéticas em rios do norte do Brasil,Projeto sem financiamento externo,Não possui,IVAN FELIPE SILVA DOS SANTOS,IRN,Expirado
PVDI252-2022,01/08/2022,31/07/2024,"NEGACIONISMO, EDUCAÇÃO EM CIÊNCIAS E ATUAÇÃO DOCENTE: INVESTIGANDO COMPREENSÕES DE PROFESSORES DE CIÊNCIAS E BIOLOGIA",Projeto sem financiamento externo,Não possui,JANAINA ROBERTA DOS SANTOS,IRN,Expirado
PIDI269-2022,01/08/2022,31/07/2024,Projeto de conforto acústico usando Metamateriais,Projeto sem financiamento externo,Não possui,Paulo César Gonçalves,IRN,Expirado
PIDI271-2022,01/08/2022,31/07/2024,"Revisão taxonômica das espécies de Hapsodrilus (Coleoptera, Elateridae, Pyrophorini)",Projeto sem financiamento externo,Não possui,Simone Policena Rosa,IRN,Expirado
PVDI233-2022,01/08/2022,31/07/2024,Desenvolvimento de Sistema de Software para Treinamento em Simulador de Helicoptero,Projeto sem financiamento externo,Não possui,ALEXANDRE CARLOS BRANDAO RAMOS,IMC,Expirado
PVDI280-2022,01/08/2022,31/07/2024,Oncologia Matemática,Projeto sem financiamento externo,Não possui,Artur César Fassoni,IMC,Expirado
PIDI278-2022,01/08/2022,31/07/2024,"Jogos Digitais Inclusivos: teorias, métodos e ferramentas de apoio",Projeto sem financiamento externo,Não possui,ELISA DE CASSIA SILVA RODRIGUES,IMC,Expirado
PVDI260-2022,01/08/2022,31/07/2024,Teoria de regularidade para modelos não lineares e problemas de fronteira livre,Projeto sem financiamento externo,Não possui,GIANE CASARI RAMPASSO,IMC,Expirado
PVDI253-2022,01/08/2022,31/07/2024,Invariantes topológicos para o estudo de sistemas integráveis e folheações,Projeto sem financiamento externo,Não possui,INGRID SOFIA MEZA SARMIENTO,IMC,Expirado
PIDI251-2022,01/08/2022,31/07/2024,A dinâmica das órbitas periódicas da ferradura de Smale,Projeto sem financiamento externo,Não possui,JUAN VALENTIN MENDOZA MOGOLLON,IMC,Expirado
PVDI272-2022,01/08/2022,31/07/2025,Estudo de equações do tipo Schrödinger sobre variedades Riemannianas compactas,Projeto sem financiamento externo,Não possui,MARCELO APARECIDO CABRAL NOGUEIRA,IMC,Vigente
PIDI289-2022,01/08/2022,31/07/2024,Otimização Combinatória para Classificação Interpretável,Projeto sem financiamento externo,Não possui,PEDRO HENRIQUE DEL BIANCO HOKAMA,IMC,Expirado
PVDI294-2022,01/08/2022,31/07/2024,Estudo e pesquisa nas equações de Mathieu e de Mathieu modificada,Projeto sem financiamento externo,Não possui,Ricardo Iván Medina Bascur,IMC,Expirado
PIDI239-2022,01/08/2022,31/07/2024,Síntese verde de nanopartículas de dióxido de titânio para aplicação em células solares DSSC,Projeto sem financiamento externo,Não possui,Adhimar Flávio Oliveira,IFQ,Expirado
PVDI242-2022,01/08/2022,31/07/2025,Narrativas sobre mídias digitais e redes sociais: um olhar para a educação científica e o letramento midiático na cultura digital,Projeto sem financiamento externo,Não possui,ALESSANDRA RODRIGUES,IFQ,Vigente
PIDI236-2022,01/08/2022,31/07/2024,O BANCO DE SINAIS USADO COMO FERRAMENTA FACILITADORA NA APRENDIZAGEM PARA ALUNOS OUVINTES NA DISCIPLINA DE LIBRAS,Projeto sem financiamento externo,Não possui,ANA CAROLINA SALES OLIVEIRA,IFQ,Expirado
PVDI237-2022,01/08/2022,31/07/2024,"PROPRIEDADES ELETRÔNICAS DE SEMICONDUTORES ORGÂNICOS, DISPOSITIVOS FLEXÍVEIS E ELETRÔNICOS VESTÍVEIS",Projeto sem financiamento externo,Não possui,CARLA PATRICIA LACERDA RUBINGER,IFQ,Expirado
PVDI288-2022,01/08/2022,31/07/2025,"APLICAÇÃO DA QUÍMICA COMPUTACIONAL AO DESENVOLVIMENTO DE COMPOSTOS POTENCIALMENTE BIOATIVOS: planejamento racional, análise conformacional, docking e dinâmica molecular, QM/MM e investigação de orbitais de fronteira",Projeto sem financiamento externo,Não possui,DANIEL HENRIQUES SOARES LEAL,IFQ,Vigente
PVDI274-2022,01/08/2022,31/07/2024,Novos aceleradores de vulcanização da borracha baseados em complexos metálicos com ligantes ditiocarbimatos,Projeto sem financiamento externo,Não possui,EDER DO COUTO TAVARES,IFQ,Expirado
PIDI256-2022,01/08/2022,31/07/2024,"Cromismo: Estudo computacional de efeitos de misturas de solventes, temperatura e radiação.",Projeto sem financiamento externo,Não possui,Juliana Fedoce Lopes,IFQ,Expirado
PVDI281-2022,01/08/2022,31/07/2024,Evolução química de galáxias,Projeto sem financiamento externo,Não possui,OSCAR CAVICHIA DE MORAES,IFQ,Expirado
PIDI262-2022,01/08/2022,31/07/2024,Fotofísica de moléculas orgânicas,Projeto sem financiamento externo,Não possui,ROBERTO SHIGUERU NOBUYASU JUNIOR,IFQ,Expirado
PVDI235-2022,01/08/2022,31/07/2024,As narrativas dos professores sobre os métodos de ensino e as tramas da crise na educação básica – o ensino médio,Projeto sem financiamento externo,Não possui,ROGERIO RODRIGUES,IFQ,Expirado
PIDI293-2022,01/08/2022,31/07/2024,Estudo das condições de síntese de cargas vítreas do sistema B2O3-Al2O3-SiO2 para aplicações odontológicas.,Projeto sem financiamento externo,Não possui,ROSSANO GIMENES,IFQ,Expirado
PVDI301-2022,01/03/2022,28/02/2025,Correlação entre rota de processamento de ligas de alumínio com resistência a corrosão e a evolução de hidrogênio,Projeto com financiamento externo,CNPq,MIRIAN DE LOURDES NORONHA MOTTA MELO,IEM,Vigente
PVDI300-2022,01/06/2022,31/08/2024,Investigação e caracterização das construções metodológicas de grupos de planejamento conjunto empreendidas por docentes do ensino superior de ciências da natureza,Projeto com financiamento externo,FAPEMIG,JOAO RICARDO NEVES DA SILVA,IFQ,Expirado
PIDI309-2022,05/08/2022,05/08/2024,Simulação e previsão de vazões para bacias hidrográficas do Estado de Minas Gerais com base em modelo hidrológico distribuído e previsões de modelos atmosféricos,Projeto com financiamento externo,FAPEMIG,BENEDITO CLAUDIO DA SILVA,IFQ,Expirado
PVDI306-2022,08/08/2022,31/08/2027,Proposta de Apoio à Formação de Mestres para o Fortalecimento do Programa de Pós-graduação em Engenharia Mecânica da UNIFEI,Projeto com financiamento externo,FAPEMIG,SANDRO METREVELLE MARCONDES DE LIMA E SILVA,IEM,Vigente
PIDI298-2022,25/06/2022,24/06/2025,COMPÓSITO POLIMÉRICO BIOINSPIRADO NO OURIÇO DA CASTANHA DO PARÁ (BERTHOLLETIA EXCELSA) DE ELEVADA TENACIDADE,Projeto com financiamento externo,FAPEMIG,MARILIA SONEGO,IEM,Vigente
PIDI311-2023,13/09/2022,12/09/2025,Estudo da texturização a laser na adesão de uma junta híbrida metal-compósito,Projeto com financiamento externo,FAPEMIG,RENATA NEVES PENHA,IEM,Vigente
PVDI312-2022,16/03/2022,31/03/2025,Ensino de Ciências e Matemática mediado por tecnologias: Um estudo sobre inclusão na microrregião de Itajubá,Projeto com financiamento externo,CNPq,DENISE PEREIRA DE ALCANTARA FERRAZ,IFQ,Vigente
PVDI314-2023,01/03/2023,28/02/2026,Aprimoramento de Cerâmicas Termoelétricas para Conversão de Energia: Aspectos Teóricos e Experimentais,Projeto com financiamento externo,FAPEMIG,MARIA VIRGINIA GELFUSO,IEM,Vigente
PVDI315-2022,13/10/2022,01/01/2026,A Sustentabilidade da Mobilidade Urbana em Cidades Mineiras no Contexto atual e de Pós Pandemia,Projeto com financiamento externo,FAPEMIG,JOSIANE PALMA LIMA,IEPG,Vigente
PVDI316-2021,23/09/2021,22/09/2025,BIG DATA E ANÁLISE ESPACIAL NA INTEGRAÇÃO DA MICROMOBILIDADE E TRANSPORTE PÚBLICO URBANO NO CONTEXTO DE SMART CITIES,Projeto com financiamento externo,B2ML SISTEMAS LTDA,JOSIANE PALMA LIMA,IEPG,Vigente
PIDI317-2022,09/06/2022,09/06/2025,AVALIAÇÃO TEÓRICO-EXPERIMENTAL DA PRODUÇÃO E USO DE HIDROGÊNIO VERDE EM MINAS GERAIS,Projeto com financiamento externo,FAPEMIG,JOSE CARLOS ESCOBAR PALACIO,IEPG,Vigente
PVDI328-2022,07/12/2022,31/12/2026,Integração de sistema hibrido Heliotérmico-Biomassa visando o uso de sistemas armazenamento de energia,Projeto com financiamento externo,CNPq,VLADIMIR RAFAEL MELIAN COBAS,IEM,Vigente
PIDI327-2022,07/12/2022,07/12/2025,Materiais Poliméricos Associados à Lantanídeos: Aplicações em Materiais Inteligentes,Projeto com financiamento externo,FAPEMIG,FREDERICO BARROS DE SOUSA,IFQ,Vigente
PVDI331-2022,16/12/2022,31/12/2026,Laboratório Nacional para Estudos Micrometeorológicos e Metodológicos Aplicado ao Aproveitamento Energético Offshore (LabWind),Projeto com financiamento externo,CNPq,ARCILAN TREVENZOLI ASSIREU,IRN,Vigente
PVDI347-2023,01/03/2023,28/02/2026,Investigando a massa de aglomerados abertos com GAIA DR3,Projeto com financiamento externo,CNPq,HEKTOR STHENOS ALVES MONTEIRO,IFQ,Vigente
PVDI346-2023,11/12/2022,31/12/2026,Projeto de Otimização de Turbina Axial de Ultra Baixa Queda,Projeto com financiamento externo,CNPq,RAMIRO GUSTAVO RAMIREZ CAMACHO,IEM,Vigente
PVDI348-2021,01/03/2021,28/02/2025,Desenvolvimento de Dispositivos CMOS de Baixo Consumo e Baixa Potência para Aplicações Médicas,Projeto com financiamento externo,CNPq,ROBSON LUIZ MORENO,IESTI,Vigente
PVDI349-2022,01/03/2022,28/02/2025,Pesquisa e Desenvolvimento de um Sistema Integrado de Aquisição de Sinais de EEG em CMOS,Projeto com financiamento externo,CNPq,TALES CLEBER PIMENTA,IESTI,Vigente
PVDI352-2022,01/03/2022,28/02/2025,GERAÇÃO DE ELETRICIDADE A PARTIR DA GASEIFICAÇÃO DE LODO SANITÁRIO E ENERGIA SOLAR TÉRMICA,Projeto com financiamento externo,CNPq,Osvaldo José Venturini,IEM,Vigente
PVDI345-2022,13/10/2022,13/10/2024,Investigação das propriedades elétricas e magnéticas de materiais avançados para desenvolvimento de dispositivos spintrônicos para tecnologia da informação quântica,Projeto com financiamento externo,FINEP,MARCELOS LIMA PERES,IFQ,Expirado
PVDI358-2022,18/11/2022,17/11/2025,Monitoramento da integridade estrutural: detecção e identificação de delaminações em estruturas aeronáuticas por meio decorrelação digital de imagens,Projeto com financiamento externo,CNPq,GUILHERME FERREIRA GOMES,IEM,Vigente
PVDI359-2023,01/03/2023,28/02/2026,Técnicas Avançadas de Otimização Mono e Multiobjetivo Aplicadas ao Projeto de Estruturas Mecânica,Projeto com financiamento externo,CNPq,GUILHERME FERREIRA GOMES,IEM,Vigente
PVDI369-2023,01/03/2023,28/02/2026,Reciclagem do aço Vanadis 8 pelo processo de metalurgia do pó utilizando a moagem de alta energia,Projeto com financiamento externo,CNPq,GILBERT SILVA,IEM,Vigente
PVDI378-2023,01/03/2023,28/02/2026,Modelos análogos da gravitação e ondas gravitacionais,Projeto com financiamento externo,CNPq,EDUARDO HENRIQUE SILVA BITTENCOURT,IFQ,Vigente
PVDI381-2023,01/03/2023,28/02/2027,Logística e Transportes: Da Sustentabilidade para a Economia Circular,Projeto com financiamento externo,CNPq,RENATO DA SILVA LIMA,IEPG,Vigente
PVDI386-2022,06/12/2022,31/12/2025,Desenvolvimento de materiais e processos para impressão 3D de peças em compósito fibra de carbono contínuo/termoplástico de qualidade aeronáutica,Projeto com financiamento externo,CNPq,ANTONIO CARLOS ANCELOTTI JUNIOR,IEM,Vigente
PIDI391-2023,01/03/2023,28/02/2027,"IMPACTOS DA BIOINCRUSTAÇÃO DE Limnoperna fortunei (DUNKER, 1857) NA GERAÇÃO HIDRELÉTRICA BRASILEIRA",Projeto com financiamento externo,CNPq,CARLOS BARREIRA MARTINEZ,IEM,Vigente
PVDI361-2023,01/06/2023,31/05/2026,Análise de viabilidade de projeto e implementação de processadores RISC-V em FPGA,Projeto sem financiamento externo,Não possui,GUSTAVO DELLA COLLETTA,IESTI,Vigente
PVDI363-2023,01/06/2023,31/05/2026,"Estudo e implementação de balanceamento ""sensorless"" das tensões de submódulos em topologias modulares multiníveis",Projeto sem financiamento externo,Não possui,WILSON CÉSAR SANT`ANA,IESTI,Vigente
PVDI368-2023,01/06/2023,31/05/2026,Desenvolvimento de sistemas de modulação com alta eficiência para comunicações de longas distâncias,Projeto sem financiamento externo,Não possui,DECIO RENNO DE MENDONCA FARIA,IESTI,Vigente
PIDI372-2023,01/06/2023,31/05/2026,Investigação de limites teóricos na multiplicação de matrizes com enfoque em geometria algébrica e aprendizado de máquina,Projeto sem financiamento externo,Não possui,RICK ANTONIO RISCHTER,IMC,Vigente
PIDI374-2023,01/06/2023,31/05/2026,Avaliação de risco ambiental de contaminantes presentes na água e no solo: Uma abordagem integrativa e ecologicamente relevante,Projeto sem financiamento externo,Não possui,DANIEL CLEMENTE VIEIRA REGO DA SILVA,IRN,Vigente
PVDI408-2022,20/09/2022,22/09/2025,Correlação entre rota de processamento de ligas de alumínio com resistência a corrosão e a evolução de hidrogênio - APQ 01318-22,Projeto com financiamento externo,FAPEMIG,MIRIAN DE LOURDES NORONHA MOTTA MELO,IEM,Vigente
PVDI407-2023,01/03/2023,27/02/2026,"Projeto e desenvolvimento de um equipamento para preparação de substratos para produção de cogumelos, com ênfase nos princípios da economia circular (EC) e projeto para manufatura e montagem (DFMA) - Chamada CNPq Nº 08/2022 – Bolsa de Produtividade em Desenvolvimento Tecnológico e Extensão Inovadora - DT",Projeto com financiamento externo,CNPq,CARLOS HENRIQUE PEREIRA MELLO,IEPG,Vigente
PVDI362-2023,01/06/2023,31/05/2026,Análise da relação do envelhecimento do para-raios sobre a distância elétrica de proteção,Projeto sem financiamento externo,Não possui,CREDSON DE SALLES,ISEE,Vigente
PVDI333-2023,01/06/2023,31/05/2026,Aprimoramento dos geradores de impulso do LAT-EFEI,Projeto sem financiamento externo,Não possui,ESTACIO TAVARES WANDERLEY NETO,ISEE,Vigente
PVDI336-2023,01/06/2023,31/05/2026,"REGIONALIDADES, ECONOMIA E CULTURA: Reflexões sobre o desenvolvimento do território do Sul de Minas Gerais",Projeto sem financiamento externo,Não possui,CARLOS ALBERTO MAXIMO PIMENTA,IEPG,Vigente
PVDI337-2023,01/06/2023,31/05/2026,"Agricultura familiar e desenvolvimento rural no sul de Minas: expressividade sócio econômica, gestão e políticas públicas",Projeto sem financiamento externo,Não possui,VIVIANE GUIMARAES PEREIRA,IEPG,Vigente
PIDI411-2022,26/12/2022,31/05/2026,"BENEFÍCIOS DA IMPLEMENTAÇÃO TÉCNICAS COMPENSATÓRIAS NA MITIGAÇÃO DOS PROBLEMAS CAUSADOS PELAS MUDANÇAS CLIMÁTICAS, ATRAVÉS DA GESTÃO DOS ASPECTOS QUALI-QUANTITATIVOS DA DRENAGEM URBANA NO MUNICÍPIO DE CURITIBA – PARANÁ - BRASIL","Projeto com financiamento externo, de outra instituição",CNPq,MARINA BATALINI DE MACEDO,IRN,Vigente
PVDI409-2023,01/03/2023,28/02/2026,AVANÇOS TECNOLÓGICOS E APOIO À DECISÃO - DESAFIOS E OPORTUNIDADES PARA A MOBILIDADE URBANA SUSTENTÁVEL E INTELIGENTE,Projeto com financiamento externo,CNPq,JOSIANE PALMA LIMA,IEPG,Vigente
PIDI364-2023,01/06/2023,31/05/2026,Análise de componentes metálicos submetidos ao processo de roleteamento externo.,Projeto sem financiamento externo,Não possui,JEAN CARLO CESCON PEREIRA,IEM,Vigente
PIDI344-2023,01/06/2023,31/05/2026,PREPARO DE LIPOSSOMAS CONTENDO VANCOMICINA E CIPROFLOXACINA: POTENCIAL ATIVIDADE ANTIMICROBIANA E ANTIBIOFILME PARA TRATAMENTO DE FERIDAS,Projeto sem financiamento externo,Não possui,DANIELA SACHS,IFQ,Vigente
PVDI366-2023,01/06/2023,31/05/2026,Efeito de Fotocondutividade em nano-filmes de Isolante Topológico Bi2Te3,Projeto sem financiamento externo,Não possui,SUELEN DE CASTRO,IFQ,Vigente
PVDI370-2023,01/06/2023,31/05/2026,A Abordagem Temática na Educação em Ciências: possibilidades para a inserção das questões socioambientais na Educação Básica,Projeto sem financiamento externo,Não possui,DANIELLE APARECIDA REIS LEITE,IFQ,Vigente
PVDI417-2022,12/09/2022,12/09/2025,"SÍNTESE, CARACTERIZAÇÃO, AVALIAÇÃO IN VITRO, IN VIVO E ESTUDOS IN SÍLICO DE NOVOS DERIVADOS DO PROTÓTIPO GIB24: POTENCIAIS AGENTES CONTRA A DOENÇA DE CHAGAS",Projeto com financiamento externo,FAPEMIG,MAURICIO FROTA SARAIVA,IFQ,Vigente
PVDI427-2022,14/12/2022,14/12/2025,"Motor bi-fuel de alta eficiência a etanol e biometano para aplicação em veículos comerciais leves: testes experimentais, hibridização, dual-fuel com H2 verde e análise da pegada de carbono.",Projeto com financiamento externo,FUNDEP,CHRISTIAN JEREMI CORONADO RODRIGUEZ,IEM,Vigente
PVDI421-2022,22/06/2022,22/06/2025,IMPACTOS ECONÔMICOS DA GERAÇÃO SOLAR FOTOVOLTAICA DISTRIBUÍDA NO ESTADO DE MINAS GERAIS: UMA ABORDAGEM DE MODELAGEM INTER-REGIONAL DE EQUILÍBRIO GERAL COMPUTÁVEL,Projeto com financiamento externo,FAPEMIG,VICTOR EDUARDO DE MELLO VALERIO,IEPG,Vigente
PVDI410-2022,01/11/2022,01/03/2026,Estudos integrados sobre Desenvolvimento Urbano e Tecnologias Sociais no contexto de cidades inteligentes e sustentáveis,Projeto com financiamento externo,CAPES,JOSIANE PALMA LIMA,IEPG,Vigente
PVDI393-2023,01/08/2023,31/07/2026,Integração da Inteligência Artificial com a Simulação Baseada em Agentes,Projeto sem financiamento externo,Não possui,ALEXANDRE FERREIRA DE PINHO,IEPG,Vigente
PVDI383-2023,01/08/2023,31/07/2026,"AVALIAÇÃO DO NÍVEL DE ALFABETIZAÇÃO FINANCEIRA DA COMUNIDADE ACADÊMICA DE UM INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA",Projeto sem financiamento externo,Não possui,ANDRE LUIZ MEDEIROS,IEPG,Vigente
PVDI387-2023,01/08/2023,31/07/2026,ECONOMIA CIRCULAR NA CADEIA DE SUPRIMENTOS: UMA ABORDAGEM MULTIMÉTODOS,Projeto sem financiamento externo,Não possui,JENIFFER DE NADAE,IEPG,Vigente
PIDI400-2023,01/08/2023,31/07/2026,Elaboração e condução do Planejamento Estratégico das atividades desenvolvidas por Programas de Educação Tutorial (PET) UNIFEI – Campus Itajubá,Projeto sem financiamento externo,Não possui,JULIANA HELENA DAROZ GAUDENCIO,IEPG,Vigente
PVDI396-2023,01/08/2023,31/07/2026,Simulação Numérica de Escoamentos com Efeitos Combinados de Rugosidade Superficial e Transferência de Calor por Convecção Mista,Projeto sem financiamento externo,Não possui,LUIZ ANTONIO ALCANTARA PEREIRA,IEM,Vigente
PIDI403-2023,01/08/2023,31/07/2026,Soluções ópticas para sistemas repetidores de RF em frequência única,Projeto sem financiamento externo,Não possui,RAMON MAIA BORGES,IESTI,Vigente
PVDI384-2023,01/08/2023,31/07/2026,Implementação de Circuitos Neuromórficos Digitais utilizando a Arquitetura Extreme Learning Machine,Projeto sem financiamento externo,Não possui,GABRIEL ANTONIO FANELLI DE SOUZA,IESTI,Vigente
